citedItemKey,n,refItemKey,method,confidence,review,refTitle,citationText
5I6WDA32,2,JHBWPGKS,substring,0.990,,Sol LeWitt : artist's books,"LeWitt, Sol. Sol LeWitt: Artist’s Books. Sant’Eraclio di Foligno (Foligno): Viaindustriae, 2009. p.69."
5I6WDA32,3,SGBJXYRF,substring,0.990,,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.266, 431."
5K8HTT8V,1,BCG5FURQ,substring,0.990,,The century of artists' books,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. p.74, 120n9."
5K8HTT8V,2,FAEUXXHV,substring,0.990,,Booktrek : selected essays on artists' books (1972-2010),"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. p.154."
5VPEAK3V,1,SGBJXYRF,substring,0.990,,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,"Lauf, Cornelia. Artist/author : Contemporary Artists’ Books. New York: American Federation of Arts, 1998. p. 34. Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.156, 157, 430. Phillpot, Clive. Booktrek : Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier , 2013. p.189. Tousley, Nancy, Felipe Ehrenberg, and Sally Alatalo. Learn to Read Art: Artists' Books. Hamilton, Ont: Art Gallery of Hamilton, 1990."
5ZL3VFEB,1,A5RE4482,substring,0.990,,Artists' books : the book as a work of art 1963-2000,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. pp.38, 180."
5ZL3VFEB,2,BCG5FURQ,substring,0.990,,The century of artists' books,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.265-266, 266."
5ZL3VFEB,3,94CKQLVX,substring,0.990,,Artists' books : a critical anthology and sourcebook,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. pp.96, 98-99, 216-217."
5ZL3VFEB,4,SGBJXYRF,substring,0.990,,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.55, 434."
5ZL3VFEB,5,FAEUXXHV,substring,0.990,,Booktrek : selected essays on artists' books (1972-2010),"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. pp.96, 222, 224, 225, 230, 252-255."
5ZL3VFEB,6,MN3CW7FZ,substring,0.990,,Artists and their books - books and their artists,"Reed, Marcia, and Glenn Phillips. Artists and their books - books and their artists. Los Angeles: The Getty Research Institute, 2018. pp.158, 163, 208."
5ZL3VFEB,7,JV2JKULL,substring,0.990,,Various small books : referencing various small books by Ed Ruscha,"Taylor, Phil. Various Small Books: Referencing Various Small Books by Ed Ruscha. Cambridge, Massachusetts: MIT Press, 2013. pp.17, 27, 64, 179, 283 n.27."
632X6CII,1,94CKQLVX,substring,0.990,,Artists' books : a critical anthology and sourcebook,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. p.62, 64."
632X6CII,2,BEGEG5AI,substring,0.950,yes,Artists books,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.111, 155."
63PL2Y3P,1,A5RE4482,substring,0.990,,Artists' books : the book as a work of art 1963-2000,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. pp.76, 195."
63PL2Y3P,2,SGBJXYRF,substring,0.990,,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.252, 428."
63PL2Y3P,3,DHC5ATH7,substring,0.990,,Livres d'artistes,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. pp.74-75."
658XBXEA,1,D2HD5CJR,substring,0.990,,Speaking of book art : interviews with British and American book artists,"Courtney, Cathy. Speaking of Book Art: Interviews with British and American Book Artists. Los Altos Hills, Calif: Anderson-Lovelace, 1999. p.93."
658XBXEA,2,94CKQLVX,substring,0.990,,Artists' books : a critical anthology and sourcebook,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. pp.125, 126."
658XBXEA,3,SGBJXYRF,substring,0.990,,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.435."
658XBXEA,4,DHC5ATH7,substring,0.990,,Livres d'artistes,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. pp.88-89."
658XBXEA,5,FAEUXXHV,substring,0.990,,Booktrek : selected essays on artists' books (1972-2010),"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. p.114."
6AS73ERV,1,BEGEG5AI,substring,0.950,yes,Artists books,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p. 122, 149."
6WGTDZ7D,1,BEGEG5AI,substring,0.950,yes,Artists books,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.162."
7FR428K6,1,A5RE4482,substring,0.990,,Artists' books : the book as a work of art 1963-2000,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. pp.103, 214"
7FR428K6,2,D2HD5CJR,substring,0.990,,Speaking of book art : interviews with British and American book artists,"Courtney, Cathy. Speaking of Book Art: Interviews with British and American Book Artists. Los Altos Hills, Calif: Anderson-Lovelace, 1999. p.181."
7HEG7EAS,1,SGBJXYRF,substring,0.990,,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.20, 22, 434."
7HEG7EAS,2,DHC5ATH7,substring,0.990,,Livres d'artistes,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. p.7."
7HEG7EAS,3,FAEUXXHV,substring,0.990,,Booktrek : selected essays on artists' books (1972-2010),"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. pp.108, 122, 227, 228, 229."
7HEG7EAS,4,MN3CW7FZ,substring,0.990,,Artists and their books - books and their artists,"Reed, Marcia, and Glenn Phillips. Artists and their books - books and their artists. Los Angeles: The Getty Research Institute, 2018. pp.158, 160-161, 208."
7HEG7EAS,5,JV2JKULL,substring,0.990,,Various small books : referencing various small books by Ed Ruscha,"Taylor, Phil. Various Small Books: Referencing Various Small Books by Ed Ruscha. Cambridge, Massachusetts: MIT Press, 2013. pp.86, 223."
7WIH889K,1,MN3CW7FZ,substring,0.990,,Artists and their books - books and their artists,"Reed, Marcia, and Glenn Phillips. Artists and their books - books and their artists. Los Angeles: The Getty Research Institute, 2018. pp.20-21, 198-199, 208."
7YILJFPS,1,D2HD5CJR,substring,0.990,,Speaking of book art : interviews with British and American book artists,"Courtney, Cathy. Speaking of Book Art: Interviews with British and American Book Artists. Los Altos Hills, Calif: Anderson-Lovelace, 1999. p.27."
7YILJFPS,2,KB2E34DZ,substring,0.990,,Artist/author : contemporary artists' books,"Lauf, Cornelia. Artist/author : Contemporary Artists’ Books. New York: American Federation of Arts, 1998. p.33."
7YILJFPS,3,SGBJXYRF,substring,0.990,,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.20, 21, 207, 390, 395, 434."
7YILJFPS,4,FAEUXXHV,substring,0.990,,Booktrek : selected essays on artists' books (1972-2010),"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. pp.91, 93, 96, 151, 152, 164 n.9, 187, 206 n.6, 216, 217, 221, 223, 225, 226, 233 n.10, n.1, n.17, n.19, n.21, n.26, n.29, n.35, n.37, n.39."
7YILJFPS,5,JV2JKULL,substring,0.990,,Various small books : referencing various small books by Ed Ruscha,"Taylor, Phil. Various Small Books: Referencing Various Small Books by Ed Ruscha. Cambridge, Massachusetts: MIT Press, 2013. pp.25, 27, 34, 89, 199, 201, 226, 273, 282 n.6, n.9, n.10, 283 n.22."
87H2AQ6Q,1,NN8ZFZNF,substring,0.990,,Reading the object : three decades of books,"Chen, Julie, et. al. Reading the object: three decades of books. Oakland: Flying Fish Press, 2016. pp. 20, 22, 23, 30, 31, 74-79 (foldout), 103."
87H2AQ6Q,2,L3HFQ2SA,substring,0.990,,Beyond the text : artists' books from the collection of Robert J. Ruben,"Ruben, Robert J. Beyond the Text: Artists' Books from the Collection of Robert J. Ruben. New York: Grolier Club, 2010. pp.48, 49."
939UBEML,1,FAEUXXHV,substring,0.990,,Booktrek : selected essays on artists' books (1972-2010),"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. p.156."
99HFQJQH,1,EXVACFS7,substring,0.990,,"Book as art VI: December 6, 1993-May 20, 1994, the National Museum of Women in the Arts, Washington, D.C.","Wasserman, Krystyna. Book As Art VI: December 6, 1993-May 20, 1994, the National Museum of Women in the Arts, Washington, D.C. Washington, D.C: The Museum, 1993. p.[7], [9]."
9DAJEMHJ,1,BCG5FURQ,substring,0.990,,The century of artists' books,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.329-30, 330."
9EYQ75JU,1,BEGEG5AI,substring,0.950,yes,Artists books,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.104, 151."
9EYQ75JU,2,YT3YGXMT,substring,0.990,,"Two hundred books by Keith Smith : book number 200, an anecdotal bibliography","Smith, Keith A. Two hundred books by Keith Smith: book number 200, an anecdotal bibliography. Rochester, N.Y.: Keith Smith Books, 2000. pp.113-117, 131, 243, 252."
9SMP5TFE,1,A5RE4482,substring,0.990,,Artists' books : the book as a work of art 1963-2000,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.191."
9SMP5TFE,2,DHC5ATH7,substring,0.990,,Livres d'artistes,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. p.47."
9T8UFUH5,1,S8RLZLKM,substring,0.990,,The book as art : artists' books from the National Museum of Women in the arts,"Wasserman, Krystyna. The Book as Art : Artists’ Books from the National Museum of Women in the Arts. New York: Princeton Architectural Press, 2007. p.45."
A9A6SCSQ,1,5ECYVY6V,substring,0.990,,"Hand, voice & vision: artists' books from Women's Studio Workshop","Walkup, Kathy. Hand, Voice & Vision: Artists’ Books from Women's Studio Workshop. Rosendale, N.Y.: Women’s Studio Workshop, 2010. p.49."
AJCPM2LJ,1,A5RE4482,substring,0.990,,Artists' books : the book as a work of art 1963-2000,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.213."
B8V3DBT6,1,BEGEG5AI,substring,0.950,yes,Artists books,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.89, 163."
BA5CVSPD,1,DHC5ATH7,substring,0.990,,Livres d'artistes,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. p.118."
BKGHTBYL,1,A5RE4482,substring,0.990,,Artists' books : the book as a work of art 1963-2000,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. pp.89, 204."
BKGHTBYL,2,BCG5FURQ,substring,0.990,,The century of artists' books,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.335-336, 336."
BKGHTBYL,3,KB2E34DZ,substring,0.990,,Artist/author : contemporary artists' books,"Lauf, Cornelia. Artist/author : Contemporary Artists’ Books. New York: American Federation of Arts, 1998. pp.93, 95, 101."
BKGHTBYL,4,JHBWPGKS,substring,0.990,,Sol LeWitt : artist's books,"LeWitt, Sol. Sol LeWitt : Artist’s Books. Sant’Eraclio di Foligno (Foligno): Viaindustriae, 2009. pp.11-15, 16, 17, 18 20, 21, 23, 25-27, 92-97."
BKGHTBYL,5,94CKQLVX,substring,0.990,,Artists' books : a critical anthology and sourcebook,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. pp.110, 111, 210."
BKGHTBYL,6,SGBJXYRF,substring,0.990,,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.275, 276, 405, 431."
BKGHTBYL,7,FAEUXXHV,substring,0.990,,Booktrek : selected essays on artists' books (1972-2010),"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. pp.105, 259, 263, 266-267, 269 n.13."
BM8GGVK3,1,A5RE4482,substring,0.990,,Artists' books : the book as a work of art 1963-2000,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.201."
BXPYLPQA,1,AAZM5Y3X,substring,0.990,,The photobook : a history,"Parr, Martin, and Gerry Badger. The Photobook: A History. London: Phaidon, 2004. Volume 3, p.307."
BXRF7M3U,1,BCG5FURQ,substring,0.990,,The century of artists' books,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.80, 300."
BXRF7M3U,2,94CKQLVX,substring,0.990,,Artists' books : a critical anthology and sourcebook,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. p.54, 55."
BXRF7M3U,3,BEGEG5AI,substring,0.950,yes,Artists books,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.96, 155."
BYV9IJBH,1,94CKQLVX,substring,0.990,,Artists' books : a critical anthology and sourcebook,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. p.213."
C35V4GE9,1,A5RE4482,substring,0.990,,Artists' books : the book as a work of art 1963-2000,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.200."
C35V4GE9,2,DHC5ATH7,substring,0.990,,Livres d'artistes,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. p.39."
C4NIKENC,1,A5RE4482,substring,0.990,,Artists' books : the book as a work of art 1963-2000,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.194."
C4NIKENC,2,94CKQLVX,substring,0.990,,Artists' books : a critical anthology and sourcebook,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. p.116."
C4NIKENC,3,SGBJXYRF,substring,0.990,,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.431."
C4NIKENC,4,FAEUXXHV,substring,0.990,,Booktrek : selected essays on artists' books (1972-2010),"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. pp.109, 118, 122."
CAI2PFZC,1,A5RE4482,substring,0.990,,Artists' books : the book as a work of art 1963-2000,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.211."
CE8YTMRT,1,KB2E34DZ,substring,0.990,,Artist/author : contemporary artists' books,"Lauf, Cornelia. Artist/author : Contemporary Artists’ Books. New York: American Federation of Arts, 1998. pp.48, 60, 64, 156."
CE8YTMRT,2,FAEUXXHV,substring,0.990,,Booktrek : selected essays on artists' books (1972-2010),"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. pp.203"
D5FZLMPX,1,BEGEG5AI,substring,0.950,yes,Artists books,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.160."
D69XVRD2,1,A5RE4482,substring,0.990,,Artists' books : the book as a work of art 1963-2000,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.202."
D69XVRD2,2,BCG5FURQ,substring,0.990,,The century of artists' books,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. p.181."
D69XVRD2,3,JHBWPGKS,substring,0.990,,Sol LeWitt : artist's books,"LeWitt, Sol. Sol LeWitt: Artist’s Books. Sant’Eraclio di Foligno (Foligno): Viaindustriae, 2009. pp.88-89."
D69XVRD2,4,94CKQLVX,substring,0.990,,Artists' books : a critical anthology and sourcebook,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. pp.109, 209-210."
D69XVRD2,5,FAEUXXHV,substring,0.990,,Booktrek : selected essays on artists' books (1972-2010),"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. pp.75-76, 104, 266-267."
D97WNGWB,1,BEGEG5AI,substring,0.950,yes,Artists books,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.66, 161."
DB89L5FB,1,7YGZYJ5L,substring,0.990,,"Artists of the book, 1988 :","Boston Athenaeum. Artists of the Book, 1988 : a Facet of Modernism : a Traveling Exhibition of the New England Foundation for the Arts. Boston, Mass.: Boston Athenæum, 1988. pp.11, 36-37."
DB89L5FB,2,D2HD5CJR,substring,0.990,,Speaking of book art : interviews with British and American book artists,"Courtney, Cathy. Speaking of Book Art: Interviews with British and American Book Artists. Los Altos Hills, Calif: Anderson-Lovelace, 1999. p. 208."
DDNJVGUE,1,A5RE4482,substring,0.990,,Artists' books : the book as a work of art 1963-2000,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.195."
DDNJVGUE,2,JHBWPGKS,substring,0.990,,Sol LeWitt : artist's books,"LeWitt, Sol. Sol LeWitt: Artist’s Books. Sant’Eraclio di Foligno (Foligno): Viaindustriae, 2009. pp.62-63."
DDNJVGUE,3,SGBJXYRF,substring,0.990,,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.266, 431."
DDNJVGUE,4,DHC5ATH7,substring,0.990,,Livres d'artistes,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. pp.37, 38."
DDNJVGUE,5,FAEUXXHV,substring,0.990,,Booktrek : selected essays on artists' books (1972-2010),"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. pp.93, 264."
DKWCVTTB,1,XWS4XW55,substring,0.990,,500 handmade books : inspiring interpretations of a timeless form,"Tourtillott, Suzanne J. E, and Steve Miller. 500 Handmade Books: Inspiring Interpretations of a Timeless Form. New York: Lark Books, 2008. p.18."
DRXZALEB,1,D2HD5CJR,substring,0.990,,Speaking of book art : interviews with British and American book artists,"Courtney, Cathy. Speaking of Book Art: Interviews with British and American Book Artists. Los Altos Hills, Calif: Anderson-Lovelace, 1999. p.20."
DRXZALEB,2,BCG5FURQ,substring,0.990,,The century of artists' books,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.176."
DRXZALEB,3,Z55EI6ES,substring,0.990,,Cooking the books : Ron King and Circle Press,"Lambirth, Andrew. Cooking the Books : Ron King and Circle Press. 1st ed. New Haven, Conn.: Circle Press, 2002. pp. ??"
DRXZALEB,4,KB2E34DZ,substring,0.990,,Artist/author : contemporary artists' books,"Lauf, Cornelia. Artist/author : Contemporary Artists’ Books. New York: American Federation of Arts, 1998. pp.63, 64, 156."
DRXZALEB,5,L3HFQ2SA,substring,0.990,,Beyond the text : artists' books from the collection of Robert J. Ruben,"Ruben, Robert J. Beyond the Text: Artists' Books from the Collection of Robert J. Ruben. New York: Grolier Club, 2010. pp.70, 71."
E3LVUP6J,1,JHBWPGKS,substring,0.990,,Sol LeWitt : artist's books,"LeWitt, Sol. Sol LeWitt : Artist’s Books. Sant’Eraclio di Foligno (Foligno): Viaindustriae, 2009. p.55."
E3LVUP6J,2,SGBJXYRF,substring,0.990,,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.264 n4, 431."
E62R9QS4,1,5ECYVY6V,substring,0.990,,"Hand, voice & vision: artists' books from Women's Studio Workshop","Walkup, Kathy. Hand, Voice & Vision: Artists’ Books from Women's Studio Workshop. Rosendale, N.Y.: Women’s Studio Workshop, 2010. pp.64, 88, 109."
EB3SHIFV,1,A5RE4482,substring,0.990,,Artists' books : the book as a work of art 1963-2000,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. pp.68, 188."
EB3SHIFV,2,D2HD5CJR,substring,0.990,,Speaking of book art : interviews with British and American book artists,"Courtney, Cathy. Speaking of Book Art: Interviews with British and American Book Artists. Los Altos Hills, Calif: Anderson-Lovelace, 1999. pp. 84, 88ff., 131ff., 136."
EB3SHIFV,3,BCG5FURQ,substring,0.990,,The century of artists' books,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. p.283."
EB3SHIFV,4,94CKQLVX,substring,0.990,,Artists' books : a critical anthology and sourcebook,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. pp.123-124."
EB3SHIFV,5,SGBJXYRF,substring,0.990,,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.435."
EB3SHIFV,6,FAEUXXHV,substring,0.990,,Booktrek : selected essays on artists' books (1972-2010),"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. pp.40, 44, 113, 162, 250."
F3KU7F6S,1,FAEUXXHV,substring,0.990,,Booktrek : selected essays on artists' books (1972-2010),"Phillpot, Clive. Booktrek : Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier , 2013. pp.10, 12."
FGI58BRN,1,D2HD5CJR,substring,0.990,,Speaking of book art : interviews with British and American book artists,"Courtney, Cathy. Speaking of Book Art: Interviews with British and American Book Artists. Los Altos Hills, Calif: Anderson-Lovelace, 1999. pp. 4, 50."
FGI58BRN,2,BCG5FURQ,substring,0.990,,The century of artists' books,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.120n.4, 348-9, 348."
FGI58BRN,3,5JWH4AMJ,substring,0.990,,Offset : artists' books & prints.,"Freeman, Brad. Offset: Artists' Books & Prints. New York, N.Y.: Interplanetary Productions, 1993. pp.17, 19."
FGI58BRN,4,BEGEG5AI,substring,0.950,yes,Artists books,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.75, 161."
FGI58BRN,5,S8RLZLKM,substring,0.990,,The book as art : artists' books from the National Museum of Women in the arts,"Wasserman, Krystyna. The Book as Art : Artists’ Books from the National Museum of Women in the Arts. New York: Princeton Architectural Press, 2007. p.122."
FSGBHJDV,1,BEGEG5AI,substring,0.950,yes,Artists books,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.64, 158."
FSGBHJDV,2,S8RLZLKM,substring,0.990,,The book as art : artists' books from the National Museum of Women in the arts,"Wasserman, Krystyna. The Book as Art : Artists’ Books from the National Museum of Women in the Arts. New York: Princeton Architectural Press, 2007. p.68."
FVJIGVVJ,1,5ECYVY6V,substring,0.990,,"Hand, voice & vision: artists' books from Women's Studio Workshop","Walkup, Kathy. Hand, Voice & Vision: Artists’ Books from Women's Studio Workshop. Rosendale, N.Y.: Women’s Studio Workshop, 2010. p.40."
FVWFHLNT,1,BEGEG5AI,substring,0.950,yes,Artists books,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.32, 161."
G6XSHFBY,1,BEGEG5AI,substring,0.950,yes,Artists books,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.83, 164."
GDTEJGHY,1,BCG5FURQ,substring,0.990,,The century of artists' books,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.356 n.3."
GDTEJGHY,2,BEGEG5AI,substring,0.950,yes,Artists books,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.96, 157."
GGXTG7D7,1,,none,0.000,,,"*Note: Citations are predominantly about the original, 1923 Russian edition. Edition held at Sloane Art Library is the 2000 reprint from MIT Press."
GGXTG7D7,2,BCG5FURQ,substring,0.990,,The century of artists' books,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.53, 54, 56, 57, 165."
GPHLTR7V,1,P6PLUKGC,em-exact,0.950,,Conveyor.,"Conveyor (Firm). Conveyor. Hoboken, N.J.: Conveyor, 2011. pp.78-83."
GURAG9JG,1,S8RLZLKM,substring,0.990,,The book as art : artists' books from the National Museum of Women in the arts,"Wasserman, Krystyna. The Book as Art : Artists’ Books from the National Museum of Women in the Arts. New York: Princeton Architectural Press, 2007. pp.100-101."
GYXELWPK,1,BCG5FURQ,substring,0.990,,The century of artists' books,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.245-6, 246."
GYXELWPK,2,BEGEG5AI,substring,0.950,yes,Artists books,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.76, 158."
