creatorID,name,wikidata identifiers
872,Paul Kayhart,
873,"Paul, 1947- Auster",
874,Montage 93: International Festival of the Image,
875,John Wood,
876,Clifton Meador,
877,"Piotr, 1968- Uklański",
878,Eduardo Cortils,
879,Ana Cortils,
880,Frédéric Bruly Bouabré,Q2071033
881,"Ellsworth, 1923-2015 Kelly",
882,"Jenifer, 1948- Bar Lev",
883,Damien Hirst,Q294326
884,"Gordon, 1948-2009 Burn",
885,Stuart Morgan,
886,Jonathan Barnbrook,Q2791294
887,Robert Violette,
888,Zoe Leonard,Q218207
889,Anne Martens 1962-,
890,"Araiz, 1983- Mesanza",
891,Dani García-Nieto,
892,Rita Oliveira Dias,
893,Misa Shine,
894,D3A (Diego A. Acevedo),
895,R. (Ricardo) Moste,
896,Fernando Cruz,
897,Güerogüero,
898,"Hiller, 1987- Goodspeed",
899,Screentone TV,
900,Florian Cramer,
901,"Lobregat, 1980- Balaguer",
902,Hardworking Goodlooking (Publisher),
903,"Pilar, 1961- Rodríguez Aranda",
904,Victor Lucero,
905,Misbah Ahmed,Q126600119
906,Sergi Puyol,Q134619945
907,"Francisco Sousa, 1973- Lobo",
908,"Martín, 1981- López Lam",
909,Milly Sánchez Sánchez,
910,Fidel Fix,
911,Barbarella,Q3634703
912,Miris Balmori,
913,Renato (Renato Jesús Contreras Flores) Contreras,
914,Abner Morales,
915,Brett Erich Suemnicht,
916,Megan Goldfarb,
917,GenderFail,
918,"Ana, 1992- Caspão",
919,Ana (Graphic artist) Louro,
920,Pedro Sim,
921,José Rui,
922,Tania Alexandra Cardoso,
923,Joana Varanda,
924,Rafaela Rodrigues,
925,"Paulo, 1966- Mendes",
926,"Nuno, 1952- Amorim",
927,Rodrigo Durán H.,
928,Omar Angulo,Q106406379
929,Rio Aubry Taylor,
930,Colectivo Amable,
931,1971- Bachan,
932,Camilö Jerëz,
933,Abrazo Ediciones,
934,Kuzkina Mat (Fictitious character),
935,"Amadeo, 1977- Gonzales",
936,Danny Tisdale,Q100235715
937,Suzanne Horvitz,Q104439501
938,Gail Rebhan,Q107253767
939,Michal Reed,
940,Buzz Spector,Q62061918
941,Colin Gardner,
942,Agnes Denes,Q394503
943,Fernando Lopes,
944,Atlanta Committee for the Olympic Games,
945,"Helen, 1928-2011 Frankenthaler",
946,"Linda, 1942- Montano",
947,Sandra Schwimmer,
948,Jenny Snider,Q62057437
949,"Karen, 1955- Spears",
950,"Sharon, 1944- Gilbert",
951,Rebecca Lown,
952,Lisa Titus,
953,Alexiel,
954,Miroslava Tovar,
955,Bruno Cuervo,
956,"Alex Xavier, 1987- Aceves Bernal",
957,Andrei Dalamari,
958,"Liz, 1985- Misterio",
959,Gaspar Pujadas,
960,Grotesco (Graphic artist),
961,Felipe M.,
962,1988- Asertijo,
963,Maria Fernanda E. B.,
964,"Ken, 1966- Sugimori",
965,David Peter Kerr,
966,María Katia Munares S.,
967,Nicole (Artist) Bachmann,
968,Rebecca Bligh,Q114862498
969,Charissa Glidden,
970,tArt (Women's art collective),
971,Dominic Fortunato,
972,"Nicolas, 1969- Lampert",
973,Josh MacPhee,Q16731789
974,Colin Matthes,
975,Hannah K. Lee,
976,Temporary Services (Group of artists),
977,"Alexander, 1984- Ríos",
978,Quino Romero Ruiz,
979,Carlos G. Torrico,
980,Proyecto Genoma Poético,
981,"Cory, 1978- Arcangel",
982,Michael Frumin,
983,Colectivo Editorial de Mujeres en Prisión,
984,Scott (American artist) Massey,
985,María Álvarez,
986,Michael C. McCraw,
987,Dash Shaw,
988,Diego Aduriz,
989,"Raymond, 1957- Pettibon",
990,Calif.) SST Pubs. (Lawndale,
991,Roxi,
992,"Pedro, 1981- Farías",
993,Cooperativa Editora El Calamar,
994,Victor Burgin,
995,Amy Baker,
996,Lapp Princess Press,
997,Printed Matter,
998,Fred Sandback 1943-2003,
999,"Robert, 1936- Cronin",
1000,Beth Grabowski,
1001,Erich Lassmann Klee,
1002,Fernando Moreno,
1003,Greta Gamboa,
1004,Edgar Silva,
1005,Tania Ximena,
1006,Angelica Maria Zorrilla,
1007,Juan Mejía,
1008,Nacho Rico,
1009,Janitzio Alatriste T.,
1010,Raúl Lázaro,Q135266608
1011,"Natalia (Castañeda Arbelaez), 1982- Castañeda A.",
1012,Arte Dos Gráfico,
1013,"Emiliano, 1972- Hernández-Santana",
1014,Jesús Fuenmayor,Q42913515
1015,Ellen Knudson,
1016,Crooked Letter Press,
1017,Lisa Beth Robinson,
1018,Somnambulist Tango Press,
1019,Michael Schmelling,
1020,"Vicente, 1932- Rojo",
1021,1971- Sequeiros,
1022,"Miguel, 1953- Florián",
1023,"Rafael, 1861-1924 Yglesias Castro",
1024,Nicolás Paris Vélez,
1025,Andrés Fresneda,
1026,Juan Pablo Fajardo,
1027,Museo de Arte Contemporáneo de Castilla y León,
1028,Lize Mogel,
1029,Alexis Bhagat,
1030,Nancy Holt 1938-2014,
1031,Keith A. Smith 1938-,
1032,"Joan, 1955- Fontcuberta",
1033,Instituto de artes aplicadas,
1034,Argentina) Fundación Senda (Bahía Blanca,
1035,"Francisco, 1946- Hernández",
1036,Artemio Rodríguez,Q94295524
1037,Taller Martín Pescador,
1038,"Alun, 1972- Rowlands",
1039,"Malini, 1972- Gupta",
1040,اريك سبيكرمان,Q63157
1041,"Ben, 1935- Vautier",
1042,Galerie Bischofberger,
1043,"Alejandro, 1975- Cesarco",
1044,"Paula Rae, 1968- Gibson",
1045,"Artemio, 1972- Rodríguez",
1046,Mario Rufino,
1047,Inc Self-Help Graphics and Art,
1048,"Grace, 1919-2007 Nettles",
1049,Bea Nettles 1946-,
1050,Timothy Barrett,
1051,Eve Eisenstadt,
1052,Joshua Schreier,
1053,Susan Leeb,
1054,Borowsky Center for Publication Arts,
1055,Pa.) University of the Arts (Philadelphia,
1056,Architecture Society of Atlanta (Ga.),
1057,Cynthia Lollis,Q95747380
1058,Daniela Deeg,Q95747378
1059,"Jorge Luis, 1899-1986 Borges",
1060,Anthony Bonner,
1061,Gloria Lenardón,
1062,Silvia Lenardón,
1063,La Marca Editora,
1064,"Christine, 1956- Kennedy",
1065,Curro Rubira,
1066,1983- Antolín,
1067,Ana Lóbez,
1068,Graciela (Art historian) García,
1069,Matías Bervejillo,Q42392601
1070,1902-1976 Marvil,
1071,Elías Randal,Q55468781
1072,Pepito Medina,
1073,"Marina, 1978- Yuszczuk",
1074,"Tilsa, 1929-1984 Tsuchiya",
1075,College Art Association (U.S.),
1076,"Jorge, 1948- Pirozzi",
1077,"Hilda, 1950- Paz",
1078,"Juan Carlos, 1931- Romero",
1079,Fabián Carreras,
1080,"Mario, 1960- Arteca",
1081,Facundo Zuviría,
1082,Lucas Fragasso,
1083,"Oscar, 1943- Grillo",
1084,"Marta, 1961- Ares",
1085,Bea Coronado,
1086,Begoña Crespo,Q57682584
1087,Emilio Sdun,Q106498701
1088,Centro Integral del Papel y las Artes del Libro,
1089,Prensa Cicuta,
1090,Guido Julián Indij,Q139095464
1091,Aramís Quintero,
1092,Marialva Ríos,
1093,"José, 1853-1895 Martí",
1094,"Martín, 1961- Prieto",
1095,"Remo, 1950- Bianchedi",
1096,1963- Bianki,
1097,"Jonathan, 1973- Farr",
1098,"Jill, 1950- Hartley",
1099,Lara Schnitger,Q671056
1100,Valeria Bellusci,
1101,"Helen, 1952- Douglas",
1102,Rebecca Solnit,Q2134968
1103,Ana Lopez,
1104,Carlos Casella,
1105,Simon Patterson 1967-,
1106,Grant Watson,
1107,Gavin Everall,
1108,Project Arts Centre,
1109,Susan K Grant,
1110,"Randall, 1964- Hill",
1111,Graham Willoughby,
1112,Bisa Washington,Q19802594
1113,Josely Carvalho,
1114,"Gray, 1962- Fraser",
1115,Productiongray Editions,
1116,"Martin, 1951- Mosebach",
1117,"Rebecca, 1944- Horn",
1118,"Sarah (Sarah Herrick), 1979- Bryant",
1119,Sara G. H. Owen,
1120,Crown Ring Press,
1121,"Patricia M. (Patricia Marie), 1949- Smith",
1122,P.S. Press,
1123,"Edward, 1812-1888 Lear",
1124,Fabian Negrin,Q112465302
1125,Silvana Amato,
1126,Angela Liguori,
1127,Lucio Passerini,
1128,Wilber H. Schilling,
1129,Dorothy Mallory Jones,
1130,Philip Mallory Jones,Q103243756
1131,Maryann J. Riker,
1132,"Gian Berto, 1927- Vanni",
1133,Lowell A. Siff,
1134,"Barbara, 1941- Milman",
1135,"Carolyn, 1945- Leigh",
1136,Calif Archetype Press,
1137,Art Center College of Design,
1138,Gavin Turk,Q5528291
1139,Fine Art Society,
1140,"Robert, 1924-2019 Frank",
1141,Carlos Jurado,
1142,Taller Leñateros,
1143,Alfredo Benavidez Bedoya anashei,Q17620698
1144,"Daniel, 1955- Santoro",
1145,Silvio Mattoni,Q124254598
1146,Eloísa Cartonera,
1147,"Salvadora, 1894-1972 Medina Onrubia",
1148,Rodolfo Enrique Fogwill,Q763107
1149,NaK ab Ra,
1150,María Delia Lozupone,
1151,"Dani, 1974- Umpi",
1152,"Glauco, 1951- Mattoso",
1153,Franklin Alves,
1154,Mario Cámara,
1155,Luciana Di Leone,
1156,"Cristian de, 1972- Nápoli",
1157,"Néstor, 1949-1992 Perlongher",
1158,"Luis, 1969- Chaves",
1159,"Gonzalo, 1947- Millán",
1160,Carrie Galbraith,
1161,Ketone Press,
1162,Chan K'in,
1163,Kitty Maryatt,
1164,Scripps College Press,
1165,Cave Paper (Firm),
1166,Papierfabrik Zerkall Renker & Söhne,
1167,Macy Chadwick,
1168,In Cahoots Press,
1169,Catherine Alice Michaelis,Q113873105
1170,Martha Rosler,Q1903090
1171,Caryl Burtner,
1172,Drew Luan Matott,
1173,"Vija, 1938- Celmins",
1174,Eliot Weinberger,Q1329611
1175,"Trenton Doyle, 1974- Hancock",
1176,James Cohan Gallery,
1177,Inc PictureBox,
1178,Paul Etienne Lincoln,Q55219245
1179,Lenore Malen,Q16253345
1180,"Susan, 1963- Rosenberg",
1181,Philadelphia Museum of Art,
1182,Relâche (Musical group),
1183,Ellie Snow,
1184,"Maria, 1945- Tatar",
1185,"Vladimir, 1893-1930 Mayakovsky",
1186,"El, 1890-1941 Lissitzky",
1187,Patricia Railing,Q139035624
1188,"Charles, 1938- Simic",
1189,Aleksandar Ristović,Q12748220
1190,William Wegman,Q567366
1191,Tom Phillips 1937-,
1192,David Bunn,
1193,Kyle Bravo,
1194,Kate Ferrucci,
1195,"Liliana, 1951- Lukin",
1196,"Jorge, 1963- Macchi",
1197,"María, 1951- Negroni",
1198,Edgardo Rudnitzky,
1199,"Louise, 1911-2010 Bourgeois",
1200,"Hélène, 1937- Cixous",
1201,"John, 1946- Waters",
1202,"Mariana, 1974- Bustelo",
1203,"Silvana, 1965- Franzetti",
1204,Marta Sabella,
1205,Gastón Silberman,
1206,Machi Mendieta,
1207,Esteban Seimandi,
1208,"Arturo, 1948- Carrera",
1209,Mirtha Dermisache,Q19676912
1210,"J. A. (Judith A.), 1941- Brody",
1211,Richard Prince 1949-,
1212,"Carlos, 1968- Ranc",
1213,Cécile Belmont,
1214,Julia Masvernat,
1215,Jill Timm,
1216,Mystical Places Press,
1217,Javier López Rotella,
1218,"Belén, 1960- Gache",
1219,"Jonas, 1922-2019 Mekas",
1220,Musée d'art moderne de la ville de Paris,
1221,Lucas Benavídez,
1222,Luca Buvoli,Q21529734
1223,MIT List Visual Arts Center,
1224,Barbara Baumann,
1225,Gerd Baumann,
1226,"Washington, 1973- Cucurto",
1227,Suzanne Page,
1228,Hans-Ulrich Obrist,Q116738
1229,"Richard, 1953- Purdy",
1230,Colette Tougas,Q104706052
1231,Oboro (Gallery),
1232,Susan Happersett,
1233,Esther K. Smith,Q108896965
1234,Dikko Faust,
1235,Purgatory Pie Press,
1236,Lawrence G. Van Velzer,
1237,Peggy Gotthold,
1238,Nikki Thompson,
1239,Miriam Schaer,Q16187300
1240,"James East, 1931- Irby",
1241,Gaza Bowen,Q111204694
1242,Naughty Dog Press,
1243,N.Y.) Center for Book Arts (New York,
1244,Ron King 1932-,
1245,Circle Press,
1246,Lois Morrison,Q19802798
1247,Susan Angebranndt,
1248,"Harold, 1952- Williams",
1249,Green Chair Press,
1250,"Peter, 1952- Fischli",
1251,"David, 1946-2012 Weiss",
1252,Mary Ellen Mark,Q449575
1253,Lauren Greenfield,Q3218831
1254,Sally Mann,
1255,Julia Margaret Cameron,Q230120
1256,Robert Mapplethorpe,Q312786
1257,editor: Anna Tellgren ; translation: Saskia Vogel,
1258,Leah Oates,
1259,Jen Bervin,Q123746399
1260,Ugly Duckling Presse,
1261,"Liudmila, 1975- Quincoses Clavelo",
1262,"Enrique, 1961- Ramos",
1263,"Julie, 1954- O'Callaghan",
1264,Susan Johanknecht,
1265,Gefn Janus Unlimited,
1266,Gagosian Gallery,
1267,Inc Kent Fine Art,
1268,Sadie Coles HQ,
1269,J Mohns,
1270,Sue Ann Robinson,Q116856833
1271,Queen Beach Printers,
1272,National Museum of Women in the Arts (U.S.),
1273,Linda K. (Linda Karol) Johnson,
1274,Beatriz Garcia,
1275,Richard Levene,Q55938846
1276,Space Heater Editions,
1277,"Pedro, 1967-2004 Álvarez",
1278,Smart Art Press,
1279,Anne Gorrick,
1280,Cynthia Winika,
1281,Nora Ligorano,Q21289570
1282,Marshall Reese,Q106619783
1283,Gerrit Lansing,
1284,"Nayland, 1960- Blake",
1285,Dennis Cooper 1953-,
1286,Leo Castelli Gallery,
1287,Ruth Laxon,
1288,Berwyn Hung,
1289,Book? Press,
1290,Adam Chodzko 1965-,
1291,Stuart Horodner,Q132734332
1292,Portland Institute for Contemporary Art,
1293,"Ellen, 1941- Banks",
1294,Pattie Belle Hastings,Q116822169
1295,Meryl Brater,Q116985627
1296,Jill Larson,
1297,Gary Meres,
1298,Pere Formiguera,Q8906081
1299,Val Tillery,
1300,Beth Smith,
1301,Janie Geiser,Q18043933
1302,Richard Craven,
1303,Stan Sharshal,
1304,Pat Courtney,Q7143327
1305,Uta Schneider,
1306,Ulrike Stoltz,Q137132407
1307,Martin Emanuel,
1308,"Richard, 1965- Russell",
1309,"Johannes, 1833-1897 Brahms",
1310,Karen Chance,
1311,John Coplans,Q3181269
1312,Seydou Keïta,
1313,Nan Goldin,Q234279
1314,Paz Errázuriz,Q16299015
1315,Zanele Muholi,Q146776
1316,Richard Renaldi,Q30323553
1317,Gordon Parks,
1318,Nikki S. Lee,Q1990369
1319,Rineke Dijkstra,Q269828
1320,Dawoud Bey,Q5242608
1321,James Louis Rhem,Q133505538
1322,Peter Galassi ; with an essay by Sherry Turner DeCarava,
1323,Lee Friedlander,
1324,Cindy Sherman,Q229455
1325,edited by Matthew S. Witkovsky ; with an essay by Sharifa Rhodes-Pitts,
1326,curator Hripsimé Visser,
1327,Taryn Simon,Q534385
1328,Sunil Gupta,
1329,Philip-Lorca diCorcia,Q1274009
1330,Nicholas Nixon,Q2309478
1331,"Martin, 1952- Parr",
1332,Curran Hatleberg,Q61986778
1333,"Juan, 1973- Valbuena",
1334,Festival Internacional de Fotografía en Valparaíso,
1335,"Carlos, 1971- Spottorno",
1336,"Jonás, 1978- Bel",
1337,"Rafael, 1980- Trapiello",
1338,"Luis, 1949- González Arestuche",
1339,Giorge Michel Milián Maura,
1340,"Pedro Pablo, 1946- Rodríguez",
1341,Jorge Luis Rodríguez,
1342,Mabel Cuesta,
1343,"Reynaldo, 1962- García Blanco",
1344,Blue Bluer Books (Firm),
1345,"Iván, 1979- Vergara",
1346,Jennifer Rathbun,Q108676405
1347,Sandra Carvajal,
1348,"Rey, 1989- Montalvo",
1349,Elizabeth Valero,
1350,Iván Thays,Q2565081
1351,Meninas Cartoneras,
1352,"Rocío, 1976- Hernández Triano",
1353,Rafa Prada,
1354,Editorial Ultramarina Cartonera & Digital,
1355,"José, 1949- Rosas-Ribeyro",
1356,Cartonera,
1357,Daniel Macías Díaz,Q108050751
1358,Rosa Beiroa,
1359,Daniel Macías,Q124251002
1360,Alejandro Magallanes,Q133628973
1361,Rafael (Artist) Rodríguez,
1362,"Rodrigo, 1987- Simancas",
1363,Selva Hernández,
1364,"Nuria, 1977- Díaz Ibáñez",
1365,Mariana Villanueva Segovia,
1366,Ashauri López,
1367,"Dr., 1971- Alderete",
1368,Charles Penwarden,Q131553397
1369,"Fernando, 1973- Carabajal",
1370,"Juan Carlos, 1971- Cano",
1371,Guillermo Sheridan,Q5616271
1372,"Antonio, 1955- Santos",
1373,Flying Fish Press,
1374,Joy Drury Cox,Q120193326
1375,"Ben, 1987- Schonberger",
1376,Marty Gaynor,
1377,Barbara Tetenbaum,Q98968397
1378,Triangular Press,
1379,Amy Pirkle,
1380,Lee Pirkle,
1381,"Richard, 1949- Misrach",
1382,1967- Ólafur Elíasson,
1383,Michael Dumontier,Q6829979
1384,"Micah, 1960- Lexier",
1385,Artexte Information Centre,
1386,Thilde Jensen,Q107703825
1387,"Pablo, 1980- Bromo",
1388,Blurb,
1389,"Nahuel, 1977- Vecino",
1390,"David, 1967- Schulz",
1391,Fabio Morais,
1392,"Céline, 1974- Duval",
1393,"Mathieu, 1974- Renard",
1394,"Thomas, 1970- Galler",
1395,"Enrique, 1973- Doza",
1396,Maanantai (Artists' collective),
1397,"Saddam, 1937-2006 Hussein",
1398,"Paul, 1973- Chan",
1399,Jeff Severns Guntzel,
1400,Negar Azimi,
1401,Nickolas Calabrese,
1402,Justin James Reed,
1403,Horses Think Press,
1404,"Elisabetta, 1966- Benassi",
1405,"Julie, 1974- Buck",
1406,Sumi Ink Club (Group of artists),
1407,Sarah Rara,
1408,Luke Fischbeck,Q95914201
1409,"Miguel, 1986- Fernández",
1410,"Pablo, 1984- Rasgado",
1411,"Fernando, 1967- Palomar",
1412,"N., 1988- Samara Guzmán",
1413,Stefhany Yepes Lozano,
1414,"Laura, 1977- Mandelik",
1415,"Teresa, 1977- Eng",
1416,"Verónica, 1974- Flores",
1417,"Jaime, 1978- Martínez",
1418,"Beatriz, 1986- Paz",
1419,"Anaïs Abreu D', 1982- Argence",
1420,La Dïéresis (Firm),
1421,Trixi Allina,
1422,"Norberto, 1966- Marrero",
1423,Steven C. Daiber,
1424,Red Trillium Press,
1425,"Piedad, 1951- Bonnett",
1426,Luz Ángela Lizarazo,Q55997543
1427,Marcela Caldas Editora y Ediciones Arte Dos Gráfico Alonso Garcés Ediciones,
1428,"José Luis, 1987- Rico",
1429,Ambidiestro Taller-Editorial,
1430,Papaya Galáctica,
1431,"Daniela, 1980- Camacho",
1432,"Natalia, 1986- Litvinova",
1433,Luis Téllez-Tejeda,Q97880982
1434,"Martin, 1977- Soto Climent",
1435,Jared Soares,Q118247721
1436,Thomas Flechtner,Q68006796
1437,"William, 1939- Eggleston",
1438,"Mark, 1949- Holborn",
1439,"William, III Eggleston",
1440,Winston Eggleston,
1441,"Jane, 1954- Miller",
1442,Rice University Art Gallery,
1443,"Mirta, 1912-1980 Aguirre",
1444,Lêdo Ivo,Q1652128
1445,"Maylan, 1978- Álvarez Rodríguez",
1446,"Karel, 1986- Bofill Bahamonde",
1447,"Barbara, 1953- Bosworth",
1448,Margot Anne Kelley,Q133744106
1449,Roger Bywater,
1450,Presentation House Gallery,
1451,Dany Barash,
1452,Danny Hatfield,
1453,Grandchester,
1454,"Jan, 1979- Rosseel",
1455,1911-1997 Carybé,
1456,Paul Dean,
1457,Paper Shrine (Firm),
1458,Karl Gerstner,
1459,Max Lüscher,Q115771
1460,Denise René,Q515783
1461,Claudia Denegri,
1462,Amaru Cartonera,
1463,"Svetlana, 1950- Kopystiansky",
1464,Johannesburg Biennale,
1465,"Igor, 1954- Kopystiansky",
1466,Johannesburg Art Gallery,
1467,Johannesburg Biennale (2nd : 1997),
1468,"Alexander, 1955- Shnurov",
1469,Vagrich (Artist) Bakhchani͡an,
1470,Cremona Foundation,
1471,Miguel Ángel Martínez Monter,
1472,Betsabe Ramírez Gonzáles,
1473,"Digdora, 1921-2007 Alonso",
1474,"Carlos, 1968- Esquivel Guerra",
1475,Abdel de la Campa Escaig,
1476,"Margaret, 1919- Randall",
1477,María Vázquez Valdez,
1478,"Alfredo, 1956- Zaldívar",
1479,"Peter, 1951- Boyle",
1480,"Dulce María, 1902-1997 Loynaz",
1481,Pedro Enrique Pérez Oliva,
1482,El Fortín (Firm),
1483,Adianes Ponce,
1484,Héctor R. Rivero,
1485,"Natalia del, 1962- Río Bolívar",
1486,Marjorie Agosín,Q6766213
1487,Yaacov Glantz,
1488,Bob Marley,
1489,"Katrien de, 1969- Blauwer",
1490,Redfoxpress,
1491,Giuliana Prucca,
1492,Richard (Richard Jacob) Kraft,
1493,"Danielle, 1975- Dutton",
1494,"Ann, 1942- Lauterbach",
1495,"David, 1970- Jiménez",
1496,"M. F., 1986- Wlathe",
1497,Paola Garcés,
1498,Madeline Millán,Q118925731
1499,miCielo Ediciones,
1500,"Lisa, 1967- Barnard",
1501,"Hugo, 1974- Lugo",
1502,"Jorge, 1968- Volpi Escalante",
1503,Marcela Quiroz,
1504,"Jonathan, 1966- Horowitz",
1505,"Shirana, 1974- Shahbazi",
1506,Manuel Krebs,
1507,Compulsivo,
1508,fotografía y edición: Julieta Feresin,
1509,El Waibe,
1510,Gord Hill,Q105815838
1511,by Martha Naranjo Sandoval,
1512,Pablo Picyk,Q133624416
1513,Marquitos Sanabria,
1514,Júlia Barata,Q114991214
1515,de Anna Bas Backer,
1516,Power Paola,Q29073991
1517,Paula Mariasch,
1518,Santiago Candelo,
1519,J. J. Daneri,
1520,Jerstin Crosby,
1521,Tejan Rahim,
1522,Ana Francotti,
1523,Tomás Saraceno,Q2441279
1524,Carla Vaccaro,
1525,Marshall Weber,Q117121633
1526,Sterling Ruby,Q1231971
1527,Ryan Trecartin,Q7384595
1528,Lafat Bordieu,
1529,Fernanda Aránguiz M. Pilar Elgueta,
1530,por Lafat Bordieu,
1531,Andrés Polonsky,
1532,Liú Marino,
1533,Melina Rapimán,
1534,Animiro Fushinoro,
1535,Kevin Riordan,
1536,Magalystica,
1537,fotografías y texto: Denise Ruiz-Aburto Aguilar,
1538,RCNO@unamalva,
1539,Denise Ruiz-Aburto A.,
1540,Levi Sherman,Q105090658
1541,Leyre Lardiés,
1542,Diego Canalejas,
1543,Johan Kugelberg,Q5925427
1544,Jacqueline de Jong,
1545,texts and drawings : Cristina de Middel photographs,
1546,designed and digitally printed by Malini Gupta,
1547,Sanford Biggers Tricia Treacy ; contributors include Chiara Barzini,
1548,Jenna Rodriguez,
1549,Cosmo Carelli,
1550,Nick Rodruigez,Q138534939
1551,Alec Soth,Q979236
1552,Golnar Adili,Q23882006
1553,Helgi Skúta Helgason,
1554,Patrick Blackwell,
1555,Wendy Fernstrum,
1556,Diego Cumplido,
1557,texto y dibujos por Melina Rapimán,
1558,Melina Rapimán,
1559,"arte: Juanimator ; guión J. J. León ; editor general Yhamin ""Tutho"" Venegas",
1560,Beatrice Santis escritories colaboradoes: Andrea Merino,
1561,Confraternity of Neoflagellants,
1562,Isván Alvarez Herrera,
1563,Judy Barrass,
1564,"Lyn, 1953- Ashby",
1565,Miko Revereza,Q112124555
