title,authors,zotero_item_id,google_books_id,google_books_url
"Poética involuntaria","Jaramillo Quijano, Catalina",9641,APG_QwAACAAJ,https://books.google.com/books?id=APG_QwAACAAJ
"Prayers for Lillian","Chason, Cate; Irvine, Ned",9701,DQuOmwEACAAJ,https://books.google.com/books?id=DQuOmwEACAAJ
Prehensil,"Mandelik, Laura",9938,fbt2oAEACAAJ,https://books.google.com/books?id=fbt2oAEACAAJ
"Prima del disegno = Before the drawing = Avant le dessin = Vor der Zeichnung","Munari, Bruno",9912,e5HdAAAACAAJ,https://books.google.com/books?id=e5HdAAAACAAJ
"Primary faces","Leigh, Carolyn",9956,87nhGwAACAAJ,https://books.google.com/books?id=87nhGwAACAAJ
"Prints from The classic fairy tales","Snow, Ellie; Tatar, Maria",12667,RC3PHAAACAAJ,https://books.google.com/books?id=RC3PHAAACAAJ
Privacidad.,"Daiber, Steven; Marrero, Norberto; Press., Red Trillium",11135,FEgetwAACAAJ,https://books.google.com/books?id=FEgetwAACAAJ
Problemas,"Florián, Miguel; Sequeiros, 1971-|; Iglesias, Rafael",11136,7DgYQwAACAAJ,https://books.google.com/books?id=7DgYQwAACAAJ
"Project entitled ""The beginnings of a complex ..."" (1976-77) : notes, drawings, photographs","Aycock, Alice; Printed Matter, Inc",12664,BrxNAAAAYAAJ,https://books.google.com/books?id=BrxNAAAAYAAJ
"Promises kept","Fernstrum, Wendy; Arts, Minnesota Center for Book",12661,pW5yGwAACAAJ,https://books.google.com/books?id=pW5yGwAACAAJ
"Proyecto cartele","Silberman, Gastón; Mendieta, Machi; Seimandi, Esteban; Editora, La Marca",12659,JRyYAAAACAAJ,https://books.google.com/books?id=JRyYAAAACAAJ
"Punzocortante : a sharp object with ability to cut, generally used as a weapon","Torre, Milagros",9691,C5hPAAAAMAAJ,https://books.google.com/books?id=C5hPAAAAMAAJ
"Pío : un historia de = a story by = eine Geschichte von","Paz, Beatriz",11511,ZrSHngEACAAJ,https://books.google.com/books?id=ZrSHngEACAAJ
"Quercus psalter.","Robinson, Sue; (U.S.), National Museum of Women in the Arts; Printers, Queen Beach",16790,IwckGQAACAAJ,https://books.google.com/books?id=IwckGQAACAAJ
"Query, quest, & quasi","Rosenberg, M",12651,d0iFuQAACAAJ,https://books.google.com/books?id=d0iFuQAACAAJ
"Quincy book.","Andre, Carl",10170,wVmENQAACAAJ,https://books.google.com/books?id=wVmENQAACAAJ
"Raleigh, North Carolina hip hop","Soares, Jared",12648,AoTrngEACAAJ,https://books.google.com/books?id=AoTrngEACAAJ
"Random passions","Hanmer, Karen",13228,gkZxYgEACAAJ,https://books.google.com/books?id=gkZxYgEACAAJ
"Rape is","Lacy, Suzanne; Women's Graphic Center (Los Angeles, Calif )|",10250,Ym5MOwAACAAJ,https://books.google.com/books?id=Ym5MOwAACAAJ
"Rape is","Lacy, Suzanne",14828,Ym5MOwAACAAJ,https://books.google.com/books?id=Ym5MOwAACAAJ
"Rates of exchange","Kaprow, Allan",16570,348mOQAACAAJ,https://books.google.com/books?id=348mOQAACAAJ
"Raw notes; documents and scripts of the performances: Stars, Moveyhouse, Massage, The typewriter,","Oldenburg, Claes",12645,ZcQkAQAAMAAJ,https://books.google.com/books?id=ZcQkAQAAMAAJ
"Reacciones adversas","Hodelín Santana, Hugo; Vigía, Ediciones; Ruiz Montes, Laura; García de Zayas, Manuel Darío |",12641,boDuuAAACAAJ,https://books.google.com/books?id=boDuuAAACAAJ
"Read (past, tense)","Weston, Heather",14030,z_PRPAAACAAJ,https://books.google.com/books?id=z_PRPAAACAAJ
"Real estate opportunities","Ruscha, Edward",9989,22_GQgAACAAJ,https://books.google.com/books?id=22_GQgAACAAJ
"Real time, 1968-1974","Sonneman, Eve; Printed Matter, Inc",12093,gg0jOAAACAAJ,https://books.google.com/books?id=gg0jOAAACAAJ
"Recordar el camino","Quiroz, Marcela; Lugo, Hugo; Volpi Escalante, Jorge",10034,CsOWoAEACAAJ,https://books.google.com/books?id=CsOWoAEACAAJ
Records,"Ruscha, Edward; McMillan, Jerry",12086,4QSUMQEACAAJ,https://books.google.com/books?id=4QSUMQEACAAJ
"Redheaded Peckerwood","Patterson, Christian",9905,L08HywAACAAJ,https://books.google.com/books?id=L08HywAACAAJ
Relation,"Lovett, Ann; Workshop, Women's Studio",12077,0OwWPAAACAAJ,https://books.google.com/books?id=0OwWPAAACAAJ
Remembrance,"Workshop, Women's Studio; Mohns, J",14443,bNhxPQAACAAJ,https://books.google.com/books?id=bNhxPQAACAAJ
"Resilience of al-Mutanabbi Street","Kermaire, Christine",9964,ZEmepwAACAAJ,https://books.google.com/books?id=ZEmepwAACAAJ
"Resonance and response : artists' books from Special Collections, Wellesley College Library, June 15-18, 2005","Hatch, Marilyn; Oller, Mariana |; Rogers, R. Reinstein (Ruth Reinstein)|; Collections.|, Wellesley College Library Special",13959,IapPAAAAMAAJ,https://books.google.com/books?id=IapPAAAAMAAJ
Retrospective,"Baldessari, John; Cesarco, Alejandro",12268,Gds2AQAAIAAJ,https://books.google.com/books?id=Gds2AQAAIAAJ
"Retórica erótica","Lukin, Liliana",9944,P5YxAAAACAAJ,https://books.google.com/books?id=P5YxAAAACAAJ
"Rex reason","Patterson, Simon",9303,fhHlAAAAMAAJ,https://books.google.com/books?id=fhHlAAAAMAAJ
"Richard Long : [an exhibition held at the] Scottish National Gallery of Modern Art, Edinburgh, July-August 1974.","Long, Richard; Art, Scottish National Gallery of Modern",16796,FjPbSAAACAAJ,https://books.google.com/books?id=FjPbSAAACAAJ
"Romances, emblems, enigmas","Finlay, Ian; Press, Wild Hawthorn",12632,vFIPAQAAIAAJ,https://books.google.com/books?id=vFIPAQAAIAAJ
Romanov,"Chodzko, Adam; (Organization)|, Book Works",14302,y5NPAAAAMAAJ,https://books.google.com/books?id=y5NPAAAAMAAJ
"Rondo : an artist book","Schapiro, Miriam",9838,4iiOkQEACAAJ,https://books.google.com/books?id=4iiOkQEACAAJ
"Rondo : an artist book","Schapiro, Miriam",9838,MEt1QgAACAAJ,https://books.google.com/books?id=MEt1QgAACAAJ
"Roodborst territorium: sculptuur 1969, april-juni. Robin Redbreast's territory; sculpture 1969. Domaine d'un rouge-gorge: sculpture 1969. Rotkehlchenterritorium: Skulptur 1969.","Dibbets, Jan",9845,zcxsNQAACAAJ,https://books.google.com/books?id=zcxsNQAACAAJ
"Room : O-MI Motel","Graham, Brandon; Columbia College (Chicago, Ill; Flat Publications (Chicago, Ill )|",12627,cJLDnQEACAAJ,https://books.google.com/books?id=cJLDnQEACAAJ
"Ross Bleckner : [page three].","Bleckner, Ross",12624,_QfiLQAACAAJ,https://books.google.com/books?id=_QfiLQAACAAJ
"Ross Bleckner : [page three].","Bleckner, Ross",12624,p9SZQgAACAAJ,https://books.google.com/books?id=p9SZQgAACAAJ
"Royal road test","Ruscha, Edward |; Williams, Mason; Blackwell, Patrick |",10251,6hiKNQAACAAJ,https://books.google.com/books?id=6hiKNQAACAAJ
"Royal road test","Ruscha, Edward; Williams, Mason; Blackwell, Patrick",10335,6hiKNQAACAAJ,https://books.google.com/books?id=6hiKNQAACAAJ
"Ruta 23","Hernández, Selva; Simancas, Rodrigo",12618,1nF3oAEACAAJ,https://books.google.com/books?id=1nF3oAEACAAJ
Saborami,"Vicuña, Cecilia",12616,ELMOywAACAAJ,https://books.google.com/books?id=ELMOywAACAAJ
"Saca la cabeza y respira","Jaramillo Quijano, Catalina",9640,Wih6QwAACAAJ,https://books.google.com/books?id=Wih6QwAACAAJ
"Sanctus sonorensis","Zimmermann, Philip; Space Heater Editions, |publisher",17288,EUIBRQAACAAJ,https://books.google.com/books?id=EUIBRQAACAAJ
"Sand in der Vaseline : Künstlerbücher II, 1980-2002","Applebroog, Ida; Hessisches Landesmuseum (Darmstadt, Germany); (Germany), Krefelder Kunstmuseen; Neues Museum (Nuremberg, Germany); Röder, Sabine",9871,4aVPAAAAMAAJ,https://books.google.com/books?id=4aVPAAAAMAAJ
"Saturday afternoons","Angebranndt, Susan; Williams, Harold",14805,wbfkGwAACAAJ,https://books.google.com/books?id=wbfkGwAACAAJ
"Scott Joplin, Maple leaf rag","Banks, Ellen",9735,yn1lXwAACAAJ,https://books.google.com/books?id=yn1lXwAACAAJ
Scratch,"Bravo, Kyle",12599,13q9HAAACAAJ,https://books.google.com/books?id=13q9HAAACAAJ
"Seasonal turns : four accordion books","Nettles, Bea",14399,I1auAAAACAAJ,https://books.google.com/books?id=I1auAAAACAAJ
"Seattle subtext","Berger, Paul",10081,SlN8QgAACAAJ,https://books.google.com/books?id=SlN8QgAACAAJ
"Seattle subtext","Berger, Paul",10081,WvxTAAAAMAAJ,https://books.google.com/books?id=WvxTAAAAMAAJ
"Seattle subtext","Berger, Paul",12596,SlN8QgAACAAJ,https://books.google.com/books?id=SlN8QgAACAAJ
"Seattle subtext","Berger, Paul",12596,WvxTAAAAMAAJ,https://books.google.com/books?id=WvxTAAAAMAAJ
"Sebevražda image","Zet, Martin",10035,McdjrgEACAAJ,https://books.google.com/books?id=McdjrgEACAAJ
"Secrets : variable piece 4","Huebler, Douglas",15910,cckQAQAAMAAJ,https://books.google.com/books?id=cckQAQAAMAAJ
See,"Resnick, Marcia",9895,3A45AQAAIAAJ,https://books.google.com/books?id=3A45AQAAIAAJ
"Self hipnosis","Katz, Leandro",14912,1gBwAAAAMAAJ,https://books.google.com/books?id=1gBwAAAAMAAJ
Sensations,"Rosenthal, Barbara",15146,cZfnPQAACAAJ,https://books.google.com/books?id=cZfnPQAACAAJ
"Seres acotados","López Rotella, Javier",9948,AMXzNwAACAAJ,https://books.google.com/books?id=AMXzNwAACAAJ
"Serie anomalías","Farr, Jonathan",9676,3TjYMAAACAAJ,https://books.google.com/books?id=3TjYMAAACAAJ
"Serie anomalías","Farr, Jonathan",9676,3jjYMAAACAAJ,https://books.google.com/books?id=3jjYMAAACAAJ
"Serie anomalías","Farr, Jonathan",9676,3zjYMAAACAAJ,https://books.google.com/books?id=3zjYMAAACAAJ
"Serif im","Hastings, Pattie",11206,4RZ3AAAACAAJ,https://books.google.com/books?id=4RZ3AAAACAAJ
"Service : a trilogy on colonization","Rosler, Martha",10333,XDOKQgAACAAJ,https://books.google.com/books?id=XDOKQgAACAAJ
"Seudónimos de la muerte 1973-1983","Millán, Gonzalo",16807,cjIyGwAACAAJ,https://books.google.com/books?id=cjIyGwAACAAJ
"Shadowed memory","Grant, Susan; Hill, Randall",16808,Z8xPAQAAIAAJ,https://books.google.com/books?id=Z8xPAQAAIAAJ
"Shedding light","Weston, Heather",14359,qsj0mAEACAAJ,https://books.google.com/books?id=qsj0mAEACAAJ
"Sheherezade : a flip book","Zweig, Janet; Anderson, Holly |",10107,z75PAQAAIAAJ,https://books.google.com/books?id=z75PAQAAIAAJ
"Sheherezade : a flip book","Zweig, Janet; Anderson, Holly",12574,z75PAQAAIAAJ,https://books.google.com/books?id=z75PAQAAIAAJ
"Ship wreck : the Peter Iredale","Timm, Jill",16809,ZPs8GQAACAAJ,https://books.google.com/books?id=ZPs8GQAACAAJ
"Shirana Shahbazi : monstera","Krebs, Manuel; Shahbazi, Shirana; Bern, Kunsthalle",12970,T0i3rQEACAAJ,https://books.google.com/books?id=T0i3rQEACAAJ
"Short stories","Rauschenberg, Robert",16810,7ryWnAEACAAJ,https://books.google.com/books?id=7ryWnAEACAAJ
"Short stories","Rauschenberg, Robert",16810,vRhQAQAAIAAJ,https://books.google.com/books?id=vRhQAQAAIAAJ
"Shu : reinventing books in contemporary Chinese Art","Wu Hung, 1945-; Barrett, J. May Lee (Jung May Lee)|; Gallery.|, China Institute; Wang, Peggy |",15399,gUJJAQAAIAAJ,https://books.google.com/books?id=gUJJAQAAIAAJ
"Si fueras--","Lóbez, Ana",9951,4EhtNwAACAAJ,https://books.google.com/books?id=4EhtNwAACAAJ
"Siempre te amaré","Magallanes, Alejandro; Sheridan, Guillermo |",9936,ThHyoAEACAAJ,https://books.google.com/books?id=ThHyoAEACAAJ
"Siesta argentina","Zuviría, Facundo; Fragasso, Lucas |",9800,7f63AAAACAAJ,https://books.google.com/books?id=7f63AAAACAAJ
"Silent histories","Obara, Kazuma",17292,3U3UjgEACAAJ,https://books.google.com/books?id=3U3UjgEACAAJ
"Site readings","George, Anne; Workshop, Women's Studio",13424,rM2fGAAACAAJ,https://books.google.com/books?id=rM2fGAAACAAJ
"Six arcs","Mangold, Robert",9567,J_-tAAAACAAJ,https://books.google.com/books?id=J_-tAAAACAAJ
"Six wall drawings : arcs with straight lines, non-straight lines and broken lines","LeWitt, Sol",16814,1da3GAAACAAJ,https://books.google.com/books?id=1da3GAAACAAJ
"Skyline Ridge","Fulton, Hamish",10262,YgEgPwAACAAJ,https://books.google.com/books?id=YgEgPwAACAAJ
"So you want to be a panzer leader","Finlay, Ian",10263,JcfrAAAACAAJ,https://books.google.com/books?id=JcfrAAAACAAJ
"Sol LeWitt : artist's books","LeWitt, Sol; De Donno, Emanuele |; Maffei, Giorgio |; musica.|, Museo internazionale e biblioteca della; moderna.|, Spoleto (Italy) Galleria civica d'arte",14825,gpVJAQAAIAAJ,https://books.google.com/books?id=gpVJAQAAIAAJ
"Sol y carne","Lassmann Klee, Erich; Moreno, Fernando; Gamboa, Greta; Silva, Edgar; Ximena, Tania",12997,a8B3XwAACAAJ,https://books.google.com/books?id=a8B3XwAACAAJ
"Solo quiero que me salven las palabras : antología, 1985-2010 / Pilar González España.","Cartonera (Firm : Cuernavaca, Mexico)|; González España, Pilar",9658,zFn2oAEACAAJ,https://books.google.com/books?id=zFn2oAEACAAJ
"Sombras rojas.","Workshop.|, Visual Studies; Deschamps, F; O, Mr |",10302,UcxPAQAAIAAJ,https://books.google.com/books?id=UcxPAQAAIAAJ
"Sombras rojas.","O, Mr; Workshop, Visual Studies; Deschamps, F",12996,UcxPAQAAIAAJ,https://books.google.com/books?id=UcxPAQAAIAAJ
"Some (m)other stories, a parent(hetic)al tale","Flax, Carol; Workshop, Visual Studies; Photography, Southeast Museum of",15352,M4xJAQAAIAAJ,https://books.google.com/books?id=M4xJAQAAIAAJ
"Some Los Angeles apartments","Ruscha, Edward",10329,lslmQgAACAAJ,https://books.google.com/books?id=lslmQgAACAAJ
"Some stories of sainthood and propagation","Schwimmer, Sandra; Workshop, Women's Studio",12992,Nds4GQAACAAJ,https://books.google.com/books?id=Nds4GQAACAAJ
"Soul & psyche","Rosenthal, Barbara",12985,fZriPQAACAAJ,https://books.google.com/books?id=fZriPQAACAAJ
"Source code","Henner, Mishka; Goldsmith, Kenneth |",9751,4nQYogEACAAJ,https://books.google.com/books?id=4nQYogEACAAJ
"South America, 1972.","Long, Richard",16536,NAgQmwEACAAJ,https://books.google.com/books?id=NAgQmwEACAAJ
"Soñar tu insomnio: (Caja de costura)","Téllez Tejeda, Luis",9821,Y2ujngEACAAJ,https://books.google.com/books?id=Y2ujngEACAAJ
"Space time","Leslie, Ken",16816,ZVOBAAAACAAJ,https://books.google.com/books?id=ZVOBAAAACAAJ
Spam,"Bromo, Pablo",9715,__h6ngEACAAJ,https://books.google.com/books?id=__h6ngEACAAJ
"Speaking of book art : interviews with British and American book artists","Courtney, Cathy",14242,dqJPAAAAMAAJ,https://books.google.com/books?id=dqJPAAAAMAAJ
"Speaking of scars","Eng, Teresa",9678,P6YDngEACAAJ,https://books.google.com/books?id=P6YDngEACAAJ
"Stand & deliver : engineering sculpture into a book format.","Brookfield Craft Center.|; Hutchins, Ed |; Society.|, Movable Book; Sadler, Julie |",9825,FjqZZwEACAAJ,https://books.google.com/books?id=FjqZZwEACAAJ
Stereo,"Rath, Alan",9896,bUdTAAAAMAAJ,https://books.google.com/books?id=bUdTAAAAMAAJ
Stereobook,"Dean, Paul; (Firm), Paper Shrine",16823,knP1tgAACAAJ,https://books.google.com/books?id=knP1tgAACAAJ
"Store days: documents from the store, 1961, and Ray Gun Theater, 1962","Williams, Emmett; Oldenburg, Claes",16824,v97pAAAAMAAJ,https://books.google.com/books?id=v97pAAAAMAAJ
Stranger,"Cox, Joy; Camus, Albert",16825,eP-CrgEACAAJ,https://books.google.com/books?id=eP-CrgEACAAJ
Stripsody.,"Carmi, Eugenio; Berberian, Cathy |",10023,MWYwAQAAIAAJ,https://books.google.com/books?id=MWYwAQAAIAAJ
"Structure of the visual book","Smith, Keith",9853,ESRUAAAAMAAJ,https://books.google.com/books?id=ESRUAAAAMAAJ
"Structure of the visual book: Book Number 95","Smith, Keith",17064,ESRUAAAAMAAJ,https://books.google.com/books?id=ESRUAAAAMAAJ
"Studio Visit","Geary, Linda",9662,UW07ngEACAAJ,https://books.google.com/books?id=UW07ngEACAAJ
"Studio visit","Prince, Richard; Kaspar, Tobias",9919,8KaEQgAACAAJ,https://books.google.com/books?id=8KaEQgAACAAJ
"Stupa : construit et non construit = Stupa : built and unbuilt","Purdy, Richard; (Gallery)|, Oboro; Tougas, Colette |",9898,AaRPAAAAMAAJ,https://books.google.com/books?id=AaRPAAAAMAAJ
"Subliminal messages","Bunn, David",9711,bINrQgAACAAJ,https://books.google.com/books?id=bINrQgAACAAJ
"Sudáfrica.","Cartonerita niñabonita.|",9822,DCtIMwEACAAJ,https://books.google.com/books?id=DCtIMwEACAAJ
"Suite vénitienne","Calle, Sophie; Baudrillard, Jean",14779,V4ovAQAAIAAJ,https://books.google.com/books?id=V4ovAQAAIAAJ
"Suite vénitienne","Calle, Sophie; Penwarden, Charles; Barash, Dany; Hatfield, Danny",17337,0vy6rQEACAAJ,https://books.google.com/books?id=0vy6rQEACAAJ
"Sunrise & sunset at Praiano","LeWitt, Sol",10913,3xQ5AQAAIAAJ,https://books.google.com/books?id=3xQ5AQAAIAAJ
"Surf book #3 : a visual poem","Hockensmith, Josh",9650,SvyRoAEACAAJ,https://books.google.com/books?id=SvyRoAEACAAJ
"Sustraietatik, Desde las raices","Lamikiz, Olatz",13857,iE1qjwEACAAJ,https://books.google.com/books?id=iE1qjwEACAAJ
"Sweet junk","Rubini, Gail",9877,fXAUAgAACAAJ,https://books.google.com/books?id=fXAUAgAACAAJ
Sweethearts,"Michener, Diana",9924,464xOAAACAAJ,https://books.google.com/books?id=464xOAAACAAJ
"Síndrome de Diógenes","Lázaro, Raúl",9959,Wr-FXwAACAAJ,https://books.google.com/books?id=Wr-FXwAACAAJ
"Tabe collection. Volume one.","Taylor, Rio Aubry",17338,3m5snQEACAAJ,https://books.google.com/books?id=3m5snQEACAAJ
"Tahitian Eve","Resnick, Marcia",16683,kMVQAQAAIAAJ,https://books.google.com/books?id=kMVQAQAAIAAJ
"Take care of yourself","Calle, Sophie",9707,FkfrAAAAMAAJ,https://books.google.com/books?id=FkfrAAAAMAAJ
"Talismans and signifiers with sphere into cube","Grasby, Richard; Sloan, Nicholas; Finlay, Ian",16686,HtChOgAACAAJ,https://books.google.com/books?id=HtChOgAACAAJ
"Talking to myself : the ongoing autobiography of an art object = Entretien avec moi-meme : l'autobiographie évolutive d'un objet d'art","Piper, Adrian",16688,srFIAQAAIAAJ,https://books.google.com/books?id=srFIAQAAIAAJ
"Tap tap",Roxi,16692,8_lIygAACAAJ,https://books.google.com/books?id=8_lIygAACAAJ
"Tardes buenas tenga usted...",,14216,NuOejwEACAAJ,https://books.google.com/books?id=NuOejwEACAAJ
"Tardes buenas tenga usted...",,14217,NuOejwEACAAJ,https://books.google.com/books?id=NuOejwEACAAJ
"Tardes buenas tenga usted...",,14218,NuOejwEACAAJ,https://books.google.com/books?id=NuOejwEACAAJ
"Tarot del tiempo","Alatriste T., Janitzio",9840,m4g-YAAACAAJ,https://books.google.com/books?id=m4g-YAAACAAJ
"Tea, c, d&c : cycles interrupted","Wilson, Amy",16695,H_TbOwAACAAJ,https://books.google.com/books?id=H_TbOwAACAAJ
"Team Evil ; High Anxiety.","Faust, Dikko; Fick, Bill",16696,jgorcgAACAAJ,https://books.google.com/books?id=jgorcgAACAAJ
"Telegrafías","Bustelo, Mariana; Franzetti, Silvana",16698,sxFCAAAACAAJ,https://books.google.com/books?id=sxFCAAAACAAJ
"Ten isometric drawings for ten vertical constructions","Sandback, Fred",15907,zd7VAAAACAAJ,https://books.google.com/books?id=zd7VAAAACAAJ
"Tender tearful spaces","Horvitz, Suzanne",16701,K6YiPQAACAAJ,https://books.google.com/books?id=K6YiPQAACAAJ
"Text in the book format : book number 120","Smith, Keith; Davis, Dale |",17073,q1RoQgAACAAJ,https://books.google.com/books?id=q1RoQgAACAAJ
"The 24 hour self portrait","Bravo, Kyle",16739,5Q-oHAAACAAJ,https://books.google.com/books?id=5Q-oHAAACAAJ
"The Afronauts","De Middel, Cristina; Abril, Laia; Pez, Ramon",16745,uJynlwEACAAJ,https://books.google.com/books?id=uJynlwEACAAJ
"The Ann Scales postcards : March 14, 1973-March 14, 1975","Gabe, Joseph; Kenton, Mary Jean; Scales, Ann Chapman",16750,YMR2AAAACAAJ,https://books.google.com/books?id=YMR2AAAACAAJ
"The Art/Life Institute handbook","Montano, Linda",16755,vcO_PQAACAAJ,https://books.google.com/books?id=vcO_PQAACAAJ
"The Artist & the book, 1860-1960, in western Europe and the United States.","Harvard College Library. Department of Printing and Graphic Arts.|; Museum of Fine Arts, Boston |",9763,YHp-SwAACAAJ,https://books.google.com/books?id=YHp-SwAACAAJ
"The Book stripped bare the book stripped bare : a survey of books by 20th century artists and writers, September 17-October 21, 1973 : an exhibition of books from the Arthur Cohen and Elaine Lustig Cohen Collection, supplemented by the Howard L. and Muriel Weingrow Fine Arts Library of Hofstra University, the Emily Lowe Gallery and the Hofstra University Library, Hofstra University, Hempstead, Long Island, N.Y.","Bloch, Susi; Cohen, Arthur A. (Arthur Allen); Cohen, Elaine Lustig; Gallery, Emily Lowe",9859,oEy7AAAAIAAJ,https://books.google.com/books?id=oEy7AAAAIAAJ
"The Fae Richards photo archive","Leonard, Zoe; Dunye, Cheryl",13653,JcPKPQAACAAJ,https://books.google.com/books?id=JcPKPQAACAAJ
"The Green of this notebook","Divola, John",13369,OQetPgAACAAJ,https://books.google.com/books?id=OQetPgAACAAJ
"The Pigs : Portugal, Italy, Greece and Spain through the eyes of the economists = Portugal, Italia, Grecia y España vistas por los economistas","Spottorno, Carlos",9826,BQeGoAEACAAJ,https://books.google.com/books?id=BQeGoAEACAAJ
"The Pigs : Portugal, Italy, Greece and Spain through the eyes of the economists = Portugal, Italia, Grecia y España vistas por los economistas","Spottorno, Carlos",9826,ToZ0ngEACAAJ,https://books.google.com/books?id=ToZ0ngEACAAJ
"The Pigs : Portugal, Italy, Greece and Spain through the eyes of the economists = Portugal, Italia, Grecia y España vistas por los economistas","Spottorno, Carlos",12201,BQeGoAEACAAJ,https://books.google.com/books?id=BQeGoAEACAAJ
"The Pigs : Portugal, Italy, Greece and Spain through the eyes of the economists = Portugal, Italia, Grecia y España vistas por los economistas","Spottorno, Carlos",12201,ToZ0ngEACAAJ,https://books.google.com/books?id=ToZ0ngEACAAJ
"The Sundown Salon unfolding archive : a project","Haeg, Fritz",9655,IX6TJgAACAAJ,https://books.google.com/books?id=IX6TJgAACAAJ
"The Tower of the Winds","Gotthold, Peggy; Van Velzer, Lawrence",15096,mjZ9AAAACAAJ,https://books.google.com/books?id=mjZ9AAAACAAJ
"The Weimar file","Muniz, Vik",9910,McQSnwEACAAJ,https://books.google.com/books?id=McQSnwEACAAJ
"The address book","Calle, Sophie; Baggio, Pauline",16744,tr0nLgEACAAJ,https://books.google.com/books?id=tr0nLgEACAAJ
"The adventures of Mr. and Mrs. Jim and Ron","Dine, Jim; Padgett, Ron",9907,ueGJAQAACAAJ,https://books.google.com/books?id=ueGJAQAACAAJ
"The anatomy of business","Porter, Louis",9902,0zg2mAEACAAJ,https://books.google.com/books?id=0zg2mAEACAAJ
"The artist book","Prouvost, Laure",9899,e_BhmwEACAAJ,https://books.google.com/books?id=e_BhmwEACAAJ
"The bald soprano : anti-play, followed by an unpublished scene","Ionesco, Eugène; Allen, Donald; Cohen, Henry |; Massin.|",10157,-iOTAAAAIAAJ,https://books.google.com/books?id=-iOTAAAAIAAJ
"The big book","Knowles, Alison; Higgins, Dick; (Archive)|, Franklin Furnace; Press.|, Something Else",9759,ufOgngEACAAJ,https://books.google.com/books?id=ufOgngEACAAJ
"The blazing fireplace of guardianship","Moulton, Shana; Copeland, James",9253,FBeStgAACAAJ,https://books.google.com/books?id=FBeStgAACAAJ
"The book as art : artists' books from the National Museum of Women in the arts","Drucker, Johanna; Wasserman, Krystyna; Niffenegger, Audrey",9864,s0rKPFYabK8C,https://books.google.com/books?id=s0rKPFYabK8C
"The book made art : a selection of contemporary artists' books, exhibited in the Joseph Regenstein Library, the University of Chicago, February through April 1986","Abt, Jeffrey; Library, University of Chicago",9856,VYhJAQAAIAAJ,https://books.google.com/books?id=VYhJAQAAIAAJ
"The book of stamps","Kastner, Jeffrey; Najafi, Sina",16766,Cr78PQAACAAJ,https://books.google.com/books?id=Cr78PQAACAAJ
"The book on books on artists books","Desjardin, Arnaud",9870,YHLLnQEACAAJ,https://books.google.com/books?id=YHLLnQEACAAJ
"The books of Anselm Kiefer, 1969-1990","Kiefer, Anselm; Adriani, Götz",9963,i8iNQgAACAAJ,https://books.google.com/books?id=i8iNQgAACAAJ
"The books of Anselm Kiefer, 1969-1990","Kiefer, Anselm; Adriani, Götz",9963,zDc4AQAAIAAJ,https://books.google.com/books?id=zDc4AQAAIAAJ
"The bowl and the book","Steinsberger, Kathy",9246,34hyMwEACAAJ,https://books.google.com/books?id=34hyMwEACAAJ
"The canaries","Jensen, Thilde",9973,R1axngEACAAJ,https://books.google.com/books?id=R1axngEACAAJ
"The case for the burial of ancestors","Zelevansky, Paul",10153,C9I2AQAAIAAJ,https://books.google.com/books?id=C9I2AQAAIAAJ
"The case for the burial of ancestors","Zelevansky, Paul",10153,U7t8QgAACAAJ,https://books.google.com/books?id=U7t8QgAACAAJ
"The case for the burial of ancestors","Zelevansky, Paul",10153,V5-CQgAACAAJ,https://books.google.com/books?id=V5-CQgAACAAJ
"The case for the burial of ancestors","Zelevansky, Paul",10153,wwpwQgAACAAJ,https://books.google.com/books?id=wwpwQgAACAAJ
"The case for the burial of ancestors, Book I","Zelevansky, Paul",14470,C9I2AQAAIAAJ,https://books.google.com/books?id=C9I2AQAAIAAJ
"The case for the burial of ancestors, Book I","Zelevansky, Paul",14470,U7t8QgAACAAJ,https://books.google.com/books?id=U7t8QgAACAAJ
"The case for the burial of ancestors, Book I","Zelevansky, Paul",14470,V5-CQgAACAAJ,https://books.google.com/books?id=V5-CQgAACAAJ
"The case for the burial of ancestors, Book I","Zelevansky, Paul",14470,wwpwQgAACAAJ,https://books.google.com/books?id=wwpwQgAACAAJ
"The century of artists' books","Drucker, Johanna; Granary Books (Firm), |publisher",9857,cLQQAQAAMAAJ,https://books.google.com/books?id=cLQQAQAAMAAJ
"The chance is higher","Marcopoulos, Ari; Sigler, Jeremy",9243,ayHBtgAACAAJ,https://books.google.com/books?id=ayHBtgAACAAJ
"The circular ruins","Eisenstadt, Eve; Bonner, Anthony; Borges, Jorge",16923,S6y2OgAACAAJ,https://books.google.com/books?id=S6y2OgAACAAJ
"The complex of all of these","Uhteg, Abigail",16926,duaoQQAACAAJ,https://books.google.com/books?id=duaoQQAACAAJ
"The contemporary picturesque","Kalmár, Stefan; Norman, Nils",16927,sQCAQgAACAAJ,https://books.google.com/books?id=sQCAQgAACAAJ
"The day of the rope","Hamilton, Kevin",15275,cqe8AAAACAAJ,https://books.google.com/books?id=cqe8AAAACAAJ
"The dry salvages","Benassi, Elisabetta",9727,Xxy6nAEACAAJ,https://books.google.com/books?id=Xxy6nAEACAAJ
"The exorcism of page thirteen","Burtner, Caryl",10130,1GqlAAAACAAJ,https://books.google.com/books?id=1GqlAAAACAAJ
