title,authors,zotero_item_id,google_books_id,google_books_url
"The exorcism of page thirteen","Burtner, Caryl",13655,1GqlAAAACAAJ,https://books.google.com/books?id=1GqlAAAACAAJ
"The fall","Stuart, Michelle; Watkins, Carleton E.",15126,kzYSPwAACAAJ,https://books.google.com/books?id=kzYSPwAACAAJ
"The far country","Arts.|, Borowsky Center for Publication; Galbraith, Carrie; Press.|, Ketone",9664,oFRZuAAACAAJ,https://books.google.com/books?id=oFRZuAAACAAJ
"The far country","Arts, Borowsky Center for Publication; Galbraith, Carrie",16934,oFRZuAAACAAJ,https://books.google.com/books?id=oFRZuAAACAAJ
"The font project","Turk, Gavin",16944,75k0AQAAIAAJ,https://books.google.com/books?id=75k0AQAAIAAJ
"The fourth day : destruction of birds","Smith, Kiki",16945,0tlXHAAACAAJ,https://books.google.com/books?id=0tlXHAAACAAJ
"The illustrated 6 from the top, or, You cannot have your cake and eat it too","Trantor, Carol",17340,WjecGwAACAAJ,https://books.google.com/books?id=WjecGwAACAAJ
"The index","Bryant, Sarah",11731,YaFWHwAACAAJ,https://books.google.com/books?id=YaFWHwAACAAJ
"The jet age compendium : Paolozzi at Ambit : [1967-1980].","Paolozzi, Eduardo; Brittain, David",9972,tiZYPgAACAAJ,https://books.google.com/books?id=tiZYPgAACAAJ
"The jumblies","Negrin, Fabian; Amato, Silvana; Liguori, Angela; Passerini, Lucio; Lear, Edward",16360,jcMWPwAACAAJ,https://books.google.com/books?id=jcMWPwAACAAJ
"The king of things = El rey de las cosas","Rodríguez, Artemio; Rufino, Mario |; Self-Help Graphics and Art, Inc |",9887,zTbOtgAACAAJ,https://books.google.com/books?id=zTbOtgAACAAJ
"The king of things = El rey de las cosas","Rodríguez, Artemio; Rufino, Mario",17365,zTbOtgAACAAJ,https://books.google.com/books?id=zTbOtgAACAAJ
"The land, the man, the machine","Buechler, Heather",10052,WgHEoQEACAAJ,https://books.google.com/books?id=WgHEoQEACAAJ
"The location of straight, not-straight & broken lines and all their combinations.","LeWitt, Sol",16363,qmE1NAAACAAJ,https://books.google.com/books?id=qmE1NAAACAAJ
"The maker's hand : twenty books","Campbell, Ken; Reed, Marcia; Congress)|, Artists' Books Collection (Library of",15532,AZ1YNwAACAAJ,https://books.google.com/books?id=AZ1YNwAACAAJ
"The maker's hand : twenty books","Campbell, Ken; Reed, Marcia; Congress)|, Artists' Books Collection (Library of",15532,Kk-pJwAACAAJ,https://books.google.com/books?id=Kk-pJwAACAAJ
"The managerial guide to beating workers into submission","Bravo, Kyle",9716,zzsrtwAACAAJ,https://books.google.com/books?id=zzsrtwAACAAJ
"The mission","Fraser, Gray",9666,BtAeAAAACAAJ,https://books.google.com/books?id=BtAeAAAACAAJ
"The myth of the airborne warrior","MacDonald, Gordon; Griffiths, Stuart",16370,2LGWpwAACAAJ,https://books.google.com/books?id=2LGWpwAACAAJ
"The nameless dead","Meador, Clifton",9931,n5jFPwAACAAJ,https://books.google.com/books?id=n5jFPwAACAAJ
"The new society for universal harmony","Malen, Lenore",9941,MatPAAAAMAAJ,https://books.google.com/books?id=MatPAAAAMAAJ
"The other rooms","Ono, Yōko",15172,qJZJAQAAIAAJ,https://books.google.com/books?id=qJZJAQAAIAAJ
"The people's portraits of Bush.","Columbia College (Chicago, Ill ) Center for Book & Paper Arts |; Matott, Drew",16373,nLoYywAACAAJ,https://books.google.com/books?id=nLoYywAACAAJ
"The philosophy of Andy Warhol : from A to B and back again.","Warhol, Andy",9610,QhbrAAAAMAAJ,https://books.google.com/books?id=QhbrAAAAMAAJ
"The philosophy of Andy Warhol : from A to B and back again.","Warhol, Andy",9610,Rm6bwozwRaMC,https://books.google.com/books?id=Rm6bwozwRaMC
"The photobook : a history","Parr, Martin; Badger, Gerry |",9782,IZcCnwEACAAJ,https://books.google.com/books?id=IZcCnwEACAAJ
"The photobook : a history","Parr, Martin; Badger, Gerry |",9782,zX2pngEACAAJ,https://books.google.com/books?id=zX2pngEACAAJ
"The plan","Schmelling, Michael",12199,B5cCPgAACAAJ,https://books.google.com/books?id=B5cCPgAACAAJ
"The position of the author","Spector, Buzz; Gardner, Colin",12959,x5dJAQAAIAAJ,https://books.google.com/books?id=x5dJAQAAIAAJ
"The practical speller : a manual of instruction in the rudiments of the English language","Dancy, Deborah; Lyons, Joan",9317,QbpkuAAACAAJ,https://books.google.com/books?id=QbpkuAAACAAJ
"The prairies","Hachenski, Dawn; Bryant, William Cullen",13423,AjYEMwAACAAJ,https://books.google.com/books?id=AjYEMwAACAAJ
"The purification of fagus sylvatica var pendula","Lincoln, Paul; Press, Coracle; (Firm), Granary Books",13416,U5NPAAAAMAAJ,https://books.google.com/books?id=U5NPAAAAMAAJ
"The queen of wands","King, Susan",11362,bpeGSAAACAAJ,https://books.google.com/books?id=bpeGSAAACAAJ
"The secret","Moore, Claire",10049,PdEUHQAACAAJ,https://books.google.com/books?id=PdEUHQAACAAJ
"The secret","Moore, Claire",10061,PdEUHQAACAAJ,https://books.google.com/books?id=PdEUHQAACAAJ
"The silver lining.","Hollenbach, Misha",9648,JtsiygAACAAJ,https://books.google.com/books?id=JtsiygAACAAJ
"The skirted garden : 20 years of images","Nettles, Bea",12190,HN1TAAAAMAAJ,https://books.google.com/books?id=HN1TAAAAMAAJ
"The square","Aly, Islam",17291,kLcMswEACAAJ,https://books.google.com/books?id=kLcMswEACAAJ
"The stars","Weinberger, Eliot; Celmins, Vija",12187,PvH7DPR_6_EC,https://books.google.com/books?id=PvH7DPR_6_EC
"The story of o.","Spiekermann, Erik; Gupta, Malini",12184,6xzvPgAACAAJ,https://books.google.com/books?id=6xzvPgAACAAJ
"The sun shone glaringly","Lower, Seth",9945,X8mdngEACAAJ,https://books.google.com/books?id=X8mdngEACAAJ
"The terrorist's handbook","Schulz, David",12180,Mk3LygAACAAJ,https://books.google.com/books?id=Mk3LygAACAAJ
"The theater of nature, or, Curiosity filled the cabinet","Lorenz, Angela",9946,LqXVAAAACAAJ,https://books.google.com/books?id=LqXVAAAACAAJ
"The tonalities of grief : Kirov's notes for his fall 2008 lectures on stoicism","Herlocker, Annie; Neely, Betsy; Schenck, David",12178,bMgskgAACAAJ,https://books.google.com/books?id=bMgskgAACAAJ
"The tornado treaty","Geiser, Janie",9661,dlr3AAAACAAJ,https://books.google.com/books?id=dlr3AAAACAAJ
"The uncarved block : ten short walks in the Himalayas, 1975-2009","Fulton, Hamish",12176,fwnPSAAACAAJ,https://books.google.com/books?id=fwnPSAAACAAJ
"The way we live now","Sontag, Susan; Hodgkin, Howard",14830,hEOIQgAACAAJ,https://books.google.com/books?id=hEOIQgAACAAJ
"The weight of the body","Reed, Michal",12569,ixKPMgAACAAJ,https://books.google.com/books?id=ixKPMgAACAAJ
"The word made flesh","Drucker, Johanna",11078,8lgmnQEACAAJ,https://books.google.com/books?id=8lgmnQEACAAJ
"The words will have been typed simply because typing words is what I do.","Hompson, Davi",12567,tn1XXwAACAAJ,https://books.google.com/books?id=tn1XXwAACAAJ
"Then what? : photographs and folklore","Gallery, CEPA; Weems, Carrie",13422,MBRWAAAACAAJ,https://books.google.com/books?id=MBRWAAAACAAJ
"There's no place like time : a retrospective","Olsen, Andi; Olsen, Lance",17300,yYUWswEACAAJ,https://books.google.com/books?id=yYUWswEACAAJ
"Things don't always fall into place","Zweig, Janet",9624,bc-EMAEACAAJ,https://books.google.com/books?id=bc-EMAEACAAJ
"Things don't always fall into place","Zweig, Janet",12559,bc-EMAEACAAJ,https://books.google.com/books?id=bc-EMAEACAAJ
"Thirteen stories : April 1972","Rachel, Vaughan",12556,kN19NwAACAAJ,https://books.google.com/books?id=kN19NwAACAAJ
"Thirty five years/one week","Underhill, Linn",12555,h05RAAAAMAAJ,https://books.google.com/books?id=h05RAAAAMAAJ
"Thirty four parking lots in Los Angeles.","Ruscha, Edward",10323,RZV-lgEACAAJ,https://books.google.com/books?id=RZV-lgEACAAJ
"This is not America either","Czeizel, Balázs; Montage 93: International Festival of the Image (1993 : Rochester, N. Y. )",12552,Rtc2AQAAIAAJ,https://books.google.com/books?id=Rtc2AQAAIAAJ
"This tends to happen.","Maryatt, Kitty; Press, Scripps College; Söhne, Papierfabrik Zerkall Renker &",16141,pyJ4HAAACAAJ,https://books.google.com/books?id=pyJ4HAAACAAJ
"Thorn upon the rose : notes from Ireland","Lide, Elizabeth; Kayhart, Paul",12550,eMfYXwAACAAJ,https://books.google.com/books?id=eMfYXwAACAAJ
"Three sundials.","Finlay, Ian",10271,Gv6zGQAACAAJ,https://books.google.com/books?id=Gv6zGQAACAAJ
"Three valleys : the valleys of Silicon, San Joaquin, and Death, February 12-26","Zellar, Brad; Soth, Alec; (Firm), Little Brown Mushroom",12548,yTrdngEACAAJ,https://books.google.com/books?id=yTrdngEACAAJ
"Time i$","(Firm)|, Peter & Donna Thomas; Thomas, Donna (Donna Sue)|",12541,cX8qHAAACAAJ,https://books.google.com/books?id=cX8qHAAACAAJ
"Time outs","Holt, Nancy",9110,FNg2AQAAIAAJ,https://books.google.com/books?id=FNg2AQAAIAAJ
"To a fragmented world-- a poetics = a un mundo fragmentado-- una poética","Cortils, Ana; Workshop, Visual Studies",12518,k-ktAQAAIAAJ,https://books.google.com/books?id=k-ktAQAAIAAJ
"To a friend going blind","Angebranndt, Susan; Graham, Jorie",14214,KjrCGAAACAAJ,https://books.google.com/books?id=KjrCGAAACAAJ
"To place. Haraldsdóttir. Part two","Horn, Roni",9646,exOLZwEACAAJ,https://books.google.com/books?id=exOLZwEACAAJ
"Todo es aluvión","Cartonera (Firm : Cuernavaca, Mexico)|; Rosas-Ribeyro, José",9880,lsRCmAEACAAJ,https://books.google.com/books?id=lsRCmAEACAAJ
"Todo lo que en silencio es lenguaje","Vigía.|, Ediciones; Valdés, Frank David; Ivo, Lêdo; Álvarez Rodríguez, Maylan; Bofill Bahamonde, Karel",14241,--9GjwEACAAJ,https://books.google.com/books?id=--9GjwEACAAJ
"Todo lo que en silencio es lenguaje","Valdés, Frank David; Ivo, Lêdo; Álvarez Rodríguez, Maylan; Bofill Bahamonde, Karel",15107,--9GjwEACAAJ,https://books.google.com/books?id=--9GjwEACAAJ
"Tomorrow's man","Bywater, Roger; Pierson, Jack; Gallery, Presentation House",12516,9L_YoAEACAAJ,https://books.google.com/books?id=9L_YoAEACAAJ
"Tomorrow's man 2","Bywater, Roger; Pierson, Jack; Behenna, Veralyn",12515,RJDgrQEACAAJ,https://books.google.com/books?id=RJDgrQEACAAJ
"Tomorrow's man 3","Pierson, Jack",14239,IBhDjwEACAAJ,https://books.google.com/books?id=IBhDjwEACAAJ
"Top secret art : catalogue #25 tank","Bakhchani͡an, Vagrich; Foundation, Cremona",12512,5ZLRGwAACAAJ,https://books.google.com/books?id=5ZLRGwAACAAJ
"Torn photograph from the second stop (rubble) : second mountain of 6 stops on a section","Smithson, Robert",9998,aF_PtgAACAAJ,https://books.google.com/books?id=aF_PtgAACAAJ
Totems,"Koch, Lewis",13094,dv_qAAAACAAJ,https://books.google.com/books?id=dv_qAAAACAAJ
Totems,"Koch, Lewis",13094,h5XnAQAACAAJ,https://books.google.com/books?id=h5XnAQAACAAJ
Totems,"Koch, Lewis",13094,nb4-AAAACAAJ,https://books.google.com/books?id=nb4-AAAACAAJ
"Tourist / refugee.","Meador, Clifton; (U.S.)|, College Art Association",9930,oohIPwAACAAJ,https://books.google.com/books?id=oohIPwAACAAJ
"Tr3s más cu4tro","Alonso, Isabel; Giordano, Pablo; Lorente, Patricia |; Martínez Moreno, Raúl; Cartoneras.|, Meninas; Mosquera, Alba Doris; Poli, Federico; Ramírez M., Silvia; Siles, Juan Ignacio",9817,PQyhoAEACAAJ,https://books.google.com/books?id=PQyhoAEACAAJ
"Transformations I, 1973-74","Lanyon, Ellen; Printed Matter, Inc |",10110,Gx9-AAAACAAJ,https://books.google.com/books?id=Gx9-AAAACAAJ
"Transformations I, 1973-74","Lanyon, Ellen; Printed Matter, Inc",14890,Gx9-AAAACAAJ,https://books.google.com/books?id=Gx9-AAAACAAJ
Transgression,"Oates, Leah",12503,kSwKHAAACAAJ,https://books.google.com/books?id=kSwKHAAACAAJ
"Tratado del oxido : teoría de Bell y los relojes invertidos","Orozco, Francisco; Rostand, Jean",14235,NkUUjwEACAAJ,https://books.google.com/books?id=NkUUjwEACAAJ
"Trawling my North Shore mind","Owen, Sara",12501,YLzQHgAACAAJ,https://books.google.com/books?id=YLzQHgAACAAJ
"Treading the maze : an artist's book of daze","Workshop, Visual Studies; King, Susan",12500,SoX0PAAACAAJ,https://books.google.com/books?id=SoX0PAAACAAJ
"Tree of codes","Foer, Jonathan; Schulz, Bruno",9670,TARUkgAACAAJ,https://books.google.com/books?id=TARUkgAACAAJ
"Tres fotos, tres poemas","Larreta, Pablo; Cavallero, Juan",9756,AansoQEACAAJ,https://books.google.com/books?id=AansoQEACAAJ
"Tributo del mudo","La Sofía Cartonera, |publisher; Bellessi, Diana",9753,0jYNogEACAAJ,https://books.google.com/books?id=0jYNogEACAAJ
"True stories","Calle, Sophie",9706,_7VSnwEACAAJ,https://books.google.com/books?id=_7VSnwEACAAJ
"Trunk pieces : New York, 1975","Apple, Jacki",16085,gt62NwAACAAJ,https://books.google.com/books?id=gt62NwAACAAJ
"Tránsito al fin = Passage to the end","Valero, Elizabeth; Ediciones Vigía, |publisher; Anguita, Eduardo",9747,BBX1oAEACAAJ,https://books.google.com/books?id=BBX1oAEACAAJ
Tulips,"Patterson, Pat",12493,QJozAwEACAAJ,https://books.google.com/books?id=QJozAwEACAAJ
"Turbulence : a log book","Drescher, Henrik",9682,n-nRKPg-MhgC,https://books.google.com/books?id=n-nRKPg-MhgC
"Turn over darling--","King, Ronald; Press, Circle",9786,qAGcGAAACAAJ,https://books.google.com/books?id=qAGcGAAACAAJ
"Turn over darling--","King, Ron; Press.|, Circle",10095,qAGcGAAACAAJ,https://books.google.com/books?id=qAGcGAAACAAJ
"Turning fifty","Nettles, Bea",12491,x8EWAAAACAAJ,https://books.google.com/books?id=x8EWAAAACAAJ
"Turning leaves of mind","Ligorano, Nora; Reese, Marshall; Lansing, Gerrit",12490,_KFPAAAAMAAJ,https://books.google.com/books?id=_KFPAAAAMAAJ
"Twelve drawings : hand stamped","Jacks, Robert",9643,0IhotwAACAAJ,https://books.google.com/books?id=0IhotwAACAAJ
"Twenty-five years ago","Lyons, Joan",12486,X1xXPAAACAAJ,https://books.google.com/books?id=X1xXPAAACAAJ
"Twentysix gasoline stations","Pichler, Michalis; Ruscha, Edward",15526,WHEAtwAACAAJ,https://books.google.com/books?id=WHEAtwAACAAJ
"Twentysix gasoline stations","Pichler, Michalis; Ruscha, Edward",15526,_wxUygAACAAJ,https://books.google.com/books?id=_wxUygAACAAJ
"Twentysix gasoline stations.","Ruscha, Edward",10225,GaQQAQAAMAAJ,https://books.google.com/books?id=GaQQAQAAMAAJ
"Twentysix gasoline stations.","Ruscha, Edward",12484,GaQQAQAAMAAJ,https://books.google.com/books?id=GaQQAQAAMAAJ
"Two hundred books by Keith Smith : book number 200, an anecdotal bibliography","Smith, Keith",9852,topiQgAACAAJ,https://books.google.com/books?id=topiQgAACAAJ
"Two hundred books by Keith Smith : book number 200, an anecdotal bibliography","Smith, Keith",11760,topiQgAACAAJ,https://books.google.com/books?id=topiQgAACAAJ
"Two pieces.","Barry, Robert",11757,9PdmRAAACAAJ,https://books.google.com/books?id=9PdmRAAACAAJ
"Typo bilder buch : von Hand gesetzt und auf der Handabziehpress gedruckt","Hänni, Romano",9653,FOO8kQEACAAJ,https://books.google.com/books?id=FOO8kQEACAAJ
"Umbanda Jackson","Lozupone, María Delia; Cartonera, Eloísa; Ra, NaK",12475,z6pwHQAACAAJ,https://books.google.com/books?id=z6pwHQAACAAJ
"Un cuento de hadas","Marrero, Norberto",9935,l_qTMwEACAAJ,https://books.google.com/books?id=l_qTMwEACAAJ
"Un sueño del siglo pasado","Lopez, Ana",9950,tFgyHQAACAAJ,https://books.google.com/books?id=tFgyHQAACAAJ
"Underwood portátil modelo 1915","Bellatin, Mario",9729,W5-soAEACAAJ,https://books.google.com/books?id=W5-soAEACAAJ
"Une méthodologie de la nouvelle-écriture Africaine ""bété""","Bruly Bouabré, Frédéric",9713,WvIxAQAAIAAJ,https://books.google.com/books?id=WvIxAQAAIAAJ
Uniforms,"Hubby, Bettina; Cull, Dave (Writer on art)",9645,uADNngEACAAJ,https://books.google.com/books?id=uADNngEACAAJ
"Unmatched halves","Porges, M.",16067,iB81HQAACAAJ,https://books.google.com/books?id=iB81HQAACAAJ
"Unravelling the ripple","Douglas, Helen; Solnit, Rebecca",12463,sZRPAAAAMAAJ,https://books.google.com/books?id=sZRPAAAAMAAJ
Upstate,"Zellar, Brad; Soth, Alec",11323,soJSlAEACAAJ,https://books.google.com/books?id=soJSlAEACAAJ
"Ursula Schulz-Dornburg : some works","Schulz-Dornburg, Ursula; Scheppe, Wolfgang",10177,Ui0zngEACAAJ,https://books.google.com/books?id=Ui0zngEACAAJ
"Vaivén","Restrepo Rivas, Juan",9894,Q5O0YgEACAAJ,https://books.google.com/books?id=Q5O0YgEACAAJ
"Valentine for Mr. Wonderful","Frankenthaler, Helen",9667,XOp9QgAACAAJ,https://books.google.com/books?id=XOp9QgAACAAJ
"Various effects of coffee on the body","Sherman, Levi",10055,8JvnoQEACAAJ,https://books.google.com/books?id=8JvnoQEACAAJ
"Various fires : and four running boys","Ruscha, Edward; Galler, Thomas",11707,69HFZwEACAAJ,https://books.google.com/books?id=69HFZwEACAAJ
"Various small books : referencing various small books by Ed Ruscha","Ruscha, Edward |; Taylor, Phil; Rawlinson, Mark (Mark S. )|",9041,1iiLMAEACAAJ,https://books.google.com/books?id=1iiLMAEACAAJ
"Various small fires and milk","Ruscha, Edward",13682,mStKnQEACAAJ,https://books.google.com/books?id=mStKnQEACAAJ
"Various small fires and milk.","Ruscha, Edward",9784,mStKnQEACAAJ,https://books.google.com/books?id=mStKnQEACAAJ
"Various small fires and milk.","Ruscha, Edward",10228,mStKnQEACAAJ,https://books.google.com/books?id=mStKnQEACAAJ
Vele,"Zielony, Tobias; Ursula Blickle Stiftung, |host institution",10067,WPZioAEACAAJ,https://books.google.com/books?id=WPZioAEACAAJ
Velvet,"López, Ashauri",9949,8mDWoAEACAAJ,https://books.google.com/books?id=8mDWoAEACAAJ
"Verano 13","Alderete, Dr.",11705,rqlxmAEACAAJ,https://books.google.com/books?id=rqlxmAEACAAJ
"Verbal landscape/dinosaur sat down","Lyons, Nathan; Gallery.|, Albright-Knox Art; Gallery.|, CEPA",10136,XtKoAAAAIAAJ,https://books.google.com/books?id=XtKoAAAAIAAJ
"Verbal landscape/dinosaur sat down","Lyons, Nathan; Gallery, Albright-Knox Art; Gallery, CEPA",11704,XtKoAAAAIAAJ,https://books.google.com/books?id=XtKoAAAAIAAJ
"Versos sencillos, IX : (La niña de Guatemala)","Estévez Jordán, Rolando; Ponce, Agustina; Martí, José",16834,5ArcPAAACAAJ,https://books.google.com/books?id=5ArcPAAACAAJ
Versus,"Jiménez, David",17301,FWT3oQEACAAJ,https://books.google.com/books?id=FWT3oQEACAAJ
"Vida é um souvenir made in Hong Kong : livro de canções","Baleiro, Zeca; Mello, Roger; Goiás, Universidade Federal de",11700,uNq1uAAACAAJ,https://books.google.com/books?id=uNq1uAAACAAJ
"Vie impossible","Boltanski, Christian; Dessau, Anhaltische Gemäldegalerie",11699,4qxPAAAAMAAJ,https://books.google.com/books?id=4qxPAAAAMAAJ
Visitation,"Tillery, Val",11242,DuzNPAAACAAJ,https://books.google.com/books?id=DuzNPAAACAAJ
"Visual diary, 1/1/80-12/31/80","Bakhchani͡an, Vagrich; Dodge, Norton T.",17153,rb3XygAACAAJ,https://books.google.com/books?id=rb3XygAACAAJ
"Visual language","Kostelanetz, Richard",14512,t9WGAAAAIAAJ,https://books.google.com/books?id=t9WGAAAAIAAJ
"Visual language.","Kostelanetz, Richard",10097,t9WGAAAAIAAJ,https://books.google.com/books?id=t9WGAAAAIAAJ
"Visual poems","Helmes, Scott",9652,Z-OAnQEACAAJ,https://books.google.com/books?id=Z-OAnQEACAAJ
"Voir la mer","Calle, Sophie; Penwarden, Charles",11239,CijUnAEACAAJ,https://books.google.com/books?id=CijUnAEACAAJ
"Voir la mer","Calle, Sophie; Penwarden, Charles",11239,uIrOoAEACAAJ,https://books.google.com/books?id=uIrOoAEACAAJ
"Walden marginalia, or, The contents of a dozen shanties","Bird, Amelia",11235,BSpQMwEACAAJ,https://books.google.com/books?id=BSpQMwEACAAJ
Walking,"Struth, Thomas",10040,eKcNngEACAAJ,https://books.google.com/books?id=eKcNngEACAAJ
"Walking through : meditations on the ordinary","Hoyle, Ginny; Anderson, Judy",12854,H10IaAEACAAJ,https://books.google.com/books?id=H10IaAEACAAJ
"Wall drawings : seventeen squares of eight feet with sixteen lines and one arc","LeWitt, Sol",16865,shtRHAAACAAJ,https://books.google.com/books?id=shtRHAAACAAJ
"War cut","Richter, Gerhard",9891,_VyeMQEACAAJ,https://books.google.com/books?id=_VyeMQEACAAJ
"War cut","Richter, Gerhard",9891,kXUzLgEACAAJ,https://books.google.com/books?id=kXUzLgEACAAJ
"Warwick Mountain series : photographs","Perkis, Philip; Press, Nexus",9064,ht5TAAAAMAAJ,https://books.google.com/books?id=ht5TAAAAMAAJ
"Waste not/what not catalog : new paradigm products","Bowen, Gaza",11229,4A63SgAACAAJ,https://books.google.com/books?id=4A63SgAACAAJ
"We the people : proposal for Message Monument No. 1, a gift to the nation","Cutler-Shaw, Joyce",9835,uKpLHQAACAAJ,https://books.google.com/books?id=uKpLHQAACAAJ
Well-heeled,"Johanknecht, Susan; O'Callaghan, Julie",11186,pjFNOgAACAAJ,https://books.google.com/books?id=pjFNOgAACAAJ
"When I was two: Book Number 68","Smith, Keith",16900,90SKnQEACAAJ,https://books.google.com/books?id=90SKnQEACAAJ
"When we were ten : a photo/text story of a mother and her son","Gelles, Judy",11197,td3kPQAACAAJ,https://books.google.com/books?id=td3kPQAACAAJ
"When will the book be done? : Granary's books","Clay, Steven; (Firm)|, Granary Books",10059,4wZUAAAAMAAJ,https://books.google.com/books?id=4wZUAAAAMAAJ
"Wiederholung ist was ich liebe, nun also = Repeating is what I am loving, so then","Stein, Gertrude; Büssow, Anne; Green, Roger",12850,NgbUPgAACAAJ,https://books.google.com/books?id=NgbUPgAACAAJ
"Wild girls redux : an operator's manual","Knudson, Ellen",14618,wFNbQwAACAAJ,https://books.google.com/books?id=wFNbQwAACAAJ
"Wild pigeon","Drake, Carolyn; Yasin, Nurmuhemmet",17359,Sx4ZrgEACAAJ,https://books.google.com/books?id=Sx4ZrgEACAAJ
"Will happiness find me?","Fischli, Peter; Weiss, David",9672,mVB4QgAACAAJ,https://books.google.com/books?id=mVB4QgAACAAJ
"Winter elk","Timm, Jill",9072,5OQzGQAACAAJ,https://books.google.com/books?id=5OQzGQAACAAJ
"Winter white.","Timm, Jill; Press, Mystical Places",9073,J0WoHwAACAAJ,https://books.google.com/books?id=J0WoHwAACAAJ
Women,"Prince, Richard",15831,mcNPAAAAMAAJ,https://books.google.com/books?id=mcNPAAAAMAAJ
"Women of the book : Jewish artists, Jewish themes","Hoffberg, Judith; Libraries.|, Florida Atlantic University",16871,PnoVAQAAIAAJ,https://books.google.com/books?id=PnoVAQAAIAAJ
"Wonderwater (Alice Offshore)","Carson, Anne; Horn, Roni; Bourgeois, Louise; Cixous, Hélène; Waters, John",9089,-S4VoAEACAAJ,https://books.google.com/books?id=-S4VoAEACAAJ
"Wonderwater (Alice Offshore)","Carson, Anne; Horn, Roni; Bourgeois, Louise; Cixous, Hélène; Waters, John",9089,AEhTAAAAMAAJ,https://books.google.com/books?id=AEhTAAAAMAAJ
"Word rain; or, A discursive introduction to the intimate philosophical investigations of G,r,e,t,a, G,a,r,b,o, it says.","Gins, Madeline",10331,53NBAAAAIAAJ,https://books.google.com/books?id=53NBAAAAIAAJ
"Words of Chan K'in : Lacandon jungle","Chan K'in.; Taller Leñateros (San Cristóbal de Las Casas, Mexico)|",9970,B4dRHQAACAAJ,https://books.google.com/books?id=B4dRHQAACAAJ
"Workers Library","Kopystiansky, Svetlana; Biennale, Johannesburg",10368,n4xKAAAACAAJ,https://books.google.com/books?id=n4xKAAAACAAJ
"Working on my novel","Arcangel, Cory",9772,yLu6oAEACAAJ,https://books.google.com/books?id=yLu6oAEACAAJ
Worldwise,"Johnson, Linda; (U.S.)|, National Museum of Women in the Arts",13093,EViGPQAACAAJ,https://books.google.com/books?id=EViGPQAACAAJ
"Wrong size fits all : miracles and mishaps","Freeman, Brad",13112,-cHfXwAACAAJ,https://books.google.com/books?id=-cHfXwAACAAJ
"Wrongly bodied : documenting transition from female to male","Sligh, Clarissa",9833,kQGPQwAACAAJ,https://books.google.com/books?id=kQGPQwAACAAJ
"X : ""concurrent events""","Mouly, Françoise; Coe, Sue; Moore, Judith",13113,e9ewAAAAIAAJ,https://books.google.com/books?id=e9ewAAAAIAAJ
"Xochikuikatl : poesía","Cartonera, Ratona; Nezahualcóyotl, King",9079,zpG6oAEACAAJ,https://books.google.com/books?id=zpG6oAEACAAJ
"Yo, mi desconocida","Estévez Jordán, Rolando; Alonso, Digdora",10187,VokBjwEACAAJ,https://books.google.com/books?id=VokBjwEACAAJ
"Yonder woundeful bouy","Riordan, Kevin",11681,2346MwEACAAJ,https://books.google.com/books?id=2346MwEACAAJ
"You are what you see : a trilogy of books based on the library of Mary Hambidge","Lide, Elizabeth",11680,eKILAAAACAAJ,https://books.google.com/books?id=eKILAAAACAAJ
"You'll never be well no more","McCraw, Michael",12858,ncdwngEACAAJ,https://books.google.com/books?id=ncdwngEACAAJ
"Young masters and misses","Stokes, Telfer",11212,qZVPAAAAMAAJ,https://books.google.com/books?id=qZVPAAAAMAAJ
"Your land/my land : election '12","Horowitz, Jonathan",12857,y3TErQEACAAJ,https://books.google.com/books?id=y3TErQEACAAJ
"Zelda reflects.","Schaer, Miriam",9839,aURDywAACAAJ,https://books.google.com/books?id=aURDywAACAAJ
Ziggurats,"Greenhow, Henry",15285,jlmTGQAACAAJ,https://books.google.com/books?id=jlmTGQAACAAJ
"[Artist's book]","Columbia College (Chicago, Ill ) Center for Book & Paper Arts; Baraona, Isabel",9773,o8PBoQEACAAJ,https://books.google.com/books?id=o8PBoQEACAAJ
"[Di shu : cong dian dao dian].","Xu, Bing",10050,RqCaMwEACAAJ,https://books.google.com/books?id=RqCaMwEACAAJ
"[Di shu : cong dian dao dian].","Xu, Bing",10060,RqCaMwEACAAJ,https://books.google.com/books?id=RqCaMwEACAAJ
"[I love you].","Bravo, Kyle",9717,gX5zHAAACAAJ,https://books.google.com/books?id=gX5zHAAACAAJ
"[Square]²","Maryatt, Kitty; Söhne.|, Papierfabrik Zerkall Renker &",16819,Ym-DmQEACAAJ,https://books.google.com/books?id=Ym-DmQEACAAJ
"[Untitled : pink cover]","Johnson, Poppy",9971,jqfBXwAACAAJ,https://books.google.com/books?id=jqfBXwAACAAJ
"[Untitled poem]","Thomas, Blanca",9820,VMAlPwAACAAJ,https://books.google.com/books?id=VMAlPwAACAAJ
"[Untitled poem]","Machado, Silvia",9942,CHvnPgAACAAJ,https://books.google.com/books?id=CHvnPgAACAAJ
"a : a novel","Warhol, Andy",10019,LxwXAQAAMAAJ,https://books.google.com/books?id=LxwXAQAAMAAJ
"stitching speechless","Hockensmith, Josh; Addiss, Stephen",9649,Y9E8MwEACAAJ,https://books.google.com/books?id=Y9E8MwEACAAJ
"¡Ten el corazón contento!","Coronado, Bea; Crespo, Begoña; Sdun, Emilio; Libro, Centro Integral del Papel y las Artes del; Cicuta, Prensa",16702,RcOitgAACAAJ,https://books.google.com/books?id=RcOitgAACAAJ
