itemID,itemKey,itemType,dateAdded,dateModified,title,abstractNote,date,publisher,place,volume,numberOfVolumes,edition,series,seriesNumber,numPages,pages,ISBN,ISSN,url,accessDate,language,shortTitle,libraryCatalog,callNumber,archiveLocation,rights,extra,publicationTitle,bookTitle,websiteTitle,university,collections
3713,IEWF6KH8,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Azimuts: revue de design. (intentions de textes et d'images)",,"1995-05-00 May 1995","L'Ecole des beaux-arts de Saint-Etienne","Saint-Etienne [France]",9,,,,,,,,,,,French,Azimuts,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3714,L9X9GLZ5,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Die Bücher der Künstler :",,"1994-00-00 1994","H. Mayer",[Stuttgart],,,,,,,,,,,,German,"Die Bücher der Künstler","OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3715,XNYHZ733,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Dafatir: [contemporary Iraqi book art] = Dafātir : fann al-kitāb al-`irāqī al-mu`āṣir",,"2007-00-00 2007","University of North Texas School of Visual Arts","Denton (Tex.",,,,,,,,978-1-889886-08-4,,,,"Csak angol nyelven",Dafatir,"Open WorldCat",,,,"OCLC: 1014811414",,,,,"Reference resources"
3716,PQWF9E7R,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Creating with abandon : process in the artists' books of Angela Lorenz.","61 p. : col. ill. ; 28 cm.","2006-00-00 2006","A. Lorenz","Bologna, Italy?",,,,,,,,978-88-85033-48-1,,,,,"Creating with abandon",,,,,,,,,,"Reference resources"
3717,UPS2XNZE,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Cover to cover : the artist's book in perspective",,"2002-00-00 2002","NAi Publishers",Rotterdam,,,,,,,,"905662282X (English edition : pbk.)",,,,,"Cover to cover",,,,,,,,,,"Reference resources"
3718,IMU3SDMQ,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Bookwork: medium to object to concept to art",,"2011-00-00 2011","University of Chicago Press","Chicago ; London",,,,,,249,,978-0-226-77391-9,,,,English,Bookwork,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3719,MH2XTE94,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","[Bookseller catalogs of Granary Books].",,"1989-00-00 1989-","Granary Books.","New York, N.Y.",,,,,,,,,,,,English,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3720,N5K58P6L,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Books by artists / Celant, Germano.",,"1981-00-00 1981","Art Metropole","Toronto, Canada",,,,,,,,0-920956-10-6,,,,English,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3721,7R3A9H3R,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Books by artists",,"1981-00-00 1981-","Printed Matter","New York, N.Y.",,,,,,,,,,,,English,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3722,VX98NX26,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Books as objects / Vogler, Donald.",,"1993-00-00 1993","Comus Gallery","Portland, Or. (215 S.W. 1st Ave., Portland 97204)",,,,,,,,,,,,English,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3723,T7X9H33Q,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Book as art: 10th anniversary exhibition ; National Museum of Women in the Arts, Library and Research Center, March 10 - October 4, 1997, Washington, D.C.",,"1997-00-00 1997","The Museum","Washington, D.C.",,,,,,23,,,,,,English,"Book as art","OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3724,JE7GEGCC,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Book as Art: [catalog].",,"1993-00-00 1993-","National Museum of Women in the Arts, Library and Research Center","Washington, D.C.",,,,,,,,,,,,English,"Book as Art","OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3725,DMWUAK2R,book,"2019-07-30 19:26:39","2019-07-30 19:37:14",Avant-Garde,,"0000-00-00 1990s","Libreria Maresca Riccardi",Roma,,,,,,45,,,,,,Italian,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3726,96JND7YD,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Australian artists books",,"2008-00-00 2008","National Gallery of Australia","[Parkes, A.C.T.]",,,,"The printed image. Australia, Asia, Pacific ;; 2; Variation: Printed image, Australia, Asia, Pacific.",,121,,978-0-642-54186-4,,,,English,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3727,F8ESBPVN,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","""Artists' bookworks"" = ""Kunstwerke in Buchform"": [a traveling exhibition ... arranged for the Fine Arts Department of the British Council, London",,"1975-00-00 1975","British Council",London,,,,,,,,,,,,English,"""Artists' bookworks"" = ""Kunstwerke in Buchform""","Open WorldCat",,,,,,,,,"Reference resources"
3728,NGYMWIFZ,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Artists' books fair '94: State Library of Queensland, 24 and 25 September 1994.",,"1994-00-00 1994","Numero Uno","Milton, Qld.",,,,,,,,"0-646-20433-5 978-0-646-20433-8",,,,English,"Artists' books fair '94","Open WorldCat",,,,,,,,,"Reference resources"
3729,2JYLEIVS,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Artists books : a critical survey of the literature",,"1998-00-00 1998","Granary Books","New York",,,,,,,,1-887123-18-0,,,,,"Artists books",,,,,,,,,,"Reference resources"
3730,BEGEG5AI,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Artists books",,"1973-00-00 1973","[Moore College of Art?]",Philadelphia,,,,,,,,,,,,English,,"Open WorldCat",,,,"Copy consulted was obtained through Interlibrary Borrowing from Smith College library.",,,,,"Reference resources"
3731,HMZW3DPC,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Artist's book yearbook.",,"1995-00-00 1995-","Magpie Press","Stanmore [England]",,,,,,,,,,,,English,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3732,UPDTSD36,book,"2019-07-30 19:26:39","2019-07-30 19:37:14",Art-rite.,,"1976-00-00 1976-1977","Art-Rite Pub. Co.","New York, N.Y.",14,,,,,,,,,,,English,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3733,NS2F8TKC,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Art of the contemporary book :",,"1991-00-00 1991","The University",Columbus,,,,,,,,,,,,English,"Art of the contemporary book","OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3734,4SUK97CQ,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Art Metropole: the top 100 / Scott, Kitty.",,"2006-00-00 2006","National Gallery of Canada",Ottawa,,,,,,137,,0-88884-821-8,,,,English,"Art Metropole","OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3735,CLS2UE9V,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","American bookworks in print / Osborn, Kevin.",,"1984-00-00 1984","Writer's Center]","[Bethesda? Md.",,,,,,,,,,,,English,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3736,GUWKWE2W,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","A secret location on the Lower East Side: adventures in writing, 1960-1980: a sourcebook of information / Phillips, Rodney,; 1946-","Based on an acclaimed 1998 exhibition at The New York Public Library, A Secret Location on the Lower East Side: Adventures in Writing, 1960-1980 offers a glimpse into that Mimeo Revolution, focusing on the small press publishing scene in San Francisco and in downtown New York City.","1998-00-00 1998","New York : New York Public Library : Granary Books",,,,,,,342,,1-887123-19-9,,,,English,"A secret location on the Lower East Side","OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3737,UFNQZW2L,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","4th Wexford artists' book exhibition.",,"1998-00-00 1998","Wexford Arts Centre",Wexford,,,,,,,,,,,,English,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3738,87GLZKQK,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","1st Wexford artists' book exhibition, 1995",,"1995-00-00 1995","Wexford Arts Centre",[Wexford],,,,,,2,,,,,,English,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3739,JVG2RL8W,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","At the turn of the centuries : the influence of early 20th century book arts on contemporary artists' books : three essays adapted from conference presentations given at Yale University on April 13, 2007.","48 p. : col. ill. ; 23 cm.","2010-00-00 2010",Jenny-Press,"New Haven, Conn.",,,,,,,,,,,,,"At the turn of the centuries",,,,,,,,,,"Reference resources"
3740,T55MVWEY,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Artwords and bookworks: an international exhibition of recent artists' books and ephemera : Los Angeles Institute of Contemporary Art, 28 February-30 March 1978 ...",,"1978-00-00 1978",LAICA,"Los Angeles",,,,,,,,,,,,English,"Artwords and bookworks","Open WorldCat",,,,,,,,,"Reference resources"
3741,3956PQ4B,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Artists' magazines: an alternative space for art","During the 1960s and 1970s, magazines became an important new site of artistic practice, functioning as an alternative exhibition space for the dematerialized practices of conceptual art. Allen looks at the most important of these magazines in their heyday and compiles an illustrated directory of hundreds of others.","2011-00-00 2011","MIT Press","Cambridge, Mass.",,,,,,368,,978-0-262-01519-6,,,,English,"Artists' magazines","OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3742,RY36NF4C,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","Art & métiers du livre.",,"1973-00-00 1973-","Editions Filigranes",Paris,,,,,,,,,,,,French,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3743,9KWSCPAU,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","A Southern California decade: an exhibition of contemporary books reflecting the diverse work of Southern California book artists, 1980-1989.",,"1989-00-00 1989","Sponsored by the Alliance for Contemporary Books Arts, Castle Press)","[Los Angeles?]",,,,"Abracadabra ;; v. 10; Variation: Colecção Abracadabra ;; v. 10.",,,,,,,,English,"A Southern California decade","OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3744,FR6ZX92N,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","A century of artists books",,"1994-00-00 1994","New York : Museum of Modern Art : Distributed by Harry N. Abrams",,,,,,,263,,0-87070-151-7,,,,English,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3745,AG8A7N6R,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","5th Wexford artists' book exhibition.",,"1999-00-00 1999","Wexford Arts Centre",Wexford,,,,,,,,,,,,English,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3746,EZG8HSSR,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","3rd Wexford artists' book exhibition.",,"1997-00-00 1997","Wexford Arts Centre",Wexford,,,,,,40,,,,,,English,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3747,Z8EH9HSB,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","2nd Wexford Artists' Book Exhibition / Collins, Denis.",,"1996-00-00 1996","Wexford Arts Centre",Wexford,,,,,,,,,,,,English,,"OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3748,DN8GXMLJ,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","1st Wexford Artists' Book Exhibition 1995: Wexford Arts Centre, 15th May-3rd June.",,"1995-00-00 1995","The Centre",[Ireland],,,,,,,,,,,,English,"1st Wexford Artists' Book Exhibition 1995","OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
3749,YYY7YVSS,book,"2019-07-30 19:26:39","2019-07-30 19:37:14","<Usus>, typography, and artists' books",,"2010-00-00 2010","Codex Foundation","Berkeley, CA",,1,,"Codex +1 monograph",4,16,,"978-0-9817914-1-8 0-9817914-1-7",,,2014-04-23,English,,,,,,"Copy consulted was obtained through Interlibrary Borrowing from Brigham Young University library.",,,,,"Reference resources"
7005,6YHF3EFS,book,"2020-01-29 19:53:55","2020-01-29 19:53:55","Freedom of the presses : artists' books in the twenty-first century",,"2018-00-00 2018","Brooklyn, NY : Booklyn, [2018]",,,,,,,,,978-0-692-16678-9,,https://catalog.lib.unc.edu/catalog/UNCb9714060,,,"Freedom of the presses",,,,,,,,,,"Reference resources"
7006,SUH3PR5D,book,"2020-01-29 19:44:23","2020-01-29 19:44:23","Diamond leaves : artist books from around the world",,"2015-00-00 2015","Guilin Shi : Guangxi Shi fan da xue chu ban she, 2015. 桂林市 : 广西师范大学出版社, 2015.",,,,"Di 1 ban. 第1版.",,,,,978-7-5495-7208-3,,https://catalog.lib.unc.edu/catalog/UNCb9729216,,,"Diamond leaves",,,,,,,,,,"Reference resources"
7008,XUKZQZKP,webpage,"2020-01-27 18:26:19","2020-01-27 18:27:02","Ajam Media Collective",,,,,,,,,,,,,,https://ajammc.com/,,,,,,,,,,,"Ajam Media Collective",,"Reference resources"
7023,LTE96PUD,book,"2020-01-16 16:55:04","2020-01-16 16:59:53","Artists who make books",,"2017-00-00 2017","London ; New York : Phaidon, [2017]",,,,,,,,,978-0-7148-7264-3,,https://catalog.lib.unc.edu/catalog/UNCb9258765,,,,,,,,,,,,,"Reference resources"
7039,MN3CW7FZ,book,"2019-10-17 00:24:01","2019-10-17 00:24:01","Artists and their books - books and their artists",,"2018-00-00 2018","Getty Research Institute","Los Angeles, Calif.",,,,,,,,978-1-60606-573-0,,,,,,,,,,,,,,,"Reference resources"
8353,JV2JKULL,book,"2019-07-30 19:27:45","2020-05-12 19:55:30","Various small books : referencing various small books by Ed Ruscha","xiv, 287 pages : illustrations (some color) ; 24 cm.","2013-00-00 2013","MIT Press","Cambridge, Massachusetts",,,,,,,,978-0-262-01877-7,,,,,"Various small books",,,,,,,,,,"Reference resources"
8354,YT3YGXMT,book,"2019-07-30 19:27:45","2020-05-12 19:55:24","Two hundred books by Keith Smith : book number 200, an anecdotal bibliography",,"2000-00-00 2000","Keith Smith Books","Rochester, N.Y.",,,"1st ed.",,,,,0-9637682-7-1,,,,,"Two hundred books by Keith Smith",,,,,,,,,,"Reference resources"
8355,MWX5EQ95,book,"2019-07-30 19:26:39","2020-05-12 19:55:19","Livres d'artistes: livres-objets = Artists' books : book-objects",,"1985-00-00 1985",CERPM,Paris,,,,,,,,978-2-905633-00-2,,,,French,"Livres d'artistes","Open WorldCat",,,,,,,,,"Reference resources"
8356,DHC5ATH7,book,"2019-07-30 19:27:45","2020-05-12 19:55:12","Livres d'artistes","159 p. : ill. ; 29 cm.","1985-00-00 1985","BPI, Centre Georges Pompidou :",Paris,,,,,,,,978-2-7335-0085-9,,,,,,,,,,,,,,,"Reference resources"
8357,3U57EW9N,book,"2019-07-30 19:27:45","2020-05-12 19:55:06","Half-life : 25 years of books by Barbara Tetenbaum & Triangular Press.","45 p. : ill. ; 28 cm.","2005-00-00 2005","Triangular Press","Portland, Ore.",,,,,,,,978-0-9748323-8-8,,,,,Half-life,,,,,,,,,,"Reference resources"
8358,SGBJXYRF,book,"2019-07-30 19:27:45","2020-05-12 19:55:01","Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain",,"2012-00-00 2012","Bibliothèque nationale de France",Marseille,,,"Nouv. éd. rev. et augm.",,,,,2-36054-013-0,,,,,"Esthétique du livre d'artiste 1960/1980",,,,,,,,,,"Reference resources"
8359,N6FSDA5U,book,"2019-07-30 19:27:45","2020-05-12 19:54:56","Counting on chance : 25 years of artists' books by Robin Price, publisher.","143 p. : ill. ; 31 cm.","2010-00-00 2010","Davison Art Center, Wesleyan University","Middletown, Conn.",,,,,,,,,,,,,"Counting on chance",,,,,,,,,,"Reference resources"
8360,R9TPTHIC,book,"2019-07-30 19:27:45","2020-05-12 19:54:51","Breaking the bindings : American book art now : an exhibition of creative bookmaking produced in the United States since 1980, Elvehjem Museum of Art, 6 May-3 July 1983.","[75] p. : ill., 1 map ; 28","1983-00-00 1983","Elvehjem Museum of Art?]","Madison, Wis.",,,,,,,,,,,,,"Breaking the bindings",,,,,,,,,,"Reference resources"
8361,FAEUXXHV,book,"2019-07-30 19:27:45","2020-05-12 19:54:46","Booktrek : selected essays on artists' books (1972-2010)",,"2013-00-00 2013","JRP/Ringier ;",Zurich,,,,,,,,"2840665743 (Presses du reel : pbk.)",,,,,Booktrek,,,,,,,,,,"Reference resources"
8362,A5RE4482,book,"2019-07-30 19:27:45","2020-05-12 19:54:40","Artists' books : the book as a work of art 1963-2000",,"2015-00-00 2015","Bernard Quaritch Ltd",London,,,,,,,,0-9563012-9-0,,,,,"Artists' books",,,,,,,,,,"Reference resources"
8363,KB2E34DZ,book,"2019-07-30 19:27:45","2020-05-12 19:54:31","Artist/author : contemporary artists' books",,"1998-00-00 1998","American Federation of Arts","New York",,,,,,,,1-881616-94-0,,,,,Artist/author,,,,,,,,,,"Reference resources"
8364,ZI7K5Z2M,book,"2019-07-30 19:28:19","2020-05-12 19:52:09","Werner Pfeiffer (censor, villain, provocateur, experimenter) : book-objects & artist books",,"0000-00-00 c2008","Nielson Library Smith College ; Quality Printing","Northhampton, MA ; Pittsfield, MA",,,,,,68,,,,,,,,,,,,,,,,,"Artists' books; Reference resources"
8365,2GCRDTSJ,book,"2019-07-30 19:28:19","2020-05-12 19:52:00","The maker's hand : twenty books","103 p. : col. ill. ; 31 cm.","2001-00-00 2001","Ken Campbell",London,,,,,,,,978-0-9540102-0-1,,,,,"The maker's hand",,,,,,,,,,"Reference resources"
8366,BCG5FURQ,book,"2019-07-30 19:28:19","2020-05-12 19:51:54","The century of artists' books",,"2004-00-00 2004","Granary Books","New York City",,,"2nd ed.",,,,,"1887123695 (pbk.)",,,,,"Drucker (2004)",,,,,,,,,,"Reference resources"
8367,7SFXCRS9,book,"2019-07-30 19:26:39","2020-05-12 19:51:46","The book made art : a selection of contemporary artists' books, exhibited in the Joseph Regenstein Library, the University of Chicago, February through April 1986",,"1986-00-00 1986","University of Chicago Library",Chicago,,,,,,,,"094305608X (pbk.)",,,,,"The book made art",,,,,,,,,,"Reference resources"
8368,S8RLZLKM,book,"2019-07-30 19:26:39","2020-05-12 19:51:39","The book as art : artists' books from the National Museum of Women in the arts",,"2007-00-00 2007","Princeton Architectural Press","New York",,,,,,,,"1568986092 (alk. paper)",,https://www.worldcat.org/title/book-as-art-artists-books-from-the-national-museum-of-women-in-the-arts/oclc/804635154,,,"The book as art",,,,,,,,,,"Reference resources"
8369,JHBWPGKS,book,"2019-07-30 19:28:19","2020-05-12 19:51:34","Sol LeWitt : artist's books","141 p. : ill. (some col.) ; 19 cm.","2009-00-00 2009",Viaindustriae,"Sant'Eraclio di Foligno (Foligno)",,,,,,,,978-88-903459-2-0,,,,,"Sol LeWitt",,,,,,,,,,"Reference resources"
8370,CR3NFXSJ,book,"2019-07-30 19:28:19","2020-05-12 19:51:28","Resonance and response : artists' books from Special Collections, Wellesley College Library, June 15-18, 2005","88 p. : col. ill. ; 23 cm.","2005-00-00 2005","Wellesley College Library","Wellesley, Mass.",,,,,,,,,,,,,"Resonance and response",,,,,,,,,,"Reference resources"
8371,Q77Q8HL7,book,"2019-07-30 19:28:19","2020-05-12 19:51:22","Peter Downsbrough : the book(s)","328 p. : ill. (some color) ; 23 cm.","2011-00-00 2011","Hatje Cantz",Germany,,,,,,,,978-3-7757-2833-1,,,,,"Peter Downsbrough",,,,,,,,,,"Reference resources"
8372,5JWH4AMJ,book,"2019-07-30 19:28:19","2020-05-12 19:51:16","Offset : artists' books & prints.",,"1993-00-00 1993","Interplanetary Productions","New York, N.Y.",,,,,,,,,,,,,Offset,,,,,,,,,,"Reference resources"
8373,NCUIHVG6,book,"2019-07-30 19:28:19","2020-05-12 19:51:10","Objects / encounters : bookworks at Flying Fish Press 1987-2001","47 p. : ill. (some col.) ; 23 x 20 cm.","2002-00-00 2002","University of Vermont Libraries","Burlington, Vt.",,,,,,,,,,,,,"Objects / encounters",,,,,,,,,,"Reference resources"
8374,5ECYVY6V,book,"2019-07-30 19:28:19","2020-05-12 19:51:04","Hand, voice & vision: artists' books from Women's Studio Workshop",,"2010-00-00 2010","Women's Studio Workshop","Rosendale, N.Y.",,,,,,,,1-893125-78-5,,,,,"Hand, voice & vision",,,,,,,,,,"Reference resources"
8375,G7EEP5BC,book,"2019-07-30 19:28:19","2020-05-12 19:50:59","Gerhard Richter : books","113 pages : illustrations (some color) ; 21 cm.","2014-00-00 2014","Gregory R. Miller & Co.","New York, NY",,,,,,,,978-1-941366-01-1,,,,,"Gerhard Richter",,,,,,,,,,"Reference resources"
8376,STSHFPHF,book,"2019-07-30 19:28:19","2020-05-12 19:50:53","Druckworks 1972-2012 : 40 years of books and projects","140 p. : col. ill. ; 26 cm.","2012-00-00 2012","Epicenter, Center for Book and Paper Arts","Chicago, Ill.",,,"1st ed.",,,,,978-1-935195-42-9,,,,,"Druckworks 1972-2012",,,,,,,,,,"Reference resources"
8377,EYAM3MR5,book,"2019-07-30 19:26:39","2020-05-12 19:50:47","Creating artists' books","128 p. : ill. (some col.) ; 24 cm.","2005-00-00 2005","Watson-Guptill Publications","New York",,,,,,,,978-0-8230-1012-7,,,,,,,,,,,,,,,"Reference resources"
8378,VH6DIY2I,book,"2019-07-30 19:28:19","2020-05-12 19:50:40","Book arts 2008, Bright Hill Literary Center","104 p. : ill. ; 22 cm.","2008-00-00 2008","Bright Hill Press","Treadwell, NY",,,,,,,,978-1-892471-56-7,,,,,,,,,,,,,,,"Reference resources"
8379,X37HVCXS,book,"2019-07-30 19:28:19","2020-05-12 19:50:34","Book arts 2007, Bright Hill Center","104 p. : ill. ; 22 cm.","2007-00-00 2007","Bright Hill Press","Treadwell, N.Y.",,,,,,,,978-1-892471-47-5,,,,,,,,,,,,,,,"Reference resources"
8380,L3HFQ2SA,book,"2019-07-30 19:28:19","2020-05-12 19:50:28","Beyond the text : artists' books from the collection of Robert J. Ruben","156 p. : ill ; 21 x 28 cm.","2010-00-00 2010","Grolier Club","New York",,,,,,,,978-1-60583-026-1,,,,,"Beyond the text",,,,,,,,,,"Reference resources"
8381,94CKQLVX,book,"2019-07-30 19:28:19","2020-05-12 19:50:20","Artists' books : a critical anthology and sourcebook",,"1985-00-00 1985","The Visual Studies Workshop Press ;","Rochester, N.Y.",,,,,,,,"0898220416 :",,,,,"Artists' books",,,,,,,,,,"Reference resources"
8382,7YGZYJ5L,book,"2019-07-30 19:28:19","2020-05-12 19:50:14","Artists of the book, 1988 :",,"1988-00-00 1988","Boston Athenæum","Boston, Mass.",,,,,,40,,0-934552-53-3,,,,English,"Artists of the book, 1988","OCLC WorldCat FirstSearch",,,,,,,,,"Reference resources"
8383,DCLMEBVD,book,"2019-07-30 19:28:19","2020-05-12 19:49:42","Allan Kaprow : a bibliography","123 p. : ill. (some col.) ; 24 cm.","2011-00-00 2011","Mousse Pub.",Milano,,,,,,,,978-88-96501-79-5,,,,,"Allan Kaprow",,,,,,,,,,"Reference resources"
8488,KK7KVWQT,webpage,"2020-06-15 19:40:37","2020-06-15 19:40:37","Design Indaba","a better world through creativity",,,,,,,,,,,,,https://www.designindaba.com/,"2020-06-15 19:40:21",en,,,,,,,,,"Design Indaba",,"Reference resources"
22778,UNQAC429,book,"2021-09-03 14:31:00","2021-09-03 14:31:00","The looking book : a pocket history of Circle Press, 1967-96",,"1996-00-00 1996","London : Circle Press, [1996]",,,,,,,,,978-0-901380-71-5,,https://catalog.lib.unc.edu/trln/NCSU991001,,,"The looking book",,,,,,,,,,"Reference resources"
22779,HD2ZXR96,book,"2021-06-23 18:27:57","2021-06-23 18:27:57","Die Geschichte(n) gefalteter Bücher: Leporellos, Livres-Accordéon und Folded Panoramas in Literatur und bildender Kunst",,"2019-00-00 2019",,,,,,,,,,978-3-487-15751-1,,,,German,"Die Geschichte(n) gefalteter Bücher","Open WorldCat",,,,"OCLC: 1131707112",,,,,"Reference resources"
24058,XWS4XW55,book,"2021-10-28 13:39:01","2021-10-28 13:39:01","500 handmade books : inspiring interpretations of a timeless form",,"2008-00-00 2008","New York : Lark Books, c2008.",,,,"1st ed.",,,,,978-1-57990-877-5,,https://catalog.lib.unc.edu/catalog/UNCb5766594,,,"500 handmade books",,,,,,,,,,"Reference resources"
24246,33R938ZR,book,"2021-11-04 20:14:02","2021-11-04 20:14:02","Book as art XI : the National Museum of Women in the Arts, Library and Research Center, July 19-December 31, 1999, Washington, D.C.",,"1999-00-00 1999","Washington, D.C. : The Museum, [1999]",,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9754760,,,"Book as art XI",,,,,,,,,,"Reference resources"
24247,75SCFJ8D,book,"2021-11-04 17:52:38","2021-11-04 17:52:38","Book as art VII : December 19, 1994-September 8, 1995, the National Museum of Women in the Arts, Washington, D.C.",,"1994-00-00 1994","Washington, D.C. : National Museum of Women in the Arts, [1994]",,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9754758,,,"Book as art VII",,,,,,,,,,"Reference resources"
24248,KHX75Z8C,book,"2021-11-04 17:50:13","2021-11-04 17:50:13","Book as art V : September 14, 1992-February 19, 1993",,"1992-00-00 1992","Washington, D.C. : National Museum of Women in the Arts, [1992]",,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9754754,,,"Book as art V",,,,,,,,,,"Reference resources"
24310,QEFHBIF4,book,"2021-11-02 17:35:00","2021-11-02 17:35:00","Thread loves paper",,"2012-00-00 2012","[Sonoma, Calif. ] : Emily Marks, c2012.",,,,,,,,,978-0-615-65988-6,,https://catalog.lib.unc.edu/catalog/UNCb7593119,,,,,,,,,,,,,"Reference resources"
24311,JM2TDIEC,book,"2021-11-01 19:54:54","2021-11-01 19:54:54","Summer reading",,"2021-00-00 2021","New York, New York : Center for Book Arts, 2021",,,,"First edition",,,,,978-1-951163-07-5,,https://catalog.lib.unc.edu/catalog/UNCb10786805,,,,,,,,,,,,,"Reference resources"
