cluster,labels,include,conceptId,category,prefLabel,exactMatch,note
lcsh|artists-books-new-york-state-red-hook,Artists' books -- New York (State) -- Red Hook,y,artists-books-new-york-state-red-hook,topical,Artists' books -- New York (State) -- Red Hook,,auto-seeded draft; review
lcsh|artists-books-new-york-state-rosendale-20th-century-specimens,Artists' books -- New York (State) -- Rosendale -- 20th century -- Specimens,y,artists-books-new-york-state-rosendale-20th-century-specimens,topical,Artists' books -- New York (State) -- Rosendale -- 20th century -- Specimens,,auto-seeded draft; review
lcsh|artists-books-new-york-state-rosendale-specimens,Artists' books -- New York (State) -- Rosendale -- Specimens,y,artists-books-new-york-state-rosendale-specimens,topical,Artists' books -- New York (State) -- Rosendale -- Specimens,,auto-seeded draft; review
lcsh|artists-books-new-york-state-rosendale,Artists' books -- New York (State) -- Rosendale | Artists books -- New York (State) -- Rosendale,y,artists-books-new-york-state-rosendale,topical,Artists' books -- New York (State) -- Rosendale,,auto-seeded draft; review
lcsh|artists-books-north-carolina-pinnacle,Artists' books -- North Carolina -- Pinnacle,y,artists-books-north-carolina-pinnacle,topical,Artists' books -- North Carolina -- Pinnacle,,auto-seeded draft; review
lcsh|artists-books-north-carolina-specimens,Artists' books -- North Carolina -- Specimens,y,artists-books-north-carolina-specimens,topical,Artists' books -- North Carolina -- Specimens,,auto-seeded draft; review
lcsh|artists-books-norway,Artists' books -- Norway,y,artists-books-norway,topical,Artists' books -- Norway,,auto-seeded draft; review
lcsh|artists-books-ohio-toledo-21st-century,Artists' books -- Ohio -- Toledo -- 21st century,y,artists-books-ohio-toledo-21st-century,topical,Artists' books -- Ohio -- Toledo -- 21st century,,auto-seeded draft; review
lcsh|artists-books-oregon,Artists' books -- Oregon,y,artists-books-oregon,topical,Artists' books -- Oregon,,auto-seeded draft; review
lcsh|artists-books-oregon-portland,Artists' books -- Oregon -- Portland,y,artists-books-oregon-portland,topical,Artists' books -- Oregon -- Portland,,auto-seeded draft; review
lcsh|artists-books-pakistan,Artists' books -- Pakistan,y,artists-books-pakistan,topical,Artists' books -- Pakistan,,auto-seeded draft; review
lcsh|artists-books-pennsylvania-philadelphia,Artists' books -- Pennsylvania -- Philadelphia,y,artists-books-pennsylvania-philadelphia,topical,Artists' books -- Pennsylvania -- Philadelphia,,auto-seeded draft; review
lcsh|artists-books-periodicals,Artists' books -- Periodicals,y,artists-books-periodicals,topical,Artists' books -- Periodicals,,auto-seeded draft; review
lcsh|artists-books-personal-narratives,Artists' books -- Personal narratives,y,artists-books-personal-narratives,topical,Artists' books -- Personal narratives,,auto-seeded draft; review
http://id.worldcat.org/fast/817663.,Artists' books -- Private collections,y,artists-books-private-collections,topical,Artists' books -- Private collections,,auto-seeded draft; review
lcsh|artists-books-private-collections-netherlands,Artists' books -- Private collections -- Netherlands,y,artists-books-private-collections-netherlands,topical,Artists' books -- Private collections -- Netherlands,,auto-seeded draft; review
http://id.worldcat.org/fast/817664.,Artists' books -- Publishing,y,artists-books-publishing,topical,Artists' books -- Publishing,,auto-seeded draft; review
lcsh|artists-books-publishing,Artists' books -- Publishing,y,artists-books-publishing,topical,Artists' books -- Publishing,,auto-seeded draft; review
lcsh|artists-books-puerto-rico,Artists' books -- Puerto Rico,y,artists-books-puerto-rico,topical,Artists' books -- Puerto Rico,,auto-seeded draft; review
lcsh|artists-books-que-bec,Artists' books -- Québec,y,artists-books-que-bec,topical,Artists' books -- Québec,,auto-seeded draft; review
lcsh|artists-books-que-bec-province-montre-al-specimens,Artists' books -- Québec (Province) -- Montréal -- Specimens,y,artists-books-que-bec-province-montre-al-specimens,topical,Artists' books -- Québec (Province) -- Montréal -- Specimens,,auto-seeded draft; review
lcsh|artists-books-rhode-island-newport,Artists' books -- Rhode Island -- Newport,y,artists-books-rhode-island-newport,topical,Artists' books -- Rhode Island -- Newport,,auto-seeded draft; review
lcsh|artists-books-rhode-island-providence,Artists' books -- Rhode Island -- Providence,y,artists-books-rhode-island-providence,topical,Artists' books -- Rhode Island -- Providence,,auto-seeded draft; review
lcsh|artists-books-rhode-island-providence-specimens,Artists' books -- Rhode Island -- Providence -- Specimens,y,artists-books-rhode-island-providence-specimens,topical,Artists' books -- Rhode Island -- Providence -- Specimens,,auto-seeded draft; review
lcsh|artists-books-russia-federation,Artists' books -- Russia (Federation),y,artists-books-russia-federation,topical,Artists' books -- Russia (Federation),,auto-seeded draft; review
lcsh|artists-books-scotland,Artists' books -- Scotland,y,artists-books-scotland,topical,Artists' books -- Scotland,,auto-seeded draft; review
lcsh|artists-books-spain,Artists' books -- Spain,y,artists-books-spain,topical,Artists' books -- Spain,,auto-seeded draft; review
lcsh|artists-books-specimens,Artists' books -- Specimens,y,artists-books-specimens,topical,Artists' books -- Specimens,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2023000629.,Artists' books -- Specimens,y,artists-books-specimens,topical,Artists' books -- Specimens,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2023000629,Artists' books -- Specimens,y,artists-books-specimens,topical,Artists' books -- Specimens,,auto-seeded draft; review
lcsh|artists-books-sri-lanka-specimens,Artists' books -- Sri Lanka -- Specimens,y,artists-books-sri-lanka-specimens,topical,Artists' books -- Sri Lanka -- Specimens,,auto-seeded draft; review
lcsh|artists-books-themes-motives,"Artists' books -- Themes, motives",y,artists-books-themes-motives,topical,"Artists' books -- Themes, motives",,auto-seeded draft; review
lcsh|artists-books-united-states,Artists' books -- United States,y,artists-books-united-states,topical,Artists' books -- United States,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2007101486,Artists' books -- United States,y,artists-books-united-states,topical,Artists' books -- United States,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2007101486.,Artists' books -- United States,y,artists-books-united-states,topical,Artists' books -- United States,,auto-seeded draft; review
lcshac|artists-books-united-states,Artists' books -- United States,y,artists-books-united-states,topical,Artists' books -- United States,,auto-seeded draft; review
lcsh|artists-books-united-states-20th-century-specimens,Artists' books -- United States -- 20th century -- Specimens,y,artists-books-united-states-20th-century-specimens,topical,Artists' books -- United States -- 20th century -- Specimens,,auto-seeded draft; review
lcsh|artists-books-united-states-21st-century-specimens,Artists' books -- United States -- 21st century -- Specimens,y,artists-books-united-states-21st-century-specimens,topical,Artists' books -- United States -- 21st century -- Specimens,,auto-seeded draft; review
lcsh|artists-books-united-states-exhibitions,Artists' books -- United States -- Exhibitions,y,artists-books-united-states-exhibitions,topical,Artists' books -- United States -- Exhibitions,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2009115980.,Artists' books -- United States -- Exhibitions,y,artists-books-united-states-exhibitions,topical,Artists' books -- United States -- Exhibitions,,auto-seeded draft; review
lcsh|artists-books-united-states-new-york,Artists' books -- United States -- New York,y,artists-books-united-states-new-york,topical,Artists' books -- United States -- New York,,auto-seeded draft; review
lcsh|artists-books-united-states-specimens,Artists' books -- United States -- Specimens,y,artists-books-united-states-specimens,topical,Artists' books -- United States -- Specimens,,auto-seeded draft; review
lcsh|artists-books-united-states-themes-motives,"Artists' books -- United States -- Themes, motives",y,artists-books-united-states-themes-motives,topical,"Artists' books -- United States -- Themes, motives",,auto-seeded draft; review
lcsh|artists-books-vermont-newark,Artists' books -- Vermont -- Newark,y,artists-books-vermont-newark,topical,Artists' books -- Vermont -- Newark,,auto-seeded draft; review
lcsh|artists-books-virginia,Artists' books -- Virginia,y,artists-books-virginia,topical,Artists' books -- Virginia,,auto-seeded draft; review
lcsh|artists-books-virginia-charlottesville,Artists' books -- Virginia -- Charlottesville,y,artists-books-virginia-charlottesville,topical,Artists' books -- Virginia -- Charlottesville,,auto-seeded draft; review
lcsh|artists-books-virginia-richmond,Artists' books -- Virginia -- Richmond,y,artists-books-virginia-richmond,topical,Artists' books -- Virginia -- Richmond,,auto-seeded draft; review
lcsh|artists-books-washington-seattle,Artists' books -- Washington -- Seattle,y,artists-books-washington-seattle,topical,Artists' books -- Washington -- Seattle,,auto-seeded draft; review
lcsh|artists-books-washington-d-c,Artists' books -- Washington (D.C.),y,artists-books-washington-d-c,topical,Artists' books -- Washington (D.C.),,auto-seeded draft; review
lcsh|artists-books-washington-state,Artists' books -- Washington (State),y,artists-books-washington-state,topical,Artists' books -- Washington (State),,auto-seeded draft; review
lcsh|artists-books-washington-state-tacoma-specimens,Artists' books -- Washington (State) -- Tacoma -- Specimens,y,artists-books-washington-state-tacoma-specimens,topical,Artists' books -- Washington (State) -- Tacoma -- Specimens,,auto-seeded draft; review
lcsh|artists-books-wisconsin-madison,Artists' books -- Wisconsin -- Madison,y,artists-books-wisconsin-madison,topical,Artists' books -- Wisconsin -- Madison,,auto-seeded draft; review
lcsh|artists-books-wisconsin-milwaukee,Artists' books -- Wisconsin -- Milwaukee,y,artists-books-wisconsin-milwaukee,topical,Artists' books -- Wisconsin -- Milwaukee,,auto-seeded draft; review
lcsh|artists-books-wisconsin-stevens-point,Artists' books -- Wisconsin -- Stevens Point,y,artists-books-wisconsin-stevens-point,topical,Artists' books -- Wisconsin -- Stevens Point,,auto-seeded draft; review
unspecified|artists-books-1978,Artists' books ; 1978,y,artists-books-1978,topical,Artists' books ; 1978,,auto-seeded draft; review
unspecified|artists-books-1983,Artists' books ; 1983,y,artists-books-1983,topical,Artists' books ; 1983,,auto-seeded draft; review
unspecified|artists-books-illinois-chicago-2013,Artists' books ; Illinois ; Chicago ; 2013,y,artists-books-illinois-chicago-2013,topical,Artists' books ; Illinois ; Chicago ; 2013,,auto-seeded draft; review
unspecified|artists-books-iowa-1995,Artists' books ; Iowa ; 1995,y,artists-books-iowa-1995,topical,Artists' books ; Iowa ; 1995,,auto-seeded draft; review
unspecified|artists-books-mexico-mexico-city,Artists' books ; Mexico ; Mexico City,y,artists-books-mexico-mexico-city,topical,Artists' books -- Mexico -- Mexico City,,auto-seeded draft; review
unspecified|artists-books-netherlands-maastricht-1974,Artists' books ; Netherlands ; Maastricht ; 1974,y,artists-books-netherlands-maastricht-1974,topical,Artists' books ; Netherlands ; Maastricht ; 1974,,auto-seeded draft; review
unspecified|artists-books-new-york-state-20th-century,Artists' books ; New York (State) ; 20th century,y,artists-books-new-york-state-20th-century,topical,Artists' books ; New York (State) ; 20th century,,auto-seeded draft; review
unspecified|artists-books-rhode-island-20th-century,Artists' books ; Rhode Island ; 20th century,y,artists-books-rhode-island-20th-century,topical,Artists' books ; Rhode Island ; 20th century,,auto-seeded draft; review
unspecified|artists-books-specimens,Artists' books ; Specimens,y,artists-books-specimens,topical,Artists' books -- Specimens,,auto-seeded draft; review
unspecified|artists-books-united-states,Artists' books ; United States,y,artists-books-united-states,topical,Artists' books -- United States,,auto-seeded draft; review
unspecified|artists-books-united-states-1979,Artists' books ; United States ; 1979,y,artists-books-united-states-1979,topical,Artists' books ; United States ; 1979,,auto-seeded draft; review
unspecified|artists-books-books,artists' books (books),y,artists-books-books,topical,artists' books (books),,auto-seeded draft; review
http://vocab.getty.edu/aat/300123016.,Artists' books (books),y,artists-books-books,topical,artists' books (books),,auto-seeded draft; review
aat|artists-books-books,artists' books (books),y,artists-books-books,topical,artists' books (books),,auto-seeded draft; review
(CStmoGRI)aat300123016,artists' books (books),y,artists-books-books,topical,artists' books (books),,auto-seeded draft; review
aat|artists-books-books-florida-tallahassee-21st-century,Artists' books (books) -- Florida -- Tallahassee -- 21st century,y,artists-books-books-florida-tallahassee-21st-century,topical,Artists' books (books) -- Florida -- Tallahassee -- 21st century,,auto-seeded draft; review
