cluster,authorityURI,schemes,tags,recs,labels
http://id.loc.gov/authorities/subjects/sh2010012620.,http://id.loc.gov/authorities/subjects/sh2010012620.,lcsh,650,1,Karuk art
http://id.loc.gov/authorities/subjects/sh2010012629.,http://id.loc.gov/authorities/subjects/sh2010012629.,lcsh,650,1,Loss (Psychology) in art
http://id.loc.gov/authorities/subjects/sh2010100131.,http://id.loc.gov/authorities/subjects/sh2010100131.,lcsh,650,1,"Logic -- Problems, exercises, etc"
http://id.loc.gov/authorities/subjects/sh2010100368.,http://id.loc.gov/authorities/subjects/sh2010100368.,lcsh,650,1,Man-woman relationships -- Case studies
http://id.loc.gov/authorities/subjects/sh2010100374.,http://id.loc.gov/authorities/subjects/sh2010100374.,lcsh,650,1,Man-woman relationships -- Psychological aspects
http://id.loc.gov/authorities/subjects/sh2010100643.,http://id.loc.gov/authorities/subjects/sh2010100643.,lcsh,650,1,Marine animals -- Pictorial works
http://id.loc.gov/authorities/subjects/sh2010101438.,http://id.loc.gov/authorities/subjects/sh2010101438.,lcsh,650,1,Memory -- Social aspects -- United States
http://id.loc.gov/authorities/subjects/sh2010101440.,http://id.loc.gov/authorities/subjects/sh2010101440.,lcsh,650,1,Men -- Portraits
http://id.loc.gov/authorities/subjects/sh2010101731.,http://id.loc.gov/authorities/subjects/sh2010101731.,lcsh,650,1,Migraine -- Popular works
http://id.loc.gov/authorities/subjects/sh2010102430.,http://id.loc.gov/authorities/subjects/sh2010102430.,lcsh,650,1,Mothers -- Biography
http://id.loc.gov/authorities/subjects/sh2010102610.,http://id.loc.gov/authorities/subjects/sh2010102610.,lcsh,650,1,Mountains in art -- Exhibitions
http://id.loc.gov/authorities/subjects/sh2010103459.,http://id.loc.gov/authorities/subjects/sh2010103459.,,651,1,New York (State) -- Pictorial works
http://id.loc.gov/authorities/subjects/sh2010103980.,http://id.loc.gov/authorities/subjects/sh2010103980.,lcsh,650,1,Nuclear power plants -- Health aspects
http://id.loc.gov/authorities/subjects/sh2010105497,http://id.loc.gov/authorities/subjects/sh2010105497,lcsh,650,1,Performance art -- Exhibitions
http://id.loc.gov/authorities/subjects/sh2010105807.,http://id.loc.gov/authorities/subjects/sh2010105807.,lcsh,650,1,"Persian Gulf War, 1991 -- Personal narratives"
http://id.loc.gov/authorities/subjects/sh2010106285.,http://id.loc.gov/authorities/subjects/sh2010106285.,lcsh,650,1,Photography -- Mexico
http://id.loc.gov/authorities/subjects/sh2010107810.,http://id.loc.gov/authorities/subjects/sh2010107810.,lcsh,650,1,Post-traumatic stress disorder -- United States
http://id.loc.gov/authorities/subjects/sh2010107859.,http://id.loc.gov/authorities/subjects/sh2010107859.,lcsh,650,1,Postcards -- Collectors and collecting
http://id.loc.gov/authorities/subjects/sh2010108029.,http://id.loc.gov/authorities/subjects/sh2010108029.,lcsh,650,1,Pregnancy -- Pictorial works
http://id.loc.gov/authorities/subjects/sh2010108675.,http://id.loc.gov/authorities/subjects/sh2010108675.,lcsh,650,1,Prostitution -- Europe
http://id.loc.gov/authorities/subjects/sh2010109111,http://id.loc.gov/authorities/subjects/sh2010109111,lcsh,650,1,"Publishers and publishing -- Handbooks, manuals, etc"
http://id.loc.gov/authorities/subjects/sh2010112651,http://id.loc.gov/authorities/subjects/sh2010112651,lcsh,650,1,"September 11 Terrorist Attacks, 2001 -- Pictorial works"
http://id.loc.gov/authorities/subjects/sh2010112819.,http://id.loc.gov/authorities/subjects/sh2010112819.,lcsh,650,1,Sex discrimination against women -- India
http://id.loc.gov/authorities/subjects/sh2010112867.,http://id.loc.gov/authorities/subjects/sh2010112867.,lcsh,650,1,Sexual harassment -- United States
http://id.loc.gov/authorities/subjects/sh2010113271.,http://id.loc.gov/authorities/subjects/sh2010113271.,lcsh,650,1,Slavery -- United States -- Poetry
http://id.loc.gov/authorities/subjects/sh2010113613.,http://id.loc.gov/authorities/subjects/sh2010113613.,lcsh,650,1,Social movements -- Mexico -- History -- 20th century
http://id.loc.gov/authorities/subjects/sh2010114197.,http://id.loc.gov/authorities/subjects/sh2010114197.,lcsh,650,1,"Songs, Spanish -- Cuba"
http://id.loc.gov/authorities/subjects/sh2010114542,http://id.loc.gov/authorities/subjects/sh2010114542,lcsh,650,1,Sports in art -- Exhibitions
http://id.loc.gov/authorities/subjects/sh2010115155.,http://id.loc.gov/authorities/subjects/sh2010115155.,lcsh,650,1,"Survival -- Handbooks, manuals, etc"
http://id.loc.gov/authorities/subjects/sh2010117267.,http://id.loc.gov/authorities/subjects/sh2010117267.,lcsh,650,1,Tzotzil language -- Texts
http://id.loc.gov/authorities/subjects/sh2010117810.,http://id.loc.gov/authorities/subjects/sh2010117810.,lcsh,650,1,Video art -- United States -- Exhibitions
http://id.loc.gov/authorities/subjects/sh2010118172.,http://id.loc.gov/authorities/subjects/sh2010118172.,lcsh,650,1,War and society -- United States
http://id.loc.gov/authorities/subjects/sh2010118213.,http://id.loc.gov/authorities/subjects/sh2010118213.,lcsh,650,1,Women photographers -- United States -- Biography
http://id.loc.gov/authorities/subjects/sh2010118761,http://id.loc.gov/authorities/subjects/sh2010118761,lcsh,650,1,Women artists -- United States -- Exhibitions
http://id.loc.gov/authorities/subjects/sh2010118899.,http://id.loc.gov/authorities/subjects/sh2010118899.,lcsh,650,1,Women -- Employment -- Australia
http://id.loc.gov/authorities/subjects/sh2010118936.,http://id.loc.gov/authorities/subjects/sh2010118936.,lcsh,650,1,Women's rights -- Mexico
http://id.loc.gov/authorities/subjects/sh2010119307.,http://id.loc.gov/authorities/subjects/sh2010119307.,lcsh,650,1,Writing in art -- Exhibitions
http://id.loc.gov/authorities/subjects/sh2011000325.,http://id.loc.gov/authorities/subjects/sh2011000325.,lcsh,650,1,Invisibility
http://id.loc.gov/authorities/subjects/sh2011003638.,http://id.loc.gov/authorities/subjects/sh2011003638.,lcsh,650,1,Thought and thinking in art
http://id.loc.gov/authorities/subjects/sh2011004490.,http://id.loc.gov/authorities/subjects/sh2011004490.,,651,1,"Egypt -- History -- Protests, 2011-2013"
http://id.loc.gov/authorities/subjects/sh2012000115.,http://id.loc.gov/authorities/subjects/sh2012000115.,lcsh,650,1,Law and secrecy
http://id.loc.gov/authorities/subjects/sh2012000178.,http://id.loc.gov/authorities/subjects/sh2012000178.,lcsh,650,1,Social media in art
http://id.loc.gov/authorities/subjects/sh2012000484,http://id.loc.gov/authorities/subjects/sh2012000484,lcsh,650,1,"Recycling (Waste, etc.) in art"
http://id.loc.gov/authorities/subjects/sh2012000484.,http://id.loc.gov/authorities/subjects/sh2012000484.,lcsh,650,1,"Recycling (Waste, etc.) in art"
http://id.loc.gov/authorities/subjects/sh2012001613.,http://id.loc.gov/authorities/subjects/sh2012001613.,lcsh,650,1,Mannequins (Figures) in art
http://id.loc.gov/authorities/subjects/sh2012002128.,http://id.loc.gov/authorities/subjects/sh2012002128.,lcsh,650,1,International law and human rights
http://id.loc.gov/authorities/subjects/sh2012004587.,http://id.loc.gov/authorities/subjects/sh2012004587.,lcsh,650,1,Diaries in art
http://id.loc.gov/authorities/subjects/sh2013001204.,http://id.loc.gov/authorities/subjects/sh2013001204.,lcsh,650,1,Coffee stains
http://id.loc.gov/authorities/subjects/sh2013002597.,http://id.loc.gov/authorities/subjects/sh2013002597.,lcsh,650,1,Hacking
http://id.loc.gov/authorities/subjects/sh2014000656.,http://id.loc.gov/authorities/subjects/sh2014000656.,lcsh,650,1,Periodic table of the elements
http://id.loc.gov/authorities/subjects/sh2014001772.,http://id.loc.gov/authorities/subjects/sh2014001772.,lcsh,650,1,Avarice in art
http://id.loc.gov/authorities/subjects/sh2014001823.,http://id.loc.gov/authorities/subjects/sh2014001823.,lcsh,650,1,Discrimination in language
http://id.loc.gov/authorities/subjects/sh2015000095.,http://id.loc.gov/authorities/subjects/sh2015000095.,lcsh,650,1,Transgender people in art
http://id.loc.gov/authorities/subjects/sh2015002377.,http://id.loc.gov/authorities/subjects/sh2015002377.,lcsh,650,1,Autobiography in art
http://id.loc.gov/authorities/subjects/sh2016001262.,http://id.loc.gov/authorities/subjects/sh2016001262.,lcsh,650,1,Female-to-male transsexuals in art
http://id.loc.gov/authorities/subjects/sh2017003576.,http://id.loc.gov/authorities/subjects/sh2017003576.,lcsh,650,1,Wallpaper in art
http://id.loc.gov/authorities/subjects/sh2017003931,http://id.loc.gov/authorities/subjects/sh2017003931,lcsh,650,1,Dwarfs (Persons) in art
http://id.loc.gov/authorities/subjects/sh2017003932,http://id.loc.gov/authorities/subjects/sh2017003932,lcsh,650,1,Dwarfs (Folklore) in art
http://id.loc.gov/authorities/subjects/sh2018001545.,http://id.loc.gov/authorities/subjects/sh2018001545.,lcsh,650,1,Image steganography
http://id.loc.gov/authorities/subjects/sh2019000286.,http://id.loc.gov/authorities/subjects/sh2019000286.,lcsh,650,1,Climatic changes in art
http://id.loc.gov/authorities/subjects/sh2020006620.,http://id.loc.gov/authorities/subjects/sh2020006620.,lcsh,650,1,Affect (Psychology) in art
http://id.loc.gov/authorities/subjects/sh2020008759.,http://id.loc.gov/authorities/subjects/sh2020008759.,lcsh,650,1,"COVID-19 Pandemic, 2020-2023"
http://id.loc.gov/authorities/subjects/sh2021016059.,http://id.loc.gov/authorities/subjects/sh2021016059.,lcsh,650,1,Zapotec language -- Study and teaching (Elementary) -- Spanish speakers
http://id.loc.gov/authorities/subjects/sh2023000296.,http://id.loc.gov/authorities/subjects/sh2023000296.,lcsh,650,1,Women architects -- United States
http://id.loc.gov/authorities/subjects/sh85000258.,http://id.loc.gov/authorities/subjects/sh85000258.,lcsh,650,1,Abstraction
http://id.loc.gov/authorities/subjects/sh85000747.,http://id.loc.gov/authorities/subjects/sh85000747.,lcsh,650,1,Actors -- Portraits
http://id.loc.gov/authorities/subjects/sh85001323.,http://id.loc.gov/authorities/subjects/sh85001323.,lcsh,650,1,Aircraft accidents
http://id.loc.gov/authorities/subjects/sh85001465.,http://id.loc.gov/authorities/subjects/sh85001465.,lcsh,650,1,"Aesthetics, Japanese"
http://id.loc.gov/authorities/subjects/sh85001474.,http://id.loc.gov/authorities/subjects/sh85001474.,lcsh,650,1,"Aesthetics, Modern -- 20th century"
http://id.loc.gov/authorities/subjects/sh85001790.,http://id.loc.gov/authorities/subjects/sh85001790.,lcsh,650,1,African American art
http://id.loc.gov/authorities/subjects/sh85002006.,http://id.loc.gov/authorities/subjects/sh85002006.,lcsh,650,1,African Americans in art
http://id.loc.gov/authorities/subjects/sh85002193,http://id.loc.gov/authorities/subjects/sh85002193,lcsh,650,1,Aggressiveness
http://id.loc.gov/authorities/subjects/sh85002193.,http://id.loc.gov/authorities/subjects/sh85002193.,lcsh,650,1,Aggressiveness
http://id.loc.gov/authorities/subjects/sh85002201.,http://id.loc.gov/authorities/subjects/sh85002201.,lcsh,650,1,Aging
http://id.loc.gov/authorities/subjects/sh85002719.,http://id.loc.gov/authorities/subjects/sh85002719.,lcsh,650,1,Air warfare
http://id.loc.gov/authorities/subjects/sh85003551.,http://id.loc.gov/authorities/subjects/sh85003551.,lcsh,650,1,Noncitizens -- United States
http://id.loc.gov/authorities/subjects/sh85003819,http://id.loc.gov/authorities/subjects/sh85003819,lcsh,650,1,Alphabet
http://id.loc.gov/authorities/subjects/sh85003819.,http://id.loc.gov/authorities/subjects/sh85003819.,lcsh,650,1,Alphabet
http://id.loc.gov/authorities/subjects/sh85003826,http://id.loc.gov/authorities/subjects/sh85003826,lcsh,650,1,Alphabets
http://id.loc.gov/authorities/subjects/sh85004080.,http://id.loc.gov/authorities/subjects/sh85004080.,lcsh,650,1,Alzheimer's disease
http://id.loc.gov/authorities/subjects/sh85004336.,http://id.loc.gov/authorities/subjects/sh85004336.,lcsh,650,1,American literature
http://id.loc.gov/authorities/subjects/sh85004382,http://id.loc.gov/authorities/subjects/sh85004382,lcsh,650,1,American poetry
http://id.loc.gov/authorities/subjects/sh85004387,http://id.loc.gov/authorities/subjects/sh85004387,lcsh,650,1,American poetry -- 20th century
http://id.loc.gov/authorities/subjects/sh85004387.,http://id.loc.gov/authorities/subjects/sh85004387.,lcsh,650,1,American poetry -- 20th century
http://id.loc.gov/authorities/subjects/sh85004412.,http://id.loc.gov/authorities/subjects/sh85004412.,lcsh,650,1,"American Revolution Bicentennial, 1976"
http://id.loc.gov/authorities/subjects/sh85004812.,http://id.loc.gov/authorities/subjects/sh85004812.,lcsh,650,1,Anarchism
http://id.loc.gov/authorities/subjects/sh85004839.,http://id.loc.gov/authorities/subjects/sh85004839.,lcsh,650,1,Human anatomy
http://id.loc.gov/authorities/subjects/sh85005008.,http://id.loc.gov/authorities/subjects/sh85005008.,lcsh,650,1,Angels in art
http://id.loc.gov/authorities/subjects/sh85005274.,http://id.loc.gov/authorities/subjects/sh85005274.,lcsh,650,1,Animal welfare
http://id.loc.gov/authorities/subjects/sh85005721.,http://id.loc.gov/authorities/subjects/sh85005721.,lcsh,650,1,Antinuclear movement
http://id.loc.gov/authorities/subjects/sh85005791.,http://id.loc.gov/authorities/subjects/sh85005791.,lcsh,650,1,Antlers
http://id.loc.gov/authorities/subjects/sh85006587.,http://id.loc.gov/authorities/subjects/sh85006587.,lcsh,650,1,Architectural drawing
http://id.loc.gov/authorities/subjects/sh85006611.,http://id.loc.gov/authorities/subjects/sh85006611.,lcsh,650,1,Architecture
http://id.loc.gov/authorities/subjects/sh85006636.,http://id.loc.gov/authorities/subjects/sh85006636.,lcsh,650,1,Architecture -- Pictorial works
http://id.loc.gov/authorities/subjects/sh85006684.,http://id.loc.gov/authorities/subjects/sh85006684.,lcsh,650,1,Architecture -- Middle East
http://id.loc.gov/authorities/subjects/sh85006685.,http://id.loc.gov/authorities/subjects/sh85006685.,lcsh,650,1,Architecture -- Netherlands
http://id.loc.gov/authorities/subjects/sh85006795.,http://id.loc.gov/authorities/subjects/sh85006795.,lcsh,650,1,"Architecture, Greek"
http://id.loc.gov/authorities/subjects/sh85006803.,http://id.loc.gov/authorities/subjects/sh85006803.,lcsh,650,1,"Architecture, Industrial"
http://id.loc.gov/authorities/subjects/sh85006834.,http://id.loc.gov/authorities/subjects/sh85006834.,lcsh,650,1,"Architecture, Modern -- 20th century"
http://id.loc.gov/authorities/subjects/sh85007071.,http://id.loc.gov/authorities/subjects/sh85007071.,,651,1,Argentina -- Social conditions
http://id.loc.gov/authorities/subjects/sh85007464,http://id.loc.gov/authorities/subjects/sh85007464,lcsh,650,1,Art -- Anecdotes
http://id.loc.gov/authorities/subjects/sh85007470.,http://id.loc.gov/authorities/subjects/sh85007470.,lcsh,650,1,Art -- Censorship
http://id.loc.gov/authorities/subjects/sh85007537.,http://id.loc.gov/authorities/subjects/sh85007537.,lcsh,650,1,"Art, American"
http://id.loc.gov/authorities/subjects/sh85007545,http://id.loc.gov/authorities/subjects/sh85007545,lcsh,650,1,"Art, Argentine"
http://id.loc.gov/authorities/subjects/sh85007557.,http://id.loc.gov/authorities/subjects/sh85007557.,lcsh,650,1,"Art, Aboriginal Australian"
http://id.loc.gov/authorities/subjects/sh85007558,http://id.loc.gov/authorities/subjects/sh85007558,lcsh,650,1,"Art, Austrian"
http://id.loc.gov/authorities/subjects/sh85007579,http://id.loc.gov/authorities/subjects/sh85007579,lcsh,650,1,"Art, Brazilian"
http://id.loc.gov/authorities/subjects/sh85007718,http://id.loc.gov/authorities/subjects/sh85007718,lcsh,650,1,"Art, Italian"
http://id.loc.gov/authorities/subjects/sh85007718.,http://id.loc.gov/authorities/subjects/sh85007718.,lcsh,650,1,"Art, Italian"
http://id.loc.gov/authorities/subjects/sh85007811.,http://id.loc.gov/authorities/subjects/sh85007811.,lcsh,650,1,"Art, French -- 20th century"
http://id.loc.gov/authorities/subjects/sh85007955.,http://id.loc.gov/authorities/subjects/sh85007955.,lcsh,650,1,Zen art
http://id.loc.gov/authorities/subjects/sh85007961.,http://id.loc.gov/authorities/subjects/sh85007961.,lcsh,650,1,Art and industry
http://id.loc.gov/authorities/subjects/sh85007962.,http://id.loc.gov/authorities/subjects/sh85007962.,lcsh,650,1,Art and literature
http://id.loc.gov/authorities/subjects/sh85007968.,http://id.loc.gov/authorities/subjects/sh85007968.,lcsh,650,1,Art and mythology
http://id.loc.gov/authorities/subjects/sh85007971.,http://id.loc.gov/authorities/subjects/sh85007971.,lcsh,650,1,Art and race
http://id.loc.gov/authorities/subjects/sh85007979.,http://id.loc.gov/authorities/subjects/sh85007979.,lcsh,650,1,Art and war
http://id.loc.gov/authorities/subjects/sh85007984.,http://id.loc.gov/authorities/subjects/sh85007984.,lcsh,650,1,Art brut
http://id.loc.gov/authorities/subjects/sh85007989.,http://id.loc.gov/authorities/subjects/sh85007989.,lcsh,650,1,Art criticism
http://id.loc.gov/authorities/subjects/sh85008086.,http://id.loc.gov/authorities/subjects/sh85008086.,lcsh,650,1,Art thefts
http://id.loc.gov/authorities/subjects/sh85008282.,http://id.loc.gov/authorities/subjects/sh85008282.,lcsh,650,1,Artists -- Social conditions
http://id.loc.gov/authorities/subjects/sh85008299,http://id.loc.gov/authorities/subjects/sh85008299,lcsh,650,1,Artists and models in art
http://id.loc.gov/authorities/subjects/sh85008315.,http://id.loc.gov/authorities/subjects/sh85008315.,lcsh,650,1,Artists' studios
http://id.loc.gov/authorities/subjects/sh85008324.,http://id.loc.gov/authorities/subjects/sh85008324.,lcsh,650,1,Arts
http://id.loc.gov/authorities/subjects/sh85008409.,http://id.loc.gov/authorities/subjects/sh85008409.,lcsh,650,1,"Arts, Latin American"
http://id.loc.gov/authorities/subjects/sh85010050.,http://id.loc.gov/authorities/subjects/sh85010050.,lcsh,650,1,Autobiography
http://id.loc.gov/authorities/subjects/sh85010684.,http://id.loc.gov/authorities/subjects/sh85010684.,lcsh,650,1,Aztecs -- Religion
http://id.loc.gov/authorities/subjects/sh85010752.,http://id.loc.gov/authorities/subjects/sh85010752.,lcsh,650,1,Baby boom generation
http://id.loc.gov/authorities/subjects/sh85012886.,http://id.loc.gov/authorities/subjects/sh85012886.,lcsh,650,1,Beginning
http://id.loc.gov/authorities/subjects/sh85013357,http://id.loc.gov/authorities/subjects/sh85013357,lcsh,650,1,"Berlin Wall, Berlin, Germany, 1961-1989"
http://id.loc.gov/authorities/subjects/sh85014030.,http://id.loc.gov/authorities/subjects/sh85014030.,lcsh,650,1,Bilingualism
http://id.loc.gov/authorities/subjects/sh85014342,http://id.loc.gov/authorities/subjects/sh85014342,lcsh,650,1,Birds in art
http://id.loc.gov/authorities/subjects/sh85014578.,http://id.loc.gov/authorities/subjects/sh85014578.,lcsh,650,1,Black in art
http://id.loc.gov/authorities/subjects/sh85014706.,http://id.loc.gov/authorities/subjects/sh85014706.,lcsh,650,1,Black people in art
http://id.loc.gov/authorities/subjects/sh85015477.,http://id.loc.gov/authorities/subjects/sh85015477.,lcsh,650,1,Bombs
http://id.loc.gov/authorities/subjects/sh85015610.,http://id.loc.gov/authorities/subjects/sh85015610.,lcsh,650,1,Book collecting
http://id.loc.gov/authorities/subjects/sh85015630.,http://id.loc.gov/authorities/subjects/sh85015630.,lcsh,650,1,Book jackets
http://id.loc.gov/authorities/subjects/sh85015720,http://id.loc.gov/authorities/subjects/sh85015720,lcsh,650,1,Bookbinding -- Repairing
http://id.loc.gov/authorities/subjects/sh85015736.,http://id.loc.gov/authorities/subjects/sh85015736.,lcsh,650,1,Bookmarks
http://id.loc.gov/authorities/subjects/sh85015739,http://id.loc.gov/authorities/subjects/sh85015739,lcsh,650,1,Books -- Conservation and restoration
http://id.loc.gov/authorities/subjects/sh85018546.,http://id.loc.gov/authorities/subjects/sh85018546.,lcsh,650,1,Cabala
http://id.loc.gov/authorities/subjects/sh85019084.,http://id.loc.gov/authorities/subjects/sh85019084.,,651,1,Cambodia -- History
http://id.loc.gov/authorities/subjects/sh85019096.,http://id.loc.gov/authorities/subjects/sh85019096.,lcsh,650,1,"Cambodian-Vietnamese Conflict, 1977-1991"
http://id.loc.gov/authorities/subjects/sh85019128.,http://id.loc.gov/authorities/subjects/sh85019128.,lcsh,650,1,Camera obscuras
http://id.loc.gov/authorities/subjects/sh85019520.,http://id.loc.gov/authorities/subjects/sh85019520.,lcsh,650,1,Cancer -- Patients -- Biography
http://id.loc.gov/authorities/subjects/sh85020315.,http://id.loc.gov/authorities/subjects/sh85020315.,lcsh,650,1,Caricatures and cartoons -- United States
http://id.loc.gov/authorities/subjects/sh85020515.,http://id.loc.gov/authorities/subjects/sh85020515.,lcsh,650,1,Cartography
http://id.loc.gov/authorities/subjects/sh85020586.,http://id.loc.gov/authorities/subjects/sh85020586.,lcsh,650,1,Cash registers
http://id.loc.gov/authorities/subjects/sh85021279,http://id.loc.gov/authorities/subjects/sh85021279,lcsh,650,1,Cats in art
http://id.loc.gov/authorities/subjects/sh85021828.,http://id.loc.gov/authorities/subjects/sh85021828.,lcsh,650,1,Censorship
http://id.loc.gov/authorities/subjects/sh85022357.,http://id.loc.gov/authorities/subjects/sh85022357.,lcsh,650,1,Chairs in art
http://id.loc.gov/authorities/subjects/sh85022574.,http://id.loc.gov/authorities/subjects/sh85022574.,lcsh,650,1,"Chapbooks, Spanish"
http://id.loc.gov/authorities/subjects/sh85022897.,http://id.loc.gov/authorities/subjects/sh85022897.,lcsh,650,1,Chemical elements
http://id.loc.gov/authorities/subjects/sh85023387.,http://id.loc.gov/authorities/subjects/sh85023387.,lcsh,650,1,Child rearing
http://id.loc.gov/authorities/subjects/sh85023533,http://id.loc.gov/authorities/subjects/sh85023533,lcsh,650,1,Children in art
http://id.loc.gov/authorities/subjects/sh85023533.,http://id.loc.gov/authorities/subjects/sh85023533.,lcsh,650,1,Children in art
http://id.loc.gov/authorities/subjects/sh85024186.,http://id.loc.gov/authorities/subjects/sh85024186.,,651,1,China -- Social life and customs
http://id.loc.gov/authorities/subjects/sh85024618.,http://id.loc.gov/authorities/subjects/sh85024618.,lcsh,650,1,Choice (Psychology)
http://id.loc.gov/authorities/subjects/sh85026014.,http://id.loc.gov/authorities/subjects/sh85026014.,lcsh,650,1,Cinematography
http://id.loc.gov/authorities/subjects/sh85026090.,http://id.loc.gov/authorities/subjects/sh85026090.,lcsh,650,1,Circus performers
http://id.loc.gov/authorities/subjects/sh85026282.,http://id.loc.gov/authorities/subjects/sh85026282.,lcsh,650,1,City planning
http://id.loc.gov/authorities/subjects/sh85026371.,http://id.loc.gov/authorities/subjects/sh85026371.,lcsh,650,1,Civil rights
http://id.loc.gov/authorities/subjects/sh85026379.,http://id.loc.gov/authorities/subjects/sh85026379.,lcsh,650,1,Human rights
http://id.loc.gov/authorities/subjects/sh85027037.,http://id.loc.gov/authorities/subjects/sh85027037.,lcsh,650,1,Climatic changes
http://id.loc.gov/authorities/subjects/sh85027193.,http://id.loc.gov/authorities/subjects/sh85027193.,lcsh,650,1,Clouds -- Pictorial works
http://id.loc.gov/authorities/subjects/sh85027695,http://id.loc.gov/authorities/subjects/sh85027695,lcsh,650,1,Coevolution
http://id.loc.gov/authorities/subjects/sh85027699.,http://id.loc.gov/authorities/subjects/sh85027699.,lcsh,650,1,Coffee
http://id.loc.gov/authorities/subjects/sh85027777.,http://id.loc.gov/authorities/subjects/sh85027777.,lcsh,650,1,Coin banks
http://id.loc.gov/authorities/subjects/sh85027966.,http://id.loc.gov/authorities/subjects/sh85027966.,lcsh,650,1,"Collage, American"
http://id.loc.gov/authorities/subjects/sh85028537.,http://id.loc.gov/authorities/subjects/sh85028537.,lcsh,650,1,Colombian wit and humor
http://id.loc.gov/authorities/subjects/sh85028538.,http://id.loc.gov/authorities/subjects/sh85028538.,lcsh,650,1,"Colombian wit and humor, Pictorial"
http://id.loc.gov/authorities/subjects/sh85028579.,http://id.loc.gov/authorities/subjects/sh85028579.,lcsh,650,1,Color -- Psychological aspects
http://id.loc.gov/authorities/subjects/sh85028614.,http://id.loc.gov/authorities/subjects/sh85028614.,lcsh,650,1,Color photography
http://id.loc.gov/authorities/subjects/sh85028619.,http://id.loc.gov/authorities/subjects/sh85028619.,lcsh,650,1,Color photography -- Printing processes
http://id.loc.gov/authorities/subjects/sh85029088.,http://id.loc.gov/authorities/subjects/sh85029088.,lcsh,650,1,Communication in politics
http://id.loc.gov/authorities/subjects/sh85029135.,http://id.loc.gov/authorities/subjects/sh85029135.,lcsh,650,1,Communism and art
http://id.loc.gov/authorities/subjects/sh85029423.,http://id.loc.gov/authorities/subjects/sh85029423.,lcsh,650,1,Comprehension (Theory of knowledge)
http://id.loc.gov/authorities/subjects/sh85029500,http://id.loc.gov/authorities/subjects/sh85029500,lcsh,650,1,Computer graphics
http://id.loc.gov/authorities/subjects/sh85030737,http://id.loc.gov/authorities/subjects/sh85030737,lcsh,650,1,"Concrete poetry, English"
http://id.loc.gov/authorities/subjects/sh85032661.,http://id.loc.gov/authorities/subjects/sh85032661.,lcsh,650,1,Corn -- Folklore
http://id.loc.gov/authorities/subjects/sh85032960.,http://id.loc.gov/authorities/subjects/sh85032960.,lcsh,650,1,"Corporations, American -- Corrupt practices"
http://id.loc.gov/authorities/subjects/sh85033146.,http://id.loc.gov/authorities/subjects/sh85033146.,lcsh,650,1,Cosmic dust
http://id.loc.gov/authorities/subjects/sh85033169.,http://id.loc.gov/authorities/subjects/sh85033169.,lcsh,650,1,Cosmology
http://id.loc.gov/authorities/subjects/sh85033596.,http://id.loc.gov/authorities/subjects/sh85033596.,lcsh,650,1,Courtship
http://id.loc.gov/authorities/subjects/sh85033667,http://id.loc.gov/authorities/subjects/sh85033667,lcsh,650,1,Cows in art
http://id.loc.gov/authorities/subjects/sh85033823.,http://id.loc.gov/authorities/subjects/sh85033823.,lcsh,650,1,Creation
http://id.loc.gov/authorities/subjects/sh85034149.,http://id.loc.gov/authorities/subjects/sh85034149.,lcsh,650,1,Criticism
http://id.loc.gov/authorities/subjects/sh85034549.,http://id.loc.gov/authorities/subjects/sh85034549.,,651,1,Cuba -- Civilization -- African influences
http://id.loc.gov/authorities/subjects/sh85034561.,http://id.loc.gov/authorities/subjects/sh85034561.,,651,1,Cuba -- History
http://id.loc.gov/authorities/subjects/sh85034569.,http://id.loc.gov/authorities/subjects/sh85034569.,,651,1,Cuba -- History -- 1878-1895
http://id.loc.gov/authorities/subjects/sh85034593.,http://id.loc.gov/authorities/subjects/sh85034593.,,651,1,Cuba -- Politics and government
http://id.loc.gov/authorities/subjects/sh85034594.,http://id.loc.gov/authorities/subjects/sh85034594.,,651,1,Cuba -- Politics and government -- 1810-1899
http://id.loc.gov/authorities/subjects/sh85034628.,http://id.loc.gov/authorities/subjects/sh85034628.,lcsh,650,1,Cuban poetry
http://id.loc.gov/authorities/subjects/sh85034646.,http://id.loc.gov/authorities/subjects/sh85034646.,lcsh,650,1,Cube in art
http://id.loc.gov/authorities/subjects/sh85034755,http://id.loc.gov/authorities/subjects/sh85034755,lcsh,650,1,Culture
http://id.loc.gov/authorities/subjects/sh85035061.,http://id.loc.gov/authorities/subjects/sh85035061.,lcsh,650,1,Cyclecars
http://id.loc.gov/authorities/subjects/sh85035408.,http://id.loc.gov/authorities/subjects/sh85035408.,lcsh,650,1,Daguerreotype
http://id.loc.gov/authorities/subjects/sh85035659,http://id.loc.gov/authorities/subjects/sh85035659,lcsh,650,1,Dance
http://id.loc.gov/authorities/subjects/sh85035688.,http://id.loc.gov/authorities/subjects/sh85035688.,lcsh,650,1,Dance in art
http://id.loc.gov/authorities/subjects/sh85035884.,http://id.loc.gov/authorities/subjects/sh85035884.,lcsh,650,1,Dating (Social customs)
http://id.loc.gov/authorities/subjects/sh85036024.,http://id.loc.gov/authorities/subjects/sh85036024.,lcsh,650,1,Dead
http://id.loc.gov/authorities/subjects/sh85036044,http://id.loc.gov/authorities/subjects/sh85036044,lcsh,650,1,Deadly sins
