status,refKey,refTitle,bookKey,bookTitle,method,confidence,onPages,imagePages,verbatim
emitted,MWX5EQ95,Livres d'artistes: livres-objets = Artists' books : book-objects,LNHWEVP8,Book of war,substring,0.990,,,"NRA Shakespeare international. Livres d'artistes: livres-objets = Artists' books : book-objects. Paris: CERPM, 1985. [cat. entry for ""Firmin Sarah""]."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LNK3DYPJ,A monograph on Daniel Buren,substring,0.990,"354, 427",355,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.354, 355, 427."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,LNXQNXE7,Workscoreport,substring,0.990,196,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.196."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,LPBXAJKC,"April 19, Lexington nocturne: a poem:  Book Number 93",substring,0.990,104,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.104."
emitted,YT3YGXMT,"Two hundred books by Keith Smith : book number 200, an anecdotal bibliography",LPBXAJKC,"April 19, Lexington nocturne: a poem:  Book Number 93",substring,0.990,,152-154,"Smith, Keith A. Two hundred books by Keith Smith: book number 200, an anecdotal bibliography. Rochester, N.Y.: Keith Smith Books, 2000. pp.152-154."
emitted,MWX5EQ95,Livres d'artistes: livres-objets = Artists' books : book-objects,LPD9NJD7,Livre Transparent No2,substring,0.990,,,"NRA Shakespeare international. Livres d'artistes: livres-objets = Artists' books : book-objects. Paris: CERPM, 1985. [cat. entry for ""Lapeyrere Marie-Jose""]."
emitted,STSHFPHF,Druckworks 1972-2012 : 40 years of books and projects,LPKWWK5H,It happens pretty fast,substring,0.990,"30, 136",31,"Drucker, Johanna. Druckworks 1972-2012 : 40 Years of Books and Projects. 1st ed. Chicago, Ill.: Epicenter, Center for Book and Paper Arts, 2012. pp.30, 31, 136."
emitted,D2HD5CJR,Speaking of book art : interviews with British and American book artists,5QEK925H,Through light and the alphabet.,substring,0.990,142-150,,"Courtney, Cathy. Speaking of Book Art: Interviews with British and American Book Artists. Los Altos Hills, Calif: Anderson-Lovelace, 1999.pp. 142-150ff."
emitted,BCG5FURQ,The century of artists' books,5QEK925H,Through light and the alphabet.,substring,0.990,251,,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.251."
emitted,STSHFPHF,Druckworks 1972-2012 : 40 years of books and projects,5QEK925H,Through light and the alphabet.,substring,0.990,"5, 12, 14, 42, 58, 59, 88, 98, 136",50-51,"Drucker, Johanna. Druckworks 1972-2012 : 40 Years of Books and Projects. 1st ed. Chicago, Ill.: Epicenter, Center for Book and Paper Arts, 2012. pp.5, 12, 14, 42, 50-51, 58 n.5, 59, 88, 98, 136."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,LPY655DY,Remember Gustav Theodor Fechner.,substring,0.990,224,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.224."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,LQ9QGPJD,Exploited subjects,substring,0.990,183,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.183."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LQ9QGPJD,Exploited subjects,substring,0.990,435,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.435."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LQKIXN8M,Jean Le Gac/Florent Max: précédé de Images d'écho,substring,0.990,"313, 357, 431",311,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.311, 313, 357, 431."
emitted,BCG5FURQ,The century of artists' books,LQLWTSG9,Information,substring,0.990,352,,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. p.352."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LQLWTSG9,Information,substring,0.990,427,303,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.303, 427."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,LQYREUN2,Two Oxford reading rooms,substring,0.990,228,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.228."
emitted,KB2E34DZ,Artist/author : contemporary artists' books,LQYREUN2,Two Oxford reading rooms,substring,0.990,"88, 156","81, 85","Lauf, Cornelia. Artist/author : Contemporary Artists’ Books. New York: American Federation of Arts, 1998. pp.81, 85, 88, 156."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LQYREUN2,Two Oxford reading rooms,substring,0.990,"189, 4, 431",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.189 n4, 431."
emitted,2GCRDTSJ,The maker's hand : twenty books,LR6ZQKVG,Pantheon,substring,0.990,"9, 90, 91",92-100,"Campbell, Ken. The Maker’s Hand : Twenty Books. London: Ken Campbell, 2001. pp. 9, 90, 91, 92-100."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,LR83XJ7L,2 Words,substring,0.990,145,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.145."
emitted,Q77Q8HL7,Peter Downsbrough : the book(s),LRDE974U,Frame[ D,substring,0.990,29,"197, 297","Downsbrough, Peter. Peter Downsbrough : the Book(s).Germany: Hatje Cantz, 2011. pp.29, 197, 297."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LS2E8M2B,Traces d'un rêve élaboré avec des éléments antérieurs,substring,0.990,"326, 424",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.326, 424."
emitted,DHC5ATH7,Livres d'artistes,LS2E8M2B,Traces d'un rêve élaboré avec des éléments antérieurs,substring,0.990,,70,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. p.70."
emitted,MWX5EQ95,Livres d'artistes: livres-objets = Artists' books : book-objects,LS2E8M2B,Traces d'un rêve élaboré avec des éléments antérieurs,substring,0.990,"24, 25",,"NRA Shakespeare international. Livres d'artistes: livres-objets = Artists' books : book-objects. Paris: CERPM, 1985. [p.24 (Fr.)/25 (Engl.)]."
emitted,L3HFQ2SA,Beyond the text : artists' books from the collection of Robert J. Ruben,LSQPJHQA,A landscape of Edna St Vincent Millay sonnets,substring,0.990,76,77,"Ruben, Robert J. Beyond the Text: Artists' Books from the Collection of Robert J. Ruben. New York: Grolier Club, 2010. pp.76, 77."
emitted,JHBWPGKS,Sol LeWitt : artist's books,LT5DVQNH,Vier muurtekeningen = quatre dessins muraux,substring,0.990,37,36,"LeWitt, Sol. Sol LeWitt: Artist’s Books. Sant’Eraclio di Foligno (Foligno): Viaindustriae, 2009. pp.36,37."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,LT6ZCJFU,The occurrences of Duke Snider,substring,0.990,153,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.153."
emitted,KB2E34DZ,Artist/author : contemporary artists' books,LT9934E3,"Air-conditioning Show, Air Show, Frameworks ; 1966-7",substring,0.990,34,,"Lauf, Cornelia. Artist/author : Contemporary Artists’ Books. New York: American Federation of Arts, 1998. p.34."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LT9934E3,"Air-conditioning Show, Air Show, Frameworks ; 1966-7",substring,0.990,"180, 1, 423",179,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.179, 180 n1, 423."
emitted,FAEUXXHV,Booktrek : selected essays on artists' books (1972-2010),LT9934E3,"Air-conditioning Show, Air Show, Frameworks ; 1966-7",substring,0.990,188,,"Phillpot, Clive. Booktrek : Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier , 2013. p.188."
emitted,MWX5EQ95,Livres d'artistes: livres-objets = Artists' books : book-objects,LTVAQS8M,5 000 ans d'acupuncture,substring,0.990,,,"NRA Shakespeare international. Livres d'artistes: livres-objets = Artists' books : book-objects. Paris: CERPM, 1985. [cat. entry for ""Vogel Cornelia""]."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LU9R5HLL,The travel of Margaret-Mary: (in search of a suitable mise-en-scene); ducks on a pond,substring,0.990,436,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.436."
emitted,JV2JKULL,Various small books : referencing various small books by Ed Ruscha,LUDSTNHP,Thirtysix fire stations,substring,0.990,"26, 66, 284","2, 94-95, 277","Taylor, Phil. Various Small Books: Referencing Various Small Books by Ed Ruscha. Cambridge, Massachusetts: MIT Press, 2013. pp.2, 26, 66, 94-95, 277, 284."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LUMIPJMN,22 sentences: the French Army,substring,0.990,"179, 423",178,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.178, 179, 423."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,LUWKIW5E,Tamiami trail,substring,0.990,150,74,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.74, 150."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LUZ62SRM,Annette Messager truqueuse (mes jeux de mains),substring,0.990,"223, 432",224,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.223, 224, 432."
emitted,DHC5ATH7,Livres d'artistes,LUZ62SRM,Annette Messager truqueuse (mes jeux de mains),substring,0.990,135,136,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. pp.135, 136."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,LVI8GBQ5,Mom's House,substring,0.990,164,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.164."
emitted,94CKQLVX,Artists' books : a critical anthology and sourcebook,LVMSMFE7,Illustrated history,substring,0.990,53,56,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. p.53, 56."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,LW4MLJLZ,"X-ray song, 1991",substring,0.990,223,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.223."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LWID8Z82,Figure: paysage marine,substring,0.990,435,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.435."
emitted,LTE96PUD,Artists who make books,LWJ5DB4R,50/50,substring,0.990,"19, 23-24",,"Kastner, Jeffrey. Artists Who Make Books. Edited by Andrew Roth, Philip Aarons, and Claire Lehmann. London: Phaidon, 2017. pp.19, 23-24."
emitted,R9TPTHIC,"Breaking the bindings : American book art now : an exhibition of creative bookmaking produced in the United States since 1980, Elvehjem Museum of Art, 6 May-3 July 1983.",LWKS44SL,Six Tales Being of the Book of Lies and Wisdom,substring,0.990,,,"Elvehjem Museum of Art. Breaking the Bindings: American Book Art Now: an Exhibition of Creative Bookmaking Produced in the United States Since 1980, Elvehjem Museum of Art, 6 May-3 July 1983. Madison, Wis.: Elvehjem Museum of Art, 1983. [15]."
emitted,94CKQLVX,Artists' books : a critical anthology and sourcebook,LWTB4RFW,"Ransacked: Aunt Ethel, an ending",substring,0.990,"62, 64",63,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. p.62, 63, 64."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LWTB4RFW,"Ransacked: Aunt Ethel, an ending",substring,0.990,"327, 430",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.327, 430."
emitted,KB2E34DZ,Artist/author : contemporary artists' books,LWVW793U,"Letters and jazz: for Richard Hamilton, Lester Young, Charlie ""Yardbird"" Parker",substring,0.990,"8, 154",4,"Lauf, Cornelia. Artist/author : Contemporary Artists’ Books. New York: American Federation of Arts, 1998. pp.4, 8, 154."
emitted,JV2JKULL,Various small books : referencing various small books by Ed Ruscha,LX5DRFSL,Zugerstrasse / Baarerstrasse: J.F. Schnyder 1999-2000,substring,0.990,"44, 284","11, 60-63","Taylor, Phil. Various Small Books: Referencing Various Small Books by Ed Ruscha. Cambridge, Massachusetts: MIT Press, 2013. pp.11, 44, 60-63, 284."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LXB7C84P,Grapefruit : a book of instructions + drawings,substring,0.990,433,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.433."
emitted,BCG5FURQ,The century of artists' books,LY6AHIES,Cymbols,substring,0.990,187,,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.187."
emitted,MWX5EQ95,Livres d'artistes: livres-objets = Artists' books : book-objects,LY8YGZEL,Sans titre,substring,0.990,,,"NRA Shakespeare international. Livres d'artistes: livres-objets = Artists' books : book-objects. Paris: CERPM, 1985. [cat. entry for ""Mechtilt""]."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LY9AZIZW,90-̊deux trames,substring,0.990,"281, 432",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.281, 432."
emitted,FAEUXXHV,Booktrek : selected essays on artists' books (1972-2010),LYD3U9E6,Verner von Heidenstam.,substring,0.990,157,,"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. p.157."
emitted,Q77Q8HL7,Peter Downsbrough : the book(s),LYGQGQAV,Densities,substring,0.990,27,"153, 275","Downsbrough, Peter. Peter Downsbrough : the Book(s). Germany: Hatje Cantz, 2011. pp.27, 153, 275."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,LYL5DAW3,Manual shaving,substring,0.990,"78, 154",,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.78, 154."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LYUCTITI,Short fictions,substring,0.990,"88, 430",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.88, 430."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,LZCZ35C2,The Archives.,substring,0.990,424,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.424."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,LZIJAUYX,AKA.,substring,0.990,226,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.226."
emitted,STSHFPHF,Druckworks 1972-2012 : 40 years of books and projects,LZR6K5X5,Confracti mundi rudera.,substring,0.990,14,,"Drucker, Johanna. Druckworks 1972-2012 : 40 Years of Books and Projects. 1st ed. Chicago, Ill.: Epicenter, Center for Book and Paper Arts, 2012. p.14."
blocked,BEGEG5AI,Artists books,LZR6K5X5,Confracti mundi rudera.,substring,0.950,,102,"Wasserman, Krystyna. The Book as Art : Artists’ Books from the National Museum of Women in the Arts. New York: Princeton Architectural Press, 2007. p.102."
emitted,94CKQLVX,Artists' books : a critical anthology and sourcebook,M34QPW5L,Literaturwurst,substring,0.990,102,,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. p.102."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,M34QPW5L,Literaturwurst,substring,0.990,434,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.434."
emitted,FAEUXXHV,Booktrek : selected essays on artists' books (1972-2010),M34QPW5L,Literaturwurst,substring,0.990,100,,"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. p. 100."
emitted,L3HFQ2SA,Beyond the text : artists' books from the collection of Robert J. Ruben,M3K5YCZU,Diogenes: defictions,substring,0.990,124,125,"Ruben, Robert J. Beyond the Text: Artists' Books from the Collection of Robert J. Ruben. New York: Grolier Club, 2010. pp.124, 125."
emitted,SUH3PR5D,Diamond leaves : artist books from around the world,M3K5YCZU,Diogenes: defictions,substring,0.990,,153-158,"Xu, Bing, Bingyan Liu, Yue Sun, Marshall Weber, Mark G. Dimunation, Xun Jiang, John Koh, and David Senior. Diamond Leaves: Artist Books from Around the World. Guilin Shi : Guangxi Shi fan da xue chu ban she, 2015. pp.153-158."
emitted,MWX5EQ95,Livres d'artistes: livres-objets = Artists' books : book-objects,M3XYE9SG,Parcours,substring,0.990,,,"NRA Shakespeare international. Livres d'artistes: livres-objets = Artists' books : book-objects. Paris: CERPM, 1985. [cat. entry for ""Rozsaffy Etienne""]."
emitted,XWS4XW55,500 handmade books : inspiring interpretations of a timeless form,M42I2IZC,Strap Bound Journal,substring,0.990,,130,"Tourtillott, Suzanne J. E, and Steve Miller. 500 Handmade Books: Inspiring Interpretations of a Timeless Form. New York: Lark Books, 2008. p.130."
emitted,D2HD5CJR,Speaking of book art : interviews with British and American book artists,M4D5U4TM,Untitled,substring,0.990,7,,"Courtney, Cathy. Speaking of Book Art: Interviews with British and American Book Artists. Los Altos Hills, Calif: Anderson-Lovelace, 1999. p. 7B."
emitted,KHX75Z8C,"Book as art V : September 14, 1992-February 19, 1993",M4U44R67,Flowers,substring,0.990,"3, 6",,"Wasserman, Krystyna. Book As Art V: September 14, 1992-February 19, 1993. Washington, D.C: National Museum of Women in the Arts, 1992, pp.[3], [6]."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,M4ZQHCYC,Lenz,substring,0.990,"365, 366, 429",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.365, 366, 429."
emitted,D2HD5CJR,Speaking of book art : interviews with British and American book artists,M5EZA6QP,Two Extracts from Briggflats,substring,0.990,33,,"Courtney, Cathy. Speaking of Book Art: Interviews with British and American Book Artists. Los Altos Hills, Calif: Anderson-Lovelace, 1999. p. 33."
emitted,QEFHBIF4,Thread loves paper,M5G4J2U3,Pas(t)ime,substring,0.990,16-17,,"Marks, Emily. Thread Loves Paper. [Sonoma, Calif. ] : Emily Marks, 2012. pp.16-17."
blocked,BEGEG5AI,Artists books,M5K7DZ5T,Libro-seme (Seed-book),substring,0.950,,58,"Wasserman, Krystyna. The Book as Art : Artists’ Books from the National Museum of Women in the Arts. New York: Princeton Architectural Press, 2007. p.58."
emitted,5JWH4AMJ,Offset : artists' books & prints.,M5M79K5V,Bound and ready,substring,0.990,19,16,"Freeman, Brad. Offset: Artists' Books & Prints. New York, N.Y.: Interplanetary Productions, 1993. pp.16, 19."
emitted,Q77Q8HL7,Peter Downsbrough : the book(s),M695DQSQ,Preset,substring,0.990,39,"183, 290","Downsbrough, Peter. Peter Downsbrough : the Book(s).Germany: Hatje Cantz, 2011. pp.39, 183, 290."
emitted,Q77Q8HL7,Peter Downsbrough : the book(s),M6INIYND,Interieur,substring,0.990,31,"203, 300","Downsbrough, Peter. Peter Downsbrough : the Book(s).Germany: Hatje Cantz, 2011. pp.31, 203, 300."
emitted,N6FSDA5U,"Counting on chance : 25 years of artists' books by Robin Price, publisher.",M6U6SUGC,More Joy,substring,0.990,73-74,"75, 131","Price, Robin, Suzy Taraba, Clare I. Rogan, Betty Bright, and Rutherford W. Witthus.Counting on Chance: 25 Years of Artists' Books by Robin Price, Publisher. Middletown, Conn: Davison Art Center, Wesleyan University, 2010. pp. 73-74, 75, 131."
emitted,DHC5ATH7,Livres d'artistes,M6YTS4NK,Paroissien,substring,0.990,,118,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. p.118."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,M77M4A66,Wolves,substring,0.990,145,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.145."
emitted,XWS4XW55,500 handmade books : inspiring interpretations of a timeless form,M7AR82BA,Wrapped in Their Offspring,substring,0.990,,310,"Tourtillott, Suzanne J. E, and Steve Miller. 500 Handmade Books: Inspiring Interpretations of a Timeless Form. New York: Lark Books, 2008. p.310."
emitted,XWS4XW55,500 handmade books : inspiring interpretations of a timeless form,M7BX9EKN,Motion Study,substring,0.990,,382,"Tourtillott, Suzanne J. E, and Steve Miller. 500 Handmade Books: Inspiring Interpretations of a Timeless Form. New York: Lark Books, 2008. p.382."
emitted,SUH3PR5D,Diamond leaves : artist books from around the world,M7UNWI63,5 year plan,substring,0.990,,357-362,"Xu, Bing, Bingyan Liu, Yue Sun, Marshall Weber, Mark G. Dimunation, Xun Jiang, John Koh, and David Senior. Diamond Leaves: Artist Books from Around the World. Guilin Shi : Guangxi Shi fan da xue chu ban she, 2015. pp.357-362."
emitted,EYAM3MR5,Creating artists' books,M83X67YA,The way we live now,substring,0.990,36,,"Bodman, Sarah. Creating Artists’ Books. New York: Watson-Guptill Publications, 2005. p.36."
emitted,R9TPTHIC,"Breaking the bindings : American book art now : an exhibition of creative bookmaking produced in the United States since 1980, Elvehjem Museum of Art, 6 May-3 July 1983.",M85WV25H,Let's go camping,substring,0.990,72,,"Elvehjem Museum of Art. Breaking the Bindings: American Book Art Now: an Exhibition of Creative Bookmaking Produced in the United States Since 1980, Elvehjem Museum of Art, 6 May-3 July 1983. Madison, Wis.: Elvehjem Museum of Art, 1983. [p.72]"
emitted,XWS4XW55,500 handmade books : inspiring interpretations of a timeless form,M89AW8E2,Meatball Math,substring,0.990,,376,"Tourtillott, Suzanne J. E, and Steve Miller. 500 Handmade Books: Inspiring Interpretations of a Timeless Form. New York: Lark Books, 2008. p.376."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,M8FMTFRL,Rosa damascena,substring,0.990,427,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.427."
blocked,BEGEG5AI,Artists books,M8PYCKLM,Dreamlog 1995,substring,0.950,,90-91,"Wasserman, Krystyna. The Book as Art : Artists’ Books from the National Museum of Women in the Arts. New York: Princeton Architectural Press, 2007. p.90-91."
emitted,QEFHBIF4,Thread loves paper,M8UGVCTB,Plant dyes from the kitchen,substring,0.990,36-37,,"Marks, Emily. Thread Loves Paper. [Sonoma, Calif. ] : Emily Marks, 2012. pp. 36-37."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,M8ULJ74K,Galileo works,substring,0.990,"32, 311, 423",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.32, 311, 423."
emitted,DHC5ATH7,Livres d'artistes,M8VGQ5A8,Sans titre,substring,0.990,,133,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. pp.133."
emitted,MWX5EQ95,Livres d'artistes: livres-objets = Artists' books : book-objects,M8VGQ5A8,Sans titre,substring,0.990,,,"NRA Shakespeare international. Livres d'artistes: livres-objets = Artists' books : book-objects. Paris: CERPM, 1985. [cat. entry for ""Bertholin""]."
emitted,FAEUXXHV,Booktrek : selected essays on artists' books (1972-2010),M9AN2E6I,Image par images,substring,0.990,154,,"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. p.154."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,M9CSIHUG,Hamish Fulton,substring,0.990,193,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.193."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,M9CSIHUG,Hamish Fulton,substring,0.990,428,252,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.252, 428."
emitted,5JWH4AMJ,Offset : artists' books & prints.,M9E7UHG4,Places and Spaces,substring,0.990,19,,"Freeman, Brad. Offset: Artists' Books & Prints. New York, N.Y.: Interplanetary Productions, 1993. p.19."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,M9HW7QJ8,Le décor,substring,0.990,431,329,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.329, 431."
emitted,KB2E34DZ,Artist/author : contemporary artists' books,M9L7LX64,Paradoxic mutations,substring,0.990,"48, 88, 157",85,"Lauf, Cornelia. Artist/author : Contemporary Artists’ Books. New York: American Federation of Arts, 1998. pp.48, 85, 88, 157."
