status,refKey,refTitle,bookKey,bookTitle,method,confidence,onPages,imagePages,verbatim
blocked,BEGEG5AI,Artists books,223XB7SC,The Final Nile Journey,substring,0.950,,129,"Wasserman, Krystyna. The Book as Art : Artists’ Books from the National Museum of Women in the Arts. New York: Princeton Architectural Press, 2007. p.129."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,226R6HJK,Far horizons,substring,0.990,"78, 164",,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.78, 164."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,2289N4XG,Moi Ben je signe.,substring,0.990,424,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.424."
emitted,EYAM3MR5,Creating artists' books,22LHAJ4P,The Slow Reader,substring,0.990,53,54,"Bodman, Sarah. Creating Artists’ Books. New York: Watson-Guptill Publications, 2005. p.53,54."
emitted,XWS4XW55,500 handmade books : inspiring interpretations of a timeless form,235ZSQXX,True to Life,substring,0.990,,161,"Tourtillott, Suzanne J. E, and Steve Miller. 500 Handmade Books: Inspiring Interpretations of a Timeless Form. New York: Lark Books, 2008. p.161."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,237FZR4X,Our Lady of Victory: Pray for Us,substring,0.990,163,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.163."
emitted,Q77Q8HL7,Peter Downsbrough : the book(s),237V68GJ,En place,substring,0.990,27,"177, 287","Downsbrough, Peter. Peter Downsbrough : the Book(s).Germany: Hatje Cantz, 2011. pp.27, 177, 287."
emitted,R9TPTHIC,"Breaking the bindings : American book art now : an exhibition of creative bookmaking produced in the United States since 1980, Elvehjem Museum of Art, 6 May-3 July 1983.",23PUH42L,Southerly volumes,substring,0.990,,69,"Elvehjem Museum of Art. Breaking the Bindings: American Book Art Now: an Exhibition of Creative Bookmaking Produced in the United States Since 1980, Elvehjem Museum of Art, 6 May-3 July 1983. Madison, Wis.: Elvehjem Museum of Art, 1983. [p.69]."
emitted,DHC5ATH7,Livres d'artistes,24HSLE56,"Aloha Evelyn (selected parts of letters from Aunt Evelyn, volume 58)",substring,0.990,"143, 145",144,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. pp.143, 144, 145."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,24YJ4MQA,Every building on the Sunset Strip.,substring,0.990,"17, 38, 178",45,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. pp.17, 38, 45, 178."
emitted,BCG5FURQ,The century of artists' books,24YJ4MQA,Every building on the Sunset Strip.,substring,0.990,"178, 276",179,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.178, 179, 276."
emitted,6QJ3APUK,What is?: nine epistemological essays,24YJ4MQA,Every building on the Sunset Strip.,substring,0.990,33,,"Drucker, Johanna. What Is : Nine Epistemological Essays. [Victoria, Texas]: Cuneiform Press, 2013. p.33."
emitted,94CKQLVX,Artists' books : a critical anthology and sourcebook,24YJ4MQA,Every building on the Sunset Strip.,substring,0.990,46,,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. p.46."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,24YJ4MQA,Every building on the Sunset Strip.,substring,0.990,,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.XVII, 20, 38, 249, 250, 434."
emitted,DHC5ATH7,Livres d'artistes,24YJ4MQA,Every building on the Sunset Strip.,substring,0.990,80,79,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. pp.79, 80."
emitted,FAEUXXHV,Booktrek : selected essays on artists' books (1972-2010),24YJ4MQA,Every building on the Sunset Strip.,substring,0.990,"220-221, 225, 228, 265",,"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. pp.220-221, 225, 228, 265."
emitted,MN3CW7FZ,Artists and their books - books and their artists,24YJ4MQA,Every building on the Sunset Strip.,substring,0.990,"158, 208",160-161,"Reed, Marcia, and Glenn Phillips. Artists and their books - books and their artists. Los Angeles: The Getty Research Institute, 2018. pp.158, 160-161, 208."
emitted,T5WUKIXI,Multiples: the first decade; [catalogue],24YJ4MQA,Every building on the Sunset Strip.,substring,0.990,94,,"Tancock, John L. Multiples: the First Decade; [Catalogue]. [Philadelphia]: [Philadelphia Museum of Art; distributed by Boston Book and Art, Boston], 1971. p.[94]."
emitted,JV2JKULL,Various small books : referencing various small books by Ed Ruscha,24YJ4MQA,Every building on the Sunset Strip.,substring,0.990,"11, 24, 56, 61, 74, 151","25, 27","Taylor, Phil. Various Small Books: Referencing Various Small Books by Ed Ruscha. Cambridge, Massachusetts: MIT Press, 2013. pp.11, 24, 25, 27, 56, 61, 74, 151."
emitted,E8MAPXUI,Learn to read art: artists' books,24YJ4MQA,Every building on the Sunset Strip.,substring,0.990,10,,"Tousley, Nancy, Felipe Ehrenberg, and Sally Alatalo. Learn to Read Art: Artists' Books. Hamilton, Ont: Art Gallery of Hamilton, 1990. p.10."
emitted,SUH3PR5D,Diamond leaves : artist books from around the world,24YJ4MQA,Every building on the Sunset Strip.,substring,0.990,,69-74,"Xu, Bing, Bingyan Liu, Yue Sun, Marshall Weber, Mark G. Dimunation, Xun Jiang, John Koh, and David Senior. Diamond Leaves: Artist Books from Around the World. Guilin Shi : Guangxi Shi fan da xue chu ban she, 2015. pp.69-74."
emitted,7SFXCRS9,"The book made art : a selection of contemporary artists' books, exhibited in the Joseph Regenstein Library, the University of Chicago, February through April 1986",25B9CTLV,Home sweet home,substring,0.990,25,,"Abt, Jeffrey. The Book Made Art: a Selection of Contemporary Artists' Books, Exhibited in the Joseph Regenstein Library, the University of Chicago, February Through April 1986. Chicago: University of Chicago Library, 1986. p.25.*"
emitted,EXVACFS7,"Book as art VI: December 6, 1993-May 20, 1994, the National Museum of Women in the Arts, Washington, D.C.",25CDHVDN,Documents.,substring,0.990,"7, 9",,"Wasserman, Krystyna. Book As Art VI: December 6, 1993-May 20, 1994, the National Museum of Women in the Arts, Washington, D.C. Washington, D.C: The Museum, 1993. p.[7], [9]."
emitted,XWS4XW55,500 handmade books : inspiring interpretations of a timeless form,25SBBRRX,The Winter Palace,substring,0.990,,266,"Tourtillott, Suzanne J. E, and Steve Miller. 500 Handmade Books: Inspiring Interpretations of a Timeless Form. New York: Lark Books, 2008. p.266."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,25VIGEVV,Piero Manzoni: life and work,substring,0.990,433,378,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.378, 433."
emitted,BCG5FURQ,The century of artists' books,262QQCQM,Monday morning movie,substring,0.990,281,,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.281."
emitted,94CKQLVX,Artists' books : a critical anthology and sourcebook,262QQCQM,Monday morning movie,substring,0.990,74-75,58,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. p.58, 74-75."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,26ARMDML,Time Plane,substring,0.990,"100, 146",,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.100,146."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,26JNJ9KL,"Berlin ; and, Phenomena",substring,0.990,436,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.436."
emitted,EYAM3MR5,Creating artists' books,26PVTKVK,Of science & desire,substring,0.990,,"43, 44","Bodman, Sarah. Creating Artists’ Books. New York: Watson-Guptill Publications, 2005. pp.43, 44."
emitted,D2HD5CJR,Speaking of book art : interviews with British and American book artists,26PVTKVK,Of science & desire,substring,0.990,"5, 173, 186",,"Courtney, Cathy. Speaking of Book Art: Interviews with British and American Book Artists. Los Altos Hills, Calif: Anderson-Lovelace, 1999. pp.5A, 173ff., 186."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,26SG2ZM3,1973 Calendar,substring,0.990,146,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.146."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,26YWLSX5,Rough sea: 1972-1975,substring,0.990,"17-18, 197",80,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. pp. 17-18, 80, 197."
emitted,7SFXCRS9,"The book made art : a selection of contemporary artists' books, exhibited in the Joseph Regenstein Library, the University of Chicago, February through April 1986",2768PRIZ,Portrait of New York City,substring,0.990,35,,"Abt, Jeffrey. The Book Made Art: a Selection of Contemporary Artists' Books, Exhibited in the Joseph Regenstein Library, the University of Chicago, February Through April 1986. Chicago: University of Chicago Library, 1986. p.35."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,27LELQGV,Du rhin à la prairie alpine: notes et observations sur la principauté du Lichtenstein,substring,0.990,"234, 429",235,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.234, 235, 429."
blocked,BEGEG5AI,Artists books,282J7DE7,How long?,substring,0.950,,99,"Wasserman, Krystyna. The Book as Art : Artists’ Books from the National Museum of Women in the Arts. New York: Princeton Architectural Press, 2007. p.99."
emitted,KB2E34DZ,Artist/author : contemporary artists' books,2837DGZN,Naked New York: Nan Goldin meets Yukio Kobayashi,substring,0.990,"28, 155",27,"Lauf, Cornelia. Artist/author : Contemporary Artists’ Books. New York: American Federation of Arts, 1998. pp.27, 28, 155"
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,28DJUJDQ,"I asked a usually talkative friend why she was so quiet She finished her punch before admitting, ""I'm afraid you'll put everything I say into your next exhibition""",substring,0.990,"87, 430",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.87, 430."
emitted,MN3CW7FZ,Artists and their books - books and their artists,28P5WPMT,11 Bilder,substring,0.990,"88-89, 205",,"Reed, Marcia, and Glenn Phillips. Artists and their books - books and their artists. Los Angeles: The Getty Research Institute, 2018. p.88-89, 205."
emitted,KB2E34DZ,Artist/author : contemporary artists' books,28QX2N42,Lines in two directions and in five colors on five colors with all their combinations,substring,0.990,"36-37, 46, 51, 88, 157","82, 84","Lauf, Cornelia. Artist/author : Contemporary Artists’ Books. New York: American Federation of Arts, 1998. pp.36-37, 46, 51, 82, 84, 88, 157."
emitted,JHBWPGKS,Sol LeWitt : artist's books,28QX2N42,Lines in two directions and in five colors on five colors with all their combinations,substring,0.990,,121,"LeWitt, Sol. Sol LeWitt: Artist’s Books. Sant’Eraclio di Foligno (Foligno): Viaindustriae, 2009. p.121."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,28QX2N42,Lines in two directions and in five colors on five colors with all their combinations,substring,0.990,"267, 431",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.267, 431."
emitted,FAEUXXHV,Booktrek : selected essays on artists' books (1972-2010),28QX2N42,Lines in two directions and in five colors on five colors with all their combinations,substring,0.990,"250, 264, 268",,"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. pp.250, 264, 268."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,28RI8LAP,What are little girls/boys made of?,substring,0.990,221,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.221."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,298HB3LT,Your Book,substring,0.990,146,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.146."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,29EPSGMJ,Hsin hsin ming,substring,0.990,428,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.428."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,29FF93EV,Footnote 1,substring,0.990,152,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.152."
emitted,94CKQLVX,Artists' books : a critical anthology and sourcebook,29J85D54,Schmuck Hungary,substring,0.990,,168,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. p.168."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,29NNINTL,70 instructions on how to make certain drawings,substring,0.990,153,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.153."
emitted,MWX5EQ95,Livres d'artistes: livres-objets = Artists' books : book-objects,29PS9QMN,Le hasard du jeu,substring,0.990,,,"NRA Shakespeare international. Livres d'artistes: livres-objets = Artists' books : book-objects. Paris: CERPM, 1985. [cat. entry for ""Murua Mario""]."
emitted,DHC5ATH7,Livres d'artistes,29X99KXJ,Le bleu de Pekin,substring,0.990,139,140-141,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. pp.139, 140-141."
emitted,KB2E34DZ,Artist/author : contemporary artists' books,2AG7C9F4,Die-cut plug wiring diagrams,substring,0.990,"46, 88, 158",84,"Lauf, Cornelia. Artist/author : Contemporary Artists’ Books. New York: American Federation of Arts, 1998. pp.46, 84, 88, 158."
emitted,FAEUXXHV,Booktrek : selected essays on artists' books (1972-2010),2AG7C9F4,Die-cut plug wiring diagrams,substring,0.990,200,,"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. pp.200."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,2AIFSQZK,ISBN 0-9690745-2-2,substring,0.990,425,372,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.372, 425."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,2ASVTM7K,Clara loves horses,substring,0.990,145,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.145."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,2B3M3PAI,Rapel: 10 fauve and suprematist poems,substring,0.990,"67, 72, 428",65,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.65, 67, 72, 428."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,2BLLNIMT,Little tentative recipe,substring,0.990,182,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.182."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,2BLLNIMT,Little tentative recipe,substring,0.990,434,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.434."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,2BXZP83Q,untitled (Labor-Saving Devices),substring,0.990,148,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.148."
emitted,JV2JKULL,Various small books : referencing various small books by Ed Ruscha,2C2QM2NK,Twentynine palms,substring,0.990,"44, 284",46-47,"Taylor, Phil. Various Small Books: Referencing Various Small Books by Ed Ruscha. Cambridge, Massachusetts: MIT Press, 2013. pp.44, 46-47, 284."
emitted,EXVACFS7,"Book as art VI: December 6, 1993-May 20, 1994, the National Museum of Women in the Arts, Washington, D.C.",2D3SM5AZ,Countdown,substring,0.990,9,,"Wasserman, Krystyna. Book As Art VI: December 6, 1993-May 20, 1994, the National Museum of Women in the Arts, Washington, D.C. Washington, D.C: The Museum, 1993. p.[9]."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,2DIJJUMU,"Rechtsschreibung, ego. & cetera",substring,0.990,"84, 3, 429",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.84 n3, 429."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,2DR97VQY,"Moi, Ben je signe.",substring,0.990,424,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.424."
emitted,MWX5EQ95,Livres d'artistes: livres-objets = Artists' books : book-objects,2EBN3FJ4,L'architectura rappresentata,substring,0.990,,,"NRA Shakespeare international. Livres d'artistes: livres-objets = Artists' books : book-objects. Paris: CERPM, 1985. [cat. entry for ""Celli Luciano""]."
emitted,R9TPTHIC,"Breaking the bindings : American book art now : an exhibition of creative bookmaking produced in the United States since 1980, Elvehjem Museum of Art, 6 May-3 July 1983.",2ESZCICC,Target practice,substring,0.990,67,,"Elvehjem Museum of Art. Breaking the Bindings: American Book Art Now: an Exhibition of Creative Bookmaking Produced in the United States Since 1980, Elvehjem Museum of Art, 6 May-3 July 1983. Madison, Wis.: Elvehjem Museum of Art, 1983. [p.67]."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,2FEU9RLM,Options for color separation: an artist's handbook : a compilation of methods for use in the graphic arts,substring,0.990,"121, 154",126,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.121, 126, 154."
emitted,EYAM3MR5,Creating artists' books,2FMAJ6SK,Lucha por la vida = Struggle for life,substring,0.990,78,77,"Bodman, Sarah. Creating Artists’ Books. New York: Watson-Guptill Publications, 2005. pp.77, 78."
emitted,5ECYVY6V,"Hand, voice & vision: artists' books from Women's Studio Workshop",2FMAJ6SK,Lucha por la vida = Struggle for life,substring,0.990,,59,"Walkup, Kathy. Hand, Voice & Vision: Artists’ Books from Women's Studio Workshop. Rosendale, N.Y.: Women’s Studio Workshop, 2010. pp.59."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,2FQHFLAJ,Über Landschaftsmalerei = On landscape,substring,0.990,212,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.212."
emitted,XWS4XW55,500 handmade books : inspiring interpretations of a timeless form,2FSKEUR8,Personal Paradigms: A Game of Human Experience,substring,0.990,,116,"Tourtillott, Suzanne J. E, and Steve Miller. 500 Handmade Books: Inspiring Interpretations of a Timeless Form. New York: Lark Books, 2008. p.116."
emitted,N6FSDA5U,"Counting on chance : 25 years of artists' books by Robin Price, publisher.",2G8EYYKM,The journey of the guitar: a portrait of Pepe Romero in his own words,substring,0.990,"36, 54, 92, 122",,"Price, Robin, Suzy Taraba, Clare I. Rogan, Betty Bright, and Rutherford W. Witthus.Counting on Chance: 25 Years of Artists' Books by Robin Price, Publisher. Middletown, Conn: Davison Art Center, Wesleyan University, 2010. pp. 36, 54, 92, 122."
emitted,D2HD5CJR,Speaking of book art : interviews with British and American book artists,2GJNJNVW,"From A to Z: our an (collective specifics) an im partial bibliography : incidents in a non-relationship, or, how I came to not know who is : the politics of language.",substring,0.990,149,,"Courtney, Cathy. Speaking of Book Art: Interviews with British and American Book Artists. Los Altos Hills, Calif: Anderson-Lovelace, 1999. p. 149."
emitted,BCG5FURQ,The century of artists' books,2GJNJNVW,"From A to Z: our an (collective specifics) an im partial bibliography : incidents in a non-relationship, or, how I came to not know who is : the politics of language.",substring,0.990,"166-68, 190",167,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.166-68, 167, 190."
emitted,STSHFPHF,Druckworks 1972-2012 : 40 years of books and projects,2GJNJNVW,"From A to Z: our an (collective specifics) an im partial bibliography : incidents in a non-relationship, or, how I came to not know who is : the politics of language.",substring,0.990,"5, 7, 11, 12, 28, 31, 44, 58, 88, 89, 94, 97, 115, 136",24-27,"Drucker, Johanna. Druckworks 1972-2012 : 40 Years of Books and Projects. 1st ed. Chicago, Ill.: Epicenter, Center for Book and Paper Arts, 2012. pp.5, 7, 11, 12, 24-27, 28, 31, 44, 58 n.5, 88, 89, 94, 97, 115, 136."
emitted,94CKQLVX,Artists' books : a critical anthology and sourcebook,2GJNJNVW,"From A to Z: our an (collective specifics) an im partial bibliography : incidents in a non-relationship, or, how I came to not know who is : the politics of language.",substring,0.990,161,162,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. p.161, 162."
emitted,DCLMEBVD,Allan Kaprow : a bibliography,2GVZZGH3,Echo-logy,substring,0.990,"5, 12",86-89,"Kaprow, Allan. Allan Kaprow : a Bibliography. Milano: Mousse Pub., 2011. pp.5, 12, 86-89."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,2GVZZGH3,Echo-logy,substring,0.990,"292, 430",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.292, 430."
emitted,MN3CW7FZ,Artists and their books - books and their artists,2GVZZGH3,Echo-logy,substring,0.990,206,104-105,"Reed, Marcia, and Glenn Phillips. Artists and their books - books and their artists. Los Angeles: The Getty Research Institute, 2018. pp.104-105, 206."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,2H2URYJ6,Metaphor 1,substring,0.990,146,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.146."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,2H3NPASA,3 works,substring,0.990,206,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.206."
emitted,BCG5FURQ,The century of artists' books,2H3NPASA,3 works,substring,0.990,296-98,297,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.296-98, 297."
emitted,94CKQLVX,Artists' books : a critical anthology and sourcebook,2H3NPASA,3 works,substring,0.990,75,,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. p.75."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,2H8R9EDX,Moments de silence I: recueillis en 8 documents : novembre 1969 octobre 1970,substring,0.990,433,328,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.328, 433."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,2HWGZPS6,Monologues and dialogues,substring,0.990,205,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.205."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,2I3TQW9S,To build a square in the Rhineland = ein Quadrat im Rheinland bauen,substring,0.990,232,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.232."
emitted,EXVACFS7,"Book as art VI: December 6, 1993-May 20, 1994, the National Museum of Women in the Arts, Washington, D.C.",2I5PRIGX,First night. Day skies.,substring,0.990,10,,"Wasserman, Krystyna. Book As Art VI: December 6, 1993-May 20, 1994, the National Museum of Women in the Arts, Washington, D.C. Washington, D.C: The Museum, 1993. p.[10]."
emitted,7SFXCRS9,"The book made art : a selection of contemporary artists' books, exhibited in the Joseph Regenstein Library, the University of Chicago, February through April 1986",2IMVSPM9,Worse Verse,substring,0.990,17,,"Abt, Jeffrey. The Book Made Art: a Selection of Contemporary Artists' Books, Exhibited in the Joseph Regenstein Library, the University of Chicago, February Through April 1986. Chicago: University of Chicago Library, 1986. p.17."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,2ISVSZBR,The four temperaments: an animated sequence,substring,0.990,"51, 147",,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.51, 147."
emitted,JV2JKULL,Various small books : referencing various small books by Ed Ruscha,2ISXX8P4,Then & now : Hollywood Boulevard 1973-2004,substring,0.990,"118, 135, 171",,"Taylor, Phil. Various Small Books: Referencing Various Small Books by Ed Ruscha. Cambridge, Massachusetts: MIT Press, 2013. pp.118, 135, 171."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,2J2CFRH8,Das buch,substring,0.990,"131, 429",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.131, 429."
emitted,DHC5ATH7,Livres d'artistes,2J2CFRH8,Das buch,substring,0.990,,144,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. p.144."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,2J5W2RK9,Tension: a book about family relationships,substring,0.990,150,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.150."
emitted,3U57EW9N,Half-life : 25 years of books by Barbara Tetenbaum & Triangular Press.,2JF72LSI,"O'Ryan's belt: eleven poems, 1990-1991",substring,0.990,44,29,"Tetenbaum, Barbara. Half-life : 25 Years of Books by Barbara Tetenbaum & Triangular Press. Portland, Ore.: Triangular Press, 2005. pp.29, 44."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,2JRZWP6T,Omeatorary,substring,0.990,159,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.159."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,2JUGT4SZ,Sensory memorandum,substring,0.990,163,71,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.71, 163."
