lib1Key,twinKey,twinLib,method,confidence,review,lib1Title,twinTitle,decision,notes
4EC84LP7,S7KC6XW2,3,fuzzy,0.900,yes,Canto a Matanzas,Canto a Matanzas,no,
Q2AVYL4M,VRZWGZVX,3,fuzzy,0.890,yes,High tide,High tide,same,"first published 2006 2012 has additional material"
8S9QX7PJ,WNYTGTH7,3,fuzzy,0.800,yes,Resolution,Revolution,same,"as long as author is Motebaheri libtitle is correct"
MSNANC55,MIAE5V4B,3,fuzzy,0.890,yes,Me garden,Me garden,same,
N6MS49VS,KDK4CKHQ,3,fuzzy,0.890,yes,Ayotochtli,Ayotochtli,same,
2D8EFSYK,SINBPBSF,3,fuzzy,0.890,yes,De cuando no habia agua : cuento yaqui,De cuando no habia agua : cuento yaqui,same,
RZEMGHH9,FDWUTM65,3,fuzzy,0.900,yes,Versus,Versus,unsure,"i lean same they are two volumes but cataloged together and released together"
SSNZ28IZ,L365N744,3,fuzzy,0.809,yes,"Drogas, sexo, rock 'n' roll.",Drugs sex rock 'n' roll,same,libtitle correct
EWDECAL8,STNWYDB9,3,fuzzy,0.900,yes,Trumped up empathy.,Trumped up empathy.,same,
KCSPZPTW,JKVNPLEY,3,fuzzy,0.890,yes,Nancy Reagan is killing me,Nancy Reagan is killing me,same,
XUNKI7T4,DKWCVTTB,3,fuzzy,0.900,yes,Breathe.,Breathe,same,if author is Sherman
SQEGRSTM,DJXTYJV5,3,fuzzy,0.838,yes,Tomorrow's man 4,Tomorrow's man 3,no,
X8GT46UM,ZSR6W4ZG,2,fuzzy,0.833,yes,Exhausted geographies II,Exhausted geographies.,no,
M4L4B745,22A8PINZ,3,fuzzy,0.847,yes,Blueprints,Blueprint,same,if author is Chun libtitle is correct
VGZFX4R6,4QPZT3QC,3,fuzzy,0.663,yes,Mourning/Warning. Numbers and repeaters,Mourning/Warning.,no,
K2JZRGUL,2D9X89XX,3,fuzzy,0.890,yes,How to make flipbooks,How to make flipbooks,same,
ZI9DL79A,TJDANC88,3,fuzzy,0.990,,Spectacles for the short sighted. 1. Masks as agents of social control,Spectacles for the short sighted : 1. masks as agents of social control,same,
GT82LS4U,YAVC2X7V,3,fuzzy,1.000,,Ron's world,Ron's world,same,
B9X5MTPV,SG4ZEWS8,3,fuzzy,0.990,,Hover,Hover,same,
6XUUG9TX,LUU798XB,3,fuzzy,0.939,,Holy holy art cards : fancy assorted Christmas selection,Holy holy art cards [realia] : fancy assorted Christmas selection,same,libtitle correct
VY22TT3H,MNNDUVP6,3,fuzzy,0.990,,La felicidad : America Latina,La felicidad : America Latina,,
RYZJVH45,JTSDBP9P,3,fuzzy,0.990,,Ohio,Ohio,same,
57SFZM92,NEEQQDQQ,3,fuzzy,0.990,,Room : O-MI Motel,Room : O-MI Motel,,
WA4E2BQF,PZDLNAI7,3,fuzzy,0.990,,"Three valleys : the valleys of Silicon, San Joaquin, and Death, February 12-26","Three valleys : the valleys of Silicon, San Joaquin, and Death, February 12-26",,
VFM823G8,UWRH5RMK,3,fuzzy,0.990,,Upstate,Upstate,,
EB82UPEB,QE2YXZVQ,3,fuzzy,0.990,,Michigan,Michigan,,
BHKESI49,QVTGSMIV,3,fuzzy,0.990,,The anatomy of business,The anatomy of business,,
W6ZKNF2N,38AVYUMK,3,fuzzy,0.990,,"III, Self publish, be happy book club","III, Self publish, be happy book club",,
TBSWMXFY,WBH8EX4S,3,fuzzy,0.990,,War cut,War cut,,
XIVAMUV4,ANUB59VK,3,fuzzy,0.990,,The tonalities of grief : Kirov's notes for his fall 2008 lectures on stoicism,The tonalities of grief : Kirov's notes for his fall 2008 lectures on stoicism,,
CFMRJ8E5,W7PW7VNB,2,fuzzy,0.990,,"Patterns : divided, mirrored, repeated","Patterns : divided, mirrored, repeated",,
DIJW9DJP,M9D8QYK7,3,fuzzy,0.990,,Elvis Road,Elvis Road,,
BJ3JHZL4,FPE5EJ9G,3,fuzzy,0.990,,María ríe por dentro : un relato,María ríe por dentro : un relato,,
X3YPGDHF,2Y74UZ69,3,fuzzy,0.990,,Descendant,Descendant,same,
I6MG6652,J2Y8TU6U,3,fuzzy,0.990,,Odios falsos,Odios falsos,,
S2J565HG,L4G5UQCN,3,fuzzy,0.990,,"El Tambor de Ayapá ; y, Nokán y el Maíz","El Tambor de Ayapá ; y, Nokán y el Maíz",,
Z72XVV7K,IBNSLUJE,3,fuzzy,0.990,,"Bicentenaire, Trouillot","Bicentenaire, Trouillot",,
WNP5J3KM,TWKFNYE2,3,fuzzy,0.990,,Glorieta sin agua,Glorieta sin agua,,
KDRDUZLM,FVJIGVVJ,3,fuzzy,0.990,,The complex of all of these,The complex of all of these,,
88A8V9DI,HPI8LMMP,3,fuzzy,0.990,,Time i$,Time i$,,
XQERHAH7,7N9JFIBY,3,fuzzy,0.990,,Heath course pak rfc,Heath course pak rfc,,
PX2H4BDY,EFWZ8N45,3,fuzzy,0.990,,James Franco : the dangerous book four boys,James Franco : the dangerous book four boys,,
AYSA8R9B,8FRBLQQU,3,fuzzy,0.990,,To place. Haraldsdóttir. Part two,To place. Haraldsdóttir. Part two,,
GGZNZJ8A,9L36958V,3,fuzzy,0.990,,Color codes,Color codes,,
ESWIXCA6,TRHP5M6A,3,fuzzy,0.990,,Etceteras,Etceteras,,
S44L2ZCK,37UZIWDB,3,fuzzy,0.990,,"Query, quest, & quasi","Query, quest, & quasi",,
8YCFRFW8,ACZ5VEVR,3,fuzzy,0.990,,Addresses,Addresses,,
P95PLJW5,R6XXXWZD,3,fuzzy,0.990,,Gone fishing.,Gone fishing.,,
V8KPNIKP,IMBHLCKN,3,fuzzy,0.990,,Redheaded Peckerwood,Redheaded Peckerwood,,
HUYC2TBK,FB4UVKKM,3,fuzzy,0.990,,Everything I kept = Todo lo que guarde,Everything I kept = Todo lo que guarde,,
33JWVV7Q,67CQ4NGZ,3,fuzzy,0.990,,The myth of the airborne warrior,The myth of the airborne warrior,,
75ID8547,E4NC7U8P,3,fuzzy,0.990,,"Fatima, o, el Parque de la Fraternidad = Fatima of Fraternity Park","Fatima, o, el Parque de la Fraternidad = Fatima of Fraternity Park",,
385EZZS9,QQRPZNYY,3,fuzzy,0.990,,Lexicon,Lexicon,,
F3GWMWBB,B3KJK38A,3,fuzzy,0.990,,Tulips,Tulips,,
KW8IIK8K,4929RG22,3,fuzzy,0.990,,One family of objects = Jedna skupina předmětů,One family of objects = Jedna skupina předmětů,,
UWECJBE9,ADNLTPIJ,3,fuzzy,0.990,,Feria congelada,Feria congelada,,
PJNQPYA5,G2SRVX4C,3,fuzzy,0.990,,Alicia en el país de la danza,Alicia en el país de la danza,,
XXAAB5RL,T5NFCYQV,3,fuzzy,0.990,,Motivos persas,Motivos persas,,
AZLNYTA7,3GXJDW6J,3,fuzzy,0.990,,Jet master : a visual strategy,Jet master : a visual strategy,,
HSPHNPJG,URGF5WQN,3,fuzzy,0.990,,Nox,Nox,same,
8RRG74G4,5UH49VPB,3,fuzzy,0.990,,Walking through : meditations on the ordinary,Walking through : meditations on the ordinary,,
AJF59VWN,R36SU4QS,3,fuzzy,0.990,,Portable document format,Portable document format,,
ABSVKV2A,8UEP33C8,3,fuzzy,0.990,,Postcards,Postcards,same,if author is Alys
SEG3BXNC,M9R9WXM4,3,fuzzy,0.990,,Wrong size fits all : miracles and mishaps,Wrong size fits all : miracles and mishaps,,
6J8FLDSD,B45HIUYD,3,fuzzy,0.990,,Gravity,Gravity,,
3XMSAG9I,FYJB55Y7,3,fuzzy,0.990,,Vaivén,Vaivén,,
FGIBFTSV,CDHHAFU6,3,fuzzy,0.990,,Haiku book I,Haiku book I,,
Z7GYGWFP,AJXHZLKV,3,fuzzy,0.990,,Visual poems,Visual poems,,
LUKVYP4Q,MBTW8NEJ,3,fuzzy,0.990,,Museums,Museums,,
FIRZHXH6,XCFZA4Z7,3,fuzzy,0.990,,Mood : potential.,Mood : potential.,,
L7IVZW42,5C9IGFYL,3,fuzzy,0.990,,Sweethearts,Sweethearts,,
LQF4G7KG,892IYWX3,3,fuzzy,0.990,,Es una historia negra,Es una historia negra,,
