canonicalKey,canonicalLib,held,sourceKeys,title,date,publisher,place,ISBN,ISSN,language,numPages,edition,series,seriesNumber,callNumber,url,extra,shortTitle,creators
PPZMJYMZ,3,,3:PPZMJYMZ; 2:EWK3KUKB,Inventory of the Swedish Archive of artist books,1996-00-00 1996,Steven Leiber,San Francisco,,,English,,,Steven Leiber catalogues ;; 1996.; Variation: Steven Leiber catalogues ;; 1996.,,,,,,"Steven Leiber; Steven Leiber (Gallery); 20th Century Art Archives (Cambridge, England)"
UZWUFX86,3,,3:UZWUFX86; 2:AP9QVATH,Inventory of the Swedish archives of artist books and reference material,1996-00-00 1996,"Cambridge : 20th Century Art Archives ; San Francisco, Calif. : Steven Leiber",,,,English,,,,,,,,,Steven Leiber; 20th Century Art Archives (Firm)
FJG9S6MU,3,,3:FJG9S6MU; 2:DBTZIMGP,Journal - The Los Angeles Institute of Contemporary Art.,1974-00-00 1974,,,,0094-8985,English,,,,,,,,,Los Angeles Institute of Contemporary Art.
5KQXC5AT,3,,3:5KQXC5AT; 2:CRWHWX35,"La reliure originale française: bookbindings by contemporary French binders, with a selection of illustrations and examples of typography.",1964-00-00 1964,Museum of Contemporary Crafts,New York,,,English,,,,,,,,La reliure originale française,American Craftsmen's Council. Museum of Contemporary Crafts; Société de la reliure originale.
E8MAPXUI,3,,3:E8MAPXUI; 2:AMPPPQ8N,Learn to read art: artists' books,1990-00-00 1990,Art Gallery of Hamilton,"Hamilton, Ont.",0-919153-20-8 978-0-919153-20-2,,English,,,,,,,,Learn to read art,Nancy Tousley; Felipe Ehrenberg; Sally Alatalo; Art Gallery of Hamilton (Ont.)
DHC5ATH7,3,,3:DHC5ATH7; 2:7UQM5CIR,Livres d'artistes,1985-00-00 1985,"BPI, Centre Georges Pompidou :",Paris,978-2-7335-0085-9,,,,,,,,,,,Anne Moeglin-Delcroix; Centre Georges Pompidou Bibliothèque publique d'information.
874TEKG2,3,,3:874TEKG2; 2:EQD46UZB,"Livres d'artistes: l'invention d'un genre: 1960-1980 / Michelet, Jacqueline.",1997-00-00 1997,Bibliothèque nationale de France,Paris,2-7177-2025-1,,French,48,,Cahiers d'une exposition ;; 20; Variation: Cahiers d'une exposition ;; 20.,,,,,Livres d'artistes,Geneviève Capgras; Bibliothèque nationale de France
MWX5EQ95,3,,3:MWX5EQ95; 2:4MWKNTCT,Livres d'artistes: livres-objets = Artists' books : book-objects,1985-00-00 1985,CERPM,Paris,978-2-905633-00-2,,French,,,,,,,,Livres d'artistes,NRA Shakespeare international
8UFB9EAX,3,,3:8UFB9EAX; 2:4IRH6I8B,"Maurizio Nannucci, a la fin trouver le mot du commencement: Bibliothèque nationale de France/Paris editions 1966-1994: multiples, catalogues, livres d'artiste ... Galerie Colbert ... 29 juin-9 septembre 1994 / Moeglin-Delcroix, Anne.",1994-00-00 1994,Bibliothèque nationale de France,Paris,,,French,,,,,,,,"Maurizio Nannucci, a la fin trouver le mot du commencement",Maurizio Nannucci; Galerie Colbert (Bibliothèque nationale (France))
48953MRT,3,,3:48953MRT; 2:8E2T4D5Z,Michalis Pichler,2015-00-00 2015,Printed Matters ;,"New York, NY",978-3-95905-023-4,,,,First edition.,,,,,,,Annette Gilbert; Clemens Krümmell; Michalis Pichler
LGJRG4AG,3,,3:LGJRG4AG; 2:WNXFVJBV,Missing p[a]ges: Idaho & the book.,1994-00-00 1994,Idaho Center for the Book,"Boise, ID",,,English,,,,,,,,Missing p[a]ges,Idaho Center for the Book
T5WUKIXI,3,,3:T5WUKIXI; 2:PNDE5TUF,Multiples: the first decade; [catalogue],1971-00-00 1971,"Philadelphia Museum of Art; distributed by Boston Book and Art, Boston",,,,,,,,,,,,Multiples,John Tancock; Philadelphia Museum of Art.
IFPZ7AL8,3,,3:IFPZ7AL8; 2:7Z7GJZTJ,No longer innocent : book art in America : 1960-1980,2005-00-00 2005,Distributed to the trade by D.A.P./Distributed Art Publishers,New York City,1887123717 (alk. paper),,,,1st ed.,,,,,,No longer innocent,Betty Bright
TSX9BZU5,3,,3:TSX9BZU5; 2:G4EI2TFR,"NSCAD, the Nova Scotia College of Art & Design",1982-00-00 1982,The Press of the Nova Scotia College of Art & Design,"Halifax, N.S., Canada",0-919616-23-2,,,107,,,,NE2298 .N79 1982,,,,New England Foundation for the Arts
NCUIHVG6,3,,3:NCUIHVG6; 2:C2XTPXTK,Objects / encounters : bookworks at Flying Fish Press 1987-2001,2002-00-00 2002,University of Vermont Libraries,"Burlington, Vt.",,,,,,,,,,,Objects / encounters,Connell Gallagher; Cynthia Imperatore; University of Vermont Library.
5JWH4AMJ,3,,3:5JWH4AMJ; 2:TTBRMH5S,Offset : artists' books & prints.,1993-00-00 1993,Interplanetary Productions,"New York, N.Y.",,,,,,,,,,,Offset,Brad Freeman; Johanna Drucker; Granary Books (Firm); publisher Inter Planetary Productions; Joseph W. Ruther; Todd Walker
Q77Q8HL7,3,,3:Q77Q8HL7; 2:CAAACP5B,Peter Downsbrough : the book(s),2011-00-00 2011,Hatje Cantz,Germany,978-3-7757-2833-1,,,,,,,,,,Peter Downsbrough,Peter Downsbrough; Spain) Canòdrom (Barcelona; Belgium) Kunstcentrum deSingel (Antwerp; Moritz Küng; Ira G. Wool
Q4UQLA6T,3,,3:Q4UQLA6T; 2:TBFKABIJ,"Poésure et peintrie: ""d'un art, l'autre"": Centre de la Vieille Charité, 12 février 1993-23 mai 1993",1993-00-00 1993,"[Marseille] : Musées de Marseille ; [Paris] : Réunion des musées nationaux : Distribution, Seuil",,2-7118-2767-4,,French,655,,,,,,,Poésure et peintrie,Centre de la Vieille Charité; Musées de Marseille.
NN8ZFZNF,3,,3:NN8ZFZNF; 2:4U764KWD,Reading the object : three decades of books,2016-00-00 2016,Flying Fish Press,"Oakland, California",,,,,,,,,,,Reading the object,Julie Chen; Janice Braun; host institution F. W. Olin Library; publisher Flying Fish Press; Sandra Kroupa; publisher Mills College. Center for the Book; host institution University of Washington. Libraries. Special Collections Division; Kathy Walkup
CR3NFXSJ,3,,3:CR3NFXSJ; 2:EP22WKB8,"Resonance and response : artists' books from Special Collections, Wellesley College Library, June 15-18, 2005",2005-00-00 2005,Wellesley College Library,"Wellesley, Mass.",,,,,,,,,,,Resonance and response,Marilyn Hatch; Mariana Oller; R. Reinstein (Ruth Reinstein) Rogers; Wellesley College Library Special Collections.
IRT3TNET,3,,3:IRT3TNET; 2:99DXMVCW,"Sand in der Vaseline : Künstlerbücher II, 1980-2002",2002-00-00 2002,Verlag der Buchhandlung Walther König,Köln,3-88375-641-5,,,,,,,,,,Sand in der Vaseline,Ida Applebroog; Germany) Hessisches Landesmuseum (Darmstadt; Krefelder Kunstmuseen (Germany); Germany) Neues Museum (Nuremberg; Sabine Röder
CSFGXUQV,3,,3:CSFGXUQV; 2:FP2M954A,Shape-shifting : transformations in the art of the book.,1996-00-00 1996,"Book Arts Slides Project, Dept. of Visual Arts, University of Northern Colorado","Greeley, Colo.",,,,,,,,,,,Shape-shifting,Margaret Sunday; University of Northern Colorado Mari Michener Gallery.; University of Northern Colorado Mariani Gallery.
TZU6D5RQ,3,,3:TZU6D5RQ; 2:2TW5WI29,Shu : reinventing books in contemporary Chinese Art,2006-00-00 2006,"China Insitute Gallery, China Institute",New York,978-0-9774054-0-4,,,,,,,,,,Shu,1945- Wu Hung; J. May Lee (Jung May Lee) Barrett; China Institute Gallery.; Peggy Wang
JHBWPGKS,3,,3:JHBWPGKS; 2:X47JHT5P,Sol LeWitt : artist's books,2009-00-00 2009,Viaindustriae,Sant'Eraclio di Foligno (Foligno),978-88-903459-2-0,,,,,,,,,,Sol LeWitt,Sol LeWitt; Emanuele De Donno; Giorgio Maffei; Museo internazionale e biblioteca della musica.; Spoleto (Italy) Galleria civica d'arte moderna.
UUKFCNG2,3,,3:UUKFCNG2; 2:JZJ5K29F,"Some zines: American alternative & underground magazines, newsletters & APAs",1992-00-00 1992,"Dept. of English, Boise State University","Boise, Id.",0-916272-56-7,,English,53,,,,,,,Some zines,Tom Trusky; Boise State University; Department of English.
D9V4PP5M,3,,3:D9V4PP5M; 2:ZM4QEZSH,Something Else Press: an annotated bibliography,1983-00-00 1983,McPherson,"[New Paltz, NY]",0-914232-40-1,,English,89,,,,,,,Something Else Press,Peter Frank
D2HD5CJR,3,,3:D2HD5CJR; 2:9B6M96IT,Speaking of book art : interviews with British and American book artists,1999-00-00 1999,Anderson-Lovelace,"Los Altos Hills, Calif.",978-0-9626372-5-4,,,,,,,,,,Speaking of book art,Cathy Courtney
FQZJCLQ9,3,,3:FQZJCLQ9; 2:MZ89DRM5,Structure of the visual book,2003-00-00 2003,K. Smith Books,"Rochester, NY",,,,,Expanded 4th ed.,,,,,Includes bibliographical references (pages 407-410) and indexes.; ID: VCU_ALMA21381169640001101,,Keith A. Smith
SLL2JDFL,3,,3:SLL2JDFL; 2:J6MD9B66,Structure of the visual book,1984-00-00 1984,Visual Studies Workshop Press,"Rochester, NY",089822036X (pbk.) :,,,,1st ed.,,,,,,,Keith Smith
JM2TDIEC,3,,3:JM2TDIEC,Summer reading,2021-00-00 2021,"New York, New York : Center for Book Arts, 2021",,978-1-951163-07-5,,,,First edition,,,,https://catalog.lib.unc.edu/catalog/UNCb10786805,,,curated by Ann Tarantino & Lindsey Landfried
YRZKT687,3,,3:YRZKT687; 2:HG39MU5Q,"Talking the boundless book: art, language, and the book arts: essays from Art & language, re-reading the boundless book / Alexander, Charles.",1995-00-00 1995,Minnesota Center for Book Arts,"Minneapolis, Minn.",1-879832-09-7,,English,144,,,,,,,Talking the boundless book,Dick Higgins; Minnesota Center for Book Arts
MJWXHUAG,3,,3:MJWXHUAG; 2:5D2R6NZM,Temptations :,2002-00-00 2002,National Museum of Women in the Arts,"Washington, D.C.",,,English,26,,,,,,,Temptations,Krystyna Roscio Wasserman; National Museum of Women in the Arts (U. S.); National Museum of Women in the Arts (U.S.).
NL5FPSSU,3,,3:NL5FPSSU; 2:TCZTUSB6,Text in the book format : book number 120,1995-00-00 1995,Keith A. Smith Books,"Rochester, NY",0-9637682-3-9,,,,2nd ed.,,,,,,Text in the book format,Keith Smith; Dale Davis
2PCL8KS8,3,,3:2PCL8KS8; 2:I5P4N8WC,The Altered page :,1988-00-00 1988,Center for Book Arts,"New York, NY (626 Broadway, New York, NY, 10012)",,,English,,,,,,,,The Altered page,Book Arts Gallery
K86NASGW,3,,3:K86NASGW; 2:V84WW57F,The Ampersand,1980-00-00 1980,,,,0740-5804,English,,,,,,,,,Pacific Center for the Book Arts.
Z9II7D3M,3,,3:Z9II7D3M; 2:JTMCFS97,"The art of the book and the book arts press: May 15 through July 15, 1994, Upper Arlington Municipal Center, Concourse Gallery.",1994-00-00 1994,Upper Arlington Cultural Arts Commission,"Upper Arlington, Ohio",,,English,,,,,,,,The art of the book and the book arts press,Russell McKnight; Upper Arlington Cultural Arts Commission
SCC9PBT4,3,,3:SCC9PBT4; 2:QN4I56TE,"The Artist & the book, 1860-1960, in western Europe and the United States.",1982-00-00 1982,Hacker Art Books,New York,0-87817-277-7,,,,,,,,,,,Harvard College Library. Department of Printing and Graphic Arts.; Boston Museum of Fine Arts
TA7Z89TE,3,,3:TA7Z89TE; 2:2VVMMG4P,The artist publisher: a survey,1986-00-00 1986,Crafts Council Gallery,[London,,,English,64,,,,,,,The artist publisher,"Coracle Press; Crafts Council Gallery (London, England)"
KF8JT4M9,3,,3:KF8JT4M9; 2:K4CTGGV2,"The avant-garde book, 1900-1945",1989-00-00 1989,Franklin Furnace,New York,,,English,68,,,,,,,,Jaroslav Andel; Franklin Furnace (Archive)
43RAPI3N,3,,3:43RAPI3N; 2:6BU9JQTN,The big book,2013-00-00 2013,Passenger Books,Berlin,3-940215-13-9,,,,,,,,,,,Alison Knowles; Franklin Furnace (Archive); Dick Higgins; Something Else Press.
2GKQLXU9,3,,3:2GKQLXU9; 2:VU4B87ZD,"The book as art: artists' books from the National Museum of Women in the Arts / Drucker, Johanna,; 1952-",2011-00-00 2011,Princeton Architectural Press,New York,978-1-56898-992-1,,English,208,,,,,,,The book as art,Krystyna Niffenegger Wasserman
M3JPD2MQ,3,,3:M3JPD2MQ; 3:S8RLZLKM; 2:JKCPU69J; 2:TR24SIQX,"The book as art: artists' books from the National Museum of Women in the arts / Niffenegger, Audrey.",2006-00-00 2006,Princeton Architectural Press,New York,978-1-56898-609-8,,English,192,,,,,,,The book as art,Krystyna Drucker Wasserman; National Museum of Women in the Arts (U. S.)
7SFXCRS9,3,,3:7SFXCRS9; 2:BGC36NVW,"The book made art : a selection of contemporary artists' books, exhibited in the Joseph Regenstein Library, the University of Chicago, February through April 1986",1986-00-00 1986,University of Chicago Library,Chicago,094305608X (pbk.),,,,,,,,,,The book made art,Jeffrey Abt; University of Chicago Library
KRVDR3PV,3,,3:KRVDR3PV; 2:2AFWP52S,The book on books on artists books,2013-00-00 2013,Everyday Press,London,0-9561738-8-8,,,,Second expanded edition.,,,,,,,Arnaud Desjardin
STDFU267,3,,3:STDFU267; 2:PCI6S67D,The book on books on artists books,2011-00-00 2011,Everyday Press,S.l.,978-0-9561738-4-3 0-9561738-4-5,,English,,,,,,,,,Arnaud Desjardin
BQ99H8TS,3,,3:BQ99H8TS; 2:93385S7A,"The Book stripped bare the book stripped bare : a survey of books by 20th century artists and writers, September 17-October 21, 1973 : an exhibition of books from the Arthur Cohen and Elaine Lustig Cohen Collection, supplemented by the Howard L. and Muriel Weingrow Fine Arts Library of Hofstra University, the Emily Lowe Gallery and the Hofstra University Library, Hofstra University, Hempstead, Long Island, N.Y.",1973-00-00 1973,Emily Lowe Gallery?,"Hempstead, N.Y.",,,,,,,,,,,The Book stripped bare the book stripped bare,Susi Bloch; Arthur A. (Arthur Allen) Cohen; Elaine Lustig Cohen; Emily Lowe Gallery
BCG5FURQ,3,,3:BCG5FURQ; 2:T3X5F2Q6,The century of artists' books,2004-00-00 2004,Granary Books,New York City,1887123695 (pbk.),,,,2nd ed.,,,,,,Drucker (2004),Johanna Drucker; publisher Granary Books (Firm)
67Y3RHK2,3,,3:67Y3RHK2; 2:AVF8HMNE,"The future of the book of the future: thoughts, images and artwork on the form of the book of the future presented in a s eries of ""work in progress"" exhibitions and publications until the 2000 / Gleber, Conrad.",1994-00-00 1994,"University of Alaska Anchorage, University Gallery, Department of Art","Anchorage, Alaska",,,English,,,,,,,,The future of the book of the future,Gail Licke Rubini; University of ALaska Anchorage; Kimura Gallery.
278G84HQ,3,,3:278G84HQ; 2:2QB36W7G,The journal of artists' books JAB.,1994-00-00 1994,Interplanetary Productions,"New York, NY",2163-3789,,English,,,,,,http://newfirstsearch.oclc.org/dbname=WilsonSelectPlus;journal=1085-1461;screen=available;done=referer;FSIP,,,
UNQAC429,3,,3:UNQAC429; 1:TLIUQ2WM,"The looking book : a pocket history of Circle Press, 1967-96",1996-00-00 1996,"London : Circle Press, [1996]",,978-0-901380-71-5,,,,,,,,https://catalog.lib.unc.edu/trln/NCSU991001,,The looking book,Cathy Courtney
2GCRDTSJ,3,,3:2GCRDTSJ; 2:UGJVUTST,The maker's hand : twenty books,2001-00-00 2001,Ken Campbell,London,978-0-9540102-0-1,,,,,,,,,,The maker's hand,Ken Campbell; Artists' Books Collection (Library of Congress); Marcia Reed
WC9LK5NC,3,,3:WC9LK5NC; 2:ZUSKJJG9,"The Malik-Verlag, 1916-1947: Berlin, Prague, New York: an exhibition / Heller, Steven.",1984-00-00 1984,"New York : Goethe House New York ; Madison, N.J. : Madison Campus Library, Fairleigh Dickinson University",,,,English,85,,,,,,,"The Malik-Verlag, 1916-1947",James Howard Fraser; Goethe House New York
8P5Z9WBB,3,,3:8P5Z9WBB; 2:PIWV7Q6J,"The mindful page / Pace, Richard.",1987-00-00 1987,New England Foundation for the Arts,"[Cambridge, Mass.]",,,English,,,,,,,,,Gary Richman; Hera Educational Foundation
RNEBW4BM,3,,3:RNEBW4BM; 2:96MT6MN7,"The New storytellers: one of a kind artists' books in Boston libraries and museums: [exhibition] September 16-October 31, 1996, Widener Memorial Rotunda, Widener Library, Harvard University",1996-00-00 1996,Houghton Library,"Cambridge, Mass.",,,English,8,,,,,,,The New storytellers,Joan Nordell; Harvard College Library; Department of Printing and Graphic Arts.
AAZM5Y3X,3,,3:AAZM5Y3X; 2:MSUXR5BU,The photobook : a history,2004-00-00 2004,Phaidon,London ;New York,0714842850 (v. 1),,,,,,,,,,The photobook,Martin Parr; Gerry Badger
C6EUQXSW,3,,3:C6EUQXSW; 2:UFPVB69B,"The Themersons and the Gaberbocchus Press: an experiment in publishing, 1948-1979: [exhibition] / Strauss, Monica J.",1993-00-00 1993,MJS Books & Graphics,New York,0-9639239-0-0,,English,96,,,,,,,The Themersons and the Gaberbocchus Press,Jan Gizycki Kubasiewicz
QEFHBIF4,3,,3:QEFHBIF4,Thread loves paper,2012-00-00 2012,"[Sonoma, Calif. ] : Emily Marks, c2012.",,978-0-615-65988-6,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7593119,,,Emily Marks
GJCBWZTJ,3,,3:GJCBWZTJ; 2:MQSIMERD,"Tom Phillips, works and texts",1992-00-00 1992,Thames and Hudson,"London ; New York, N.Y.",0-500-97402-0,,English,296,,,,,,,,Tom Phillips
G96LTDG9,3,,3:G96LTDG9; 2:NSUM2D2G,"Tom Phillips: works, texts to 1974.",1975-00-00 1975,H. Mayer,Stuttgart ; London ; Reykjavik,,,English,284,,,,,,,Tom Phillips,Tom Phillips
23XXDBF4,3,,3:23XXDBF4; 2:2NSSKJMR,"Two decades of Hamady and the Perishable Press Limited: an anecdotally annotated check list for an exhibition at Gallery 210, University of Missouri/St. Louis, 3 October 1984 to 4 November 1984 entitled: Hamady's Perishable Press, a 20th anniversary sampling of handcrafted books.",1984-00-00 1984,Perishable Press,"Mt. Horeb, WI",,,English,,,,,,,,Two decades of Hamady and the Perishable Press Limited,Walter Hamady; University of Missouri--St. Louis; Gallery 210.
YT3YGXMT,3,,3:YT3YGXMT; 2:MW2FRJMM,"Two hundred books by Keith Smith : book number 200, an anecdotal bibliography",2000-00-00 2000,Keith Smith Books,"Rochester, N.Y.",0-9637682-7-1,,,,1st ed.,,,,,,Two hundred books by Keith Smith,Keith Smith
UI2S6CP9,3,,3:UI2S6CP9; 2:QMN4YMN5,Unshelfmarked : reconceiving the artists' book,2015-00-00 2015,Uniform Books,Devon,978-1-910010-06-8,,,,,,,,,,Unshelfmarked,Michael Hampton
JV2JKULL,3,,3:JV2JKULL; 2:Q4AQ22FN,Various small books : referencing various small books by Ed Ruscha,2013-00-00 2013,MIT Press,"Cambridge, Massachusetts",978-0-262-01877-7,,,,,,,,,,Various small books,Phil Taylor; Mark (Mark S. ) Rawlinson; Edward Ruscha
ZI7K5Z2M,3,,3:ZI7K5Z2M; 2:GRTJW8U9,"Werner Pfeiffer (censor, villain, provocateur, experimenter) : book-objects & artist books",0000-00-00 c2008,Nielson Library Smith College ; Quality Printing,"Northhampton, MA ; Pittsfield, MA",,,,68,,,,,,,,Werner Pfeiffer
6QJ3APUK,3,,3:6QJ3APUK; 2:JUVVSKT4,What is?: nine epistemological essays,2013-00-00 2013,Cuneiform Press,"[Victoria, Texas]",978-0-9860040-2-5 0-9860040-2-2,,English,,,,,,,,What is?,Johanna Drucker
TWI7C9MN,3,,3:TWI7C9MN; 2:8DDSHJTH,When will the book be done? : Granary's books,2001-00-00 2001,Granary Books,New York,1887123431 (pbk. : alk. paper),,,,,,,,,,When will the book be done?,Steven Clay; Granary Books (Firm)
2TL82ZH6,3,,3:2TL82ZH6; 2:NE6BK82U,"Women of the book : Jewish artists, Jewish themes",2001-00-00 2001,"Friends of the Libraries, FAU Library","Boca Raton, Fla.",978-0-9706189-0-0,,,,,,,,,,Women of the book,Judith Hoffberg; Florida Atlantic University Libraries.
